id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/14/value
2705197297,159,1,1,13,46,6wwwud48qahpwrfxs20334qk5,1,46.9,69.0,2024-08-02T17:13:56.340Z,2024-08-02T17:13:58Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127851023,140,64.2,5127851025,141,71.7,5127851027,212,18.3,5127851029,213,0.10,5127851021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197299,160,1,1,13,48,6wwwud48qahpwrfxs20334qk5,1,65.1,71.7,2024-08-02T17:13:58.349Z,2024-08-02T17:15:27Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5127851049,140,76.3,5127851061,213,0.73,5127851053,141,87.3,5127851057,212,15.8,5127851045,168,,5127851047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365091,847,83,1,13,50,b8oqgvx1ijeyn6y1cn6929ix4,1,24.1,7.5,2024-08-02T17:14:00.170Z,2024-08-05T12:23:29Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5134198011,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365089,846,83,1,13,51,b8oqgvx1ijeyn6y1cn6929ix4,1,24.1,7.5,2024-08-02T17:14:01.170Z,2024-08-05T12:23:11Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5134198003,399,ayxi2m0g0pm6rl1ba5pto66z9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197359,161,61,1,13,52,6wwwud48qahpwrfxs20334qk5,1,74.0,92.3,2024-08-02T17:14:02.941Z,2024-08-02T17:15:25Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5127851397,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197343,120,83,1,13,53,b8oqgvx1ijeyn6y1cn6929ix4,0,28.5,14.4,2024-08-02T17:14:03.652Z,2024-08-02T17:15:17Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127853737,399,4bojyjyvkdgm1lss6n37q2t5g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197361,162,4,1,13,56,6wwwud48qahpwrfxs20334qk5,1,75.0,89.2,2024-08-02T17:14:06.364Z,2024-08-02T17:14:11Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127851463,13,,5127851487,233,121,5127851467,56,Left,5127851465,295,,5127851469,152,,5127851471,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197351,121,4,1,13,56,b8oqgvx1ijeyn6y1cn6929ix4,0,25.0,10.8,2024-08-02T17:14:06.365Z,2024-08-02T19:52:51Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127851443,56,Back,5127851511,233,162,5127851447,285,,5127851445,152,,5127851441,295,,5127851439,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197401,163,1,1,14,3,6wwwud48qahpwrfxs20334qk5,1,77.2,94.8,2024-08-02T17:14:13.918Z,2024-08-02T17:17:11Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5127854559,189,,5127851703,141,82.7,5127851705,212,9.8,5127851695,5,,5127851697,152,,5127851707,213,4.14,5127851699,56,Left,5127851701,140,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197415,164,50,1,14,5,6wwwud48qahpwrfxs20334qk5,1,68.7,82.6,2024-08-02T17:14:15.726Z,2024-08-02T17:16:38Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127854775,286,,5127851791,56,Left,5127856073,233,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198139,133,7,1,14,5,b8oqgvx1ijeyn6y1cn6929ix4,1,31.3,17.4,2024-08-02T17:14:15.727Z,2024-08-05T12:23:43Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127856063,233,164,5127856015,285,,5134198015,384,,5127856013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198701,198,83,1,14,6,6wwwud48qahpwrfxs20334qk5,0,31.2,70.4,2024-08-02T17:14:16.456Z,2024-08-02T18:01:33Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127861681,399,1nn1wc14k9zd3wtu73loj7kes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197447,123,61,1,14,8,b8oqgvx1ijeyn6y1cn6929ix4,1,38.8,14.7,2024-08-02T17:14:18.981Z,2024-08-02T19:52:49Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127851949,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365097,848,1,1,14,10,b8oqgvx1ijeyn6y1cn6929ix4,1,39.7,26.4,2024-08-02T17:14:20.180Z,2024-08-05T12:25:13Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5134198049,213,4.98,5134198043,140,41.7,5134198041,56,Back,5134198045,141,15.0,5134198047,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365099,849,1,1,14,12,b8oqgvx1ijeyn6y1cn6929ix4,1,43.0,21.3,2024-08-02T17:14:23.010Z,2024-08-05T12:25:32Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5134198063,140,58.0,5134198069,213,5.66,5134198067,212,19.4,5134198065,141,4.6,5134198061,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197457,124,1,1,14,13,b8oqgvx1ijeyn6y1cn6929ix4,1,72.3,7.1,2024-08-02T17:14:23.964Z,2024-08-02T17:14:25Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127852007,56,Right,5127852013,212,15.5,5127852015,213,0.17,5127852011,141,11.0,5127852009,140,86.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197477,125,1,1,14,15,b8oqgvx1ijeyn6y1cn6929ix4,1,87.1,10.9,2024-08-02T17:14:25.548Z,2024-08-02T17:14:28Z,1nn1wc14k9zd3wtu73loj7kes,P. Ngongo,,,5127852129,213,3.72,5127852121,56,Right,5127852123,140,83.0,5127852125,141,6.8,5127852127,212,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197481,126,61,1,14,18,b8oqgvx1ijeyn6y1cn6929ix4,0,83.0,6.8,2024-08-02T17:14:28.661Z,2024-08-02T17:14:31Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127852143,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197499,166,1,1,14,20,6wwwud48qahpwrfxs20334qk5,1,12.5,96.8,2024-08-02T17:14:30.637Z,2024-08-02T17:14:32Z,289rctmvd5ppy9zqn98jbe4et,A. Muçolli,,,5127852203,141,87.2,5127852207,213,4.12,5127852205,212,7.9,5127852199,56,Back,5127852201,140,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197511,167,1,1,14,22,6wwwud48qahpwrfxs20334qk5,1,8.1,86.1,2024-08-02T17:14:32.246Z,2024-08-05T12:26:05Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127852297,140,9.4,5127852295,56,Back,5127852301,212,31.4,5127852303,213,4.76,5127852299,141,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197535,168,1,1,14,26,6wwwud48qahpwrfxs20334qk5,1,8.5,32.5,2024-08-02T17:14:36.589Z,2024-08-05T12:26:14Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127852453,140,23.1,5134198169,189,,5127852455,141,49.9,5127852457,212,19.4,5127852459,213,0.66,5127852451,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365107,960,1,1,14,28,6wwwud48qahpwrfxs20334qk5,1,25.9,49.6,2024-08-02T17:14:38.861Z,2024-08-05T12:26:25Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5134198239,141,9.2,5134198241,212,27.6,5134198235,56,Back,5134198243,213,4.62,5134198237,140,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197539,169,1,1,14,30,6wwwud48qahpwrfxs20334qk5,1,32.3,8.2,2024-08-02T17:14:40.541Z,2024-08-02T17:14:41Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127852489,212,12.4,5127852485,140,44.1,5127852487,141,9.8,5127852491,213,0.09,5127852483,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197561,170,1,1,14,31,6wwwud48qahpwrfxs20334qk5,1,44.4,10.3,2024-08-02T17:14:41.470Z,2024-08-02T17:14:44Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5127852617,213,2.44,5127852607,140,35.9,5127852605,56,Back,5127852613,212,11.7,5127852609,141,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197581,171,1,1,14,34,6wwwud48qahpwrfxs20334qk5,1,43.0,33.2,2024-08-02T17:14:44.238Z,2024-08-02T17:14:46Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5127852727,213,1.75,5127852719,56,Back,5127852725,212,20.6,5127852721,140,39.6,5127852723,141,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197593,172,1,1,14,36,6wwwud48qahpwrfxs20334qk5,1,39.7,65.7,2024-08-02T17:14:46.581Z,2024-08-05T13:02:32Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127852789,140,59.5,5127852795,213,6.09,5127852791,141,59.6,5127852793,212,21.2,5127852787,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197595,173,61,1,14,38,6wwwud48qahpwrfxs20334qk5,0,58.8,59.9,2024-08-02T17:14:48.397Z,2024-08-02T17:14:48Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5127852801,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197621,128,1,1,14,40,b8oqgvx1ijeyn6y1cn6929ix4,1,39.9,41.5,2024-08-02T17:14:50.284Z,2024-08-02T17:14:52Z,f58yr2jmfp8kpgprfxbokt1t6,M. Vestergård,,,5127852919,141,39.1,5127852921,212,11.1,5127852917,140,29.4,5127852923,213,3.29,5127852915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197637,129,1,1,14,41,b8oqgvx1ijeyn6y1cn6929ix4,1,29.4,39.1,2024-08-02T17:14:51.869Z,2024-08-02T17:14:53Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5127853047,212,23.9,5127853041,56,Back,5127853045,141,20.6,5127853043,140,48.7,5127853049,213,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365735,850,3,1,14,42,b8oqgvx1ijeyn6y1cn6929ix4,0,57.4,15.0,2024-08-02T17:14:52.621Z,2024-08-05T13:02:51Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5134205621,467,4bojyjyvkdgm1lss6n37q2t5g,5134205619,464,,5134205617,286,,5134205615,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197663,130,4,1,14,43,b8oqgvx1ijeyn6y1cn6929ix4,1,51.6,19.6,2024-08-02T17:14:53.181Z,2024-08-02T19:09:16Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127853205,56,Right,5127853207,152,,5128117195,233,174,5127853203,13,,5128117167,286,,5128117791,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197647,174,4,1,14,43,6wwwud48qahpwrfxs20334qk5,0,48.4,80.4,2024-08-02T17:14:53.182Z,2024-08-02T19:09:06Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127853159,152,,5127853153,13,,5127853161,285,,5127853155,295,,5127853157,56,Back,5128117211,233,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705197993,131,1,1,15,51,b8oqgvx1ijeyn6y1cn6929ix4,0,56.8,17.7,2024-08-02T17:16:01.574Z,2024-08-02T19:09:07Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127855127,196,,5127855125,155,,5127855139,1,,5128117279,152,,5127855131,140,77.0,5127855133,141,100.0,5128117277,5,,5127855137,213,1.21,5127855135,212,60.9,5127855129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,
2705197999,132,5,1,15,58,b8oqgvx1ijeyn6y1cn6929ix4,0,74.0,101.8,2024-08-02T17:16:08.988Z,2024-08-02T17:16:11Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127855281,233,175,5127855157,347,,5127855155,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198017,175,5,1,15,58,6wwwud48qahpwrfxs20334qk5,1,26.0,-1.8,2024-08-02T17:16:08.988Z,2024-08-02T19:11:45Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5127855227,56,Back,5127855247,233,132,5127855229,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198035,176,1,1,16,0,6wwwud48qahpwrfxs20334qk5,1,29.0,0.0,2024-08-02T17:16:10.606Z,2024-08-02T17:16:14Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5127855345,107,,5127855355,213,0.50,5127855347,56,Back,5127855353,212,11.6,5127855351,141,6.2,5127855349,140,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198051,177,1,1,16,4,6wwwud48qahpwrfxs20334qk5,1,39.6,23.9,2024-08-02T17:16:14.534Z,2024-08-02T17:16:18Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5127855447,56,Back,5127855455,213,2.08,5127855451,141,51.0,5127855449,140,29.7,5127855453,212,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198059,178,1,1,16,8,6wwwud48qahpwrfxs20334qk5,1,25.7,59.3,2024-08-02T17:16:18.198Z,2024-08-02T17:16:20Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127855519,141,60.2,5127855521,212,8.8,5127855515,56,Back,5127855517,140,34.1,5127855523,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198065,179,1,1,16,10,6wwwud48qahpwrfxs20334qk5,1,34.2,65.9,2024-08-02T17:16:20.255Z,2024-08-02T17:16:21Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127855549,212,17.2,5127855543,56,Back,5127855545,140,39.4,5127855551,213,1.25,5127855547,141,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198073,180,1,1,16,11,6wwwud48qahpwrfxs20334qk5,1,39.4,89.9,2024-08-02T17:16:21.566Z,2024-08-02T17:16:24Z,23sc7wc7my7wes6cuaxw1v0no,J. Lindekilde,,,5127855639,212,11.8,5127855637,141,72.6,5127855635,140,39.5,5127855633,56,Back,5127855641,213,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198095,181,1,1,16,14,6wwwud48qahpwrfxs20334qk5,1,41.8,71.0,2024-08-02T17:16:24.470Z,2024-08-02T17:16:29Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127855783,140,31.0,5127855789,213,3.98,5127855787,212,16.9,5127855785,141,52.5,5127855781,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198121,182,1,1,16,19,6wwwud48qahpwrfxs20334qk5,1,44.5,57.9,2024-08-02T17:16:29.486Z,2024-08-02T17:16:34Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127855911,140,54.0,5127855919,213,5.06,5127855917,212,29.4,5127855915,141,17.2,5127855907,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198135,183,1,1,16,23,6wwwud48qahpwrfxs20334qk5,1,54.5,9.5,2024-08-02T17:16:33.831Z,2024-08-02T17:16:36Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5127855987,56,Right,5127855993,212,8.7,5127855995,213,5.79,5127855991,141,3.5,5127855989,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198149,184,1,1,16,26,6wwwud48qahpwrfxs20334qk5,1,60.9,5.8,2024-08-02T17:16:36.495Z,2024-08-02T17:59:51Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127856079,56,Back,5127856085,212,24.7,5127856081,140,37.7,5127856087,213,2.98,5127856083,141,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198173,185,1,1,16,28,6wwwud48qahpwrfxs20334qk5,1,37.5,12.2,2024-08-02T17:16:38.128Z,2024-08-02T17:16:42Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127856239,56,Back,5127856241,140,49.8,5127856245,212,13.1,5127856247,213,0.17,5127856243,141,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198175,186,61,1,16,29,6wwwud48qahpwrfxs20334qk5,0,49.8,15.4,2024-08-02T17:16:39.199Z,2024-08-02T18:00:02Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5127856255,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198183,134,1,1,16,31,b8oqgvx1ijeyn6y1cn6929ix4,1,39.7,70.2,2024-08-02T17:16:41.767Z,2024-08-02T17:16:43Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5127856313,212,9.7,5127856307,56,Back,5127856309,140,46.7,5127856311,141,79.4,5127856315,213,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198197,136,1,1,16,33,b8oqgvx1ijeyn6y1cn6929ix4,1,46.7,79.4,2024-08-02T17:16:43.479Z,2024-08-02T17:16:45Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5127856361,141,93.9,5127856359,140,33.8,5127856357,56,Back,5127856365,213,2.51,5127856363,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198215,137,1,1,16,35,b8oqgvx1ijeyn6y1cn6929ix4,1,33.8,93.9,2024-08-02T17:16:45.296Z,2024-08-02T17:16:48Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127856453,212,14.5,5127856449,140,27.4,5127856451,141,75.0,5127856447,56,Back,5127856455,213,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198229,138,1,1,16,38,b8oqgvx1ijeyn6y1cn6929ix4,1,27.4,75.0,2024-08-02T17:16:48.191Z,2024-08-02T17:16:50Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5127856543,212,13.0,5127856537,56,Back,5127856545,213,1.38,5127856541,141,93.8,5127856539,140,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198255,139,1,1,16,40,b8oqgvx1ijeyn6y1cn6929ix4,1,29.7,93.8,2024-08-02T17:16:50.391Z,2024-08-02T17:16:53Z,8ewvm6ux4yvpwgrzjkc1chqwa,A. Nørager,,,5127856709,140,41.3,5127856711,141,97.2,5127856715,213,0.19,5127856713,212,12.4,5127856707,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198259,140,1,1,16,43,b8oqgvx1ijeyn6y1cn6929ix4,0,41.7,96.9,2024-08-02T17:16:53.303Z,2024-08-05T13:03:56Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127856725,140,41.6,5127856727,141,94.6,5127856731,213,4.65,5127856729,212,1.6,5127856723,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2706365739,961,61,1,16,43,6wwwud48qahpwrfxs20334qk5,1,62.0,7.5,2024-08-02T17:16:53.321Z,2024-08-05T13:04:05Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5134205657,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198283,141,1,1,16,45,b8oqgvx1ijeyn6y1cn6929ix4,1,40.2,82.7,2024-08-02T17:16:55.111Z,2024-08-02T19:52:43Z,8h3cyhuw5049gcxrsld3rw1ec,V. Westh,,,5127856871,141,89.9,5127856867,56,Left,5127856875,213,0.26,5127856873,212,18.7,5127856869,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198293,142,4,1,16,47,b8oqgvx1ijeyn6y1cn6929ix4,1,54.2,91.7,2024-08-02T17:16:57.078Z,2024-08-02T17:17:00Z,6bajck5osvj7trnwt2a5mc3dg,I. Tånnander,,,5127856985,233,187,5127856973,13,,5127856975,56,Left,5127856977,152,,5127856979,265,,5127856981,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198279,187,4,1,16,47,6wwwud48qahpwrfxs20334qk5,0,45.8,8.3,2024-08-02T17:16:57.079Z,2024-08-02T18:00:19Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5127856991,233,142,5127856853,285,,5127856847,56,Back,5127856845,13,,5127856849,152,,5127856851,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198403,143,1,1,17,2,b8oqgvx1ijeyn6y1cn6929ix4,1,58.8,90.6,2024-08-02T17:17:12.456Z,2024-08-02T19:52:39Z,9fvf8z6p8ok0n5vu999ysfywa,C. Jørgensen,,,5127857605,213,3.46,5127857607,1,,5127857599,140,26.4,5127857603,212,35.8,5127906403,189,,5127857601,141,74.2,5127857595,152,,5127857597,56,Back,5127857593,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198405,144,1,1,17,8,b8oqgvx1ijeyn6y1cn6929ix4,1,26.4,74.2,2024-08-02T17:17:18.616Z,2024-08-02T19:52:41Z,dqssvdpt2iwg8qn9wto3miind,A. Leifsson,,,5127857611,56,Back,5127857619,213,4.67,5127857617,212,21.4,5127857615,141,42.7,5127857613,140,25.5,5127906799,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198425,145,1,1,17,9,b8oqgvx1ijeyn6y1cn6929ix4,1,25.5,42.7,2024-08-02T17:17:19.199Z,2024-08-02T17:17:21Z,3xz0h3d6r2qgmv9egms8yaz56,C. Vestergaard,,,5127857689,141,8.6,5127857691,212,23.2,5127857685,56,Back,5127857693,213,4.77,5127857687,140,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198437,146,2,1,17,10,b8oqgvx1ijeyn6y1cn6929ix4,1,27.0,8.6,2024-08-02T17:17:20.871Z,2024-08-02T17:17:34Z,f1ba9g771s0zeel0titcj3omi,A. Njai,,,5127857733,140,74.3,5127857741,1,,5127858061,7,9ircna8pbskreztmy1wiqwx9m,5127857735,141,44.9,5127857731,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198467,188,55,1,17,10,6wwwud48qahpwrfxs20334qk5,1,25.8,54.5,2024-08-02T17:17:20.872Z,2024-08-02T18:20:21Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127930987,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198485,189,1,1,17,24,6wwwud48qahpwrfxs20334qk5,1,32.4,69.0,2024-08-02T17:17:34.167Z,2024-08-05T13:08:50Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127858085,212,19.5,5127858087,213,0.85,5127858075,5,,5127858083,141,90.6,5127858077,241,,5127858081,140,44.6,5127858079,56,Back,5134205817,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198491,190,1,1,17,25,6wwwud48qahpwrfxs20334qk5,1,44.9,90.5,2024-08-02T17:17:35.127Z,2024-08-02T17:17:36Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5127858131,212,12.6,5127858129,141,73.2,5127858133,213,4.35,5127858127,140,40.7,5127858125,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198519,191,1,1,17,26,6wwwud48qahpwrfxs20334qk5,1,40.3,70.8,2024-08-02T17:17:36.288Z,2024-08-02T17:17:41Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5127858295,213,3.07,5127858291,141,72.3,5127858289,140,27.3,5127858287,56,Back,5127858293,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198555,192,1,1,17,31,6wwwud48qahpwrfxs20334qk5,1,35.9,49.4,2024-08-02T17:17:41.680Z,2024-08-02T17:17:47Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5127858493,213,4.59,5127858485,56,Back,5127858487,140,34.2,5127858489,141,28.0,5127858491,212,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705198577,193,1,1,17,37,6wwwud48qahpwrfxs20334qk5,1,37.0,27.4,2024-08-02T17:17:47.471Z,2024-08-02T17:17:51Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5127858581,213,5.24,5127858579,212,15.5,5127858573,56,Back,5127858575,140,44.5,5127858577,141,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
