id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2812435895,138,1,1,14,44,7gkglopz9cjsysn2u6sbhuvc5,1,62.4,94.2,2025-05-10T12:15:17.738Z,2025-05-10T12:15:46Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714447015,141,87.5,5714447011,56,Left,5714447013,140,51.2,5714447017,212,12.6,5714447019,213,3.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435965,139,1,1,14,48,7gkglopz9cjsysn2u6sbhuvc5,1,58.3,89.0,2025-05-10T12:15:21.202Z,2025-05-10T12:15:24Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714447403,140,66.8,5714447409,213,0.39,5714447407,212,9.7,5714447405,141,94.4,5714447401,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812435997,140,1,1,14,51,7gkglopz9cjsysn2u6sbhuvc5,1,69.8,91.2,2025-05-10T12:15:24.403Z,2025-05-10T12:15:27Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714447613,213,0.15,5714447611,212,15.2,5714447607,140,84.1,5714447609,141,94.5,5714447605,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436049,141,1,1,14,54,7gkglopz9cjsysn2u6sbhuvc5,1,87.7,94.8,2025-05-10T12:15:27.322Z,2025-05-10T12:15:44Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,1.0,,5714447897,212,23.3,5714447899,213,4.90,5714447895,141,61.2,5714447891,56,Center,5714447893,140,91.9,5714449169,210,13,5714447889,155,,5714449171,154,,5714447887,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436063,142,44,1,14,57,7gkglopz9cjsysn2u6sbhuvc5,1,90.3,53.8,2025-05-10T12:15:30.995Z,2025-05-10T14:08:55Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714448073,233,112,5714447955,286,,5714447953,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436059,112,44,1,14,57,8cfkisxf1fkxdqtt6tx1tup48,0,9.7,46.2,2025-05-10T12:15:30.996Z,2025-05-10T14:08:56Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714448131,233,142,5714447933,56,Back,5714447935,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436069,143,13,1,14,58,7gkglopz9cjsysn2u6sbhuvc5,1,91.8,53.6,2025-05-10T12:15:31.323Z,2025-05-10T18:38:37Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714448669,15,,5714449205,103,73.6,5714449193,74,,5714448031,56,Center,5714449209,231,53.2,5714449207,230,98.4,5714448027,22,,5714448029,17,,5714448679,328,5714449203,102,49.4,,5714449195,29,5714449197,154,5714449199,55,141,,,,,,,,,,,,,,,,,
2812436111,113,5,1,14,59,8cfkisxf1fkxdqtt6tx1tup48,1,-1.2,41.2,2025-05-10T12:15:32.509Z,2025-05-10T14:17:28Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714448649,233,144,5714448233,56,Back,5714448237,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436193,144,5,1,14,59,7gkglopz9cjsysn2u6sbhuvc5,0,101.2,58.8,2025-05-10T12:15:32.509Z,2025-05-10T14:17:29Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714448691,233,113,5714448623,56,Center,5714448625,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436683,114,1,1,15,31,8cfkisxf1fkxdqtt6tx1tup48,0,4.2,49.3,2025-05-10T12:16:04.840Z,2025-05-10T12:16:09Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714451213,1,,5714451199,56,Center,5714451197,124,,5714451209,213,0.01,5714451217,74,,5714451205,212,65.9,5714451201,140,67.0,5714451203,141,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436701,145,1,1,15,36,7gkglopz9cjsysn2u6sbhuvc5,0,31.0,63.7,2025-05-10T12:16:09.179Z,2025-05-10T12:16:10Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714451333,141,58.8,5714451321,3,,5714451325,56,Back,5714451339,213,5.92,5714451329,140,39.4,5714451337,212,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436767,115,1,1,15,38,8cfkisxf1fkxdqtt6tx1tup48,1,61.6,46.6,2025-05-10T12:16:11.661Z,2025-05-10T12:16:14Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714451707,140,69.0,5714451709,141,50.4,5714451713,213,0.32,5714451711,212,8.2,5714451705,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436751,146,83,1,15,40,7gkglopz9cjsysn2u6sbhuvc5,0,27.8,59.3,2025-05-10T12:16:13.716Z,2025-05-10T12:27:22Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714451875,399,444n8m1tirk6lp739iigw42c5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436785,116,1,1,15,41,8cfkisxf1fkxdqtt6tx1tup48,1,69.0,50.4,2025-05-10T12:16:14.397Z,2025-05-10T12:27:20Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5714451793,213,3.80,5714451783,56,Center,5714451789,212,5.3,5714451785,140,65.0,5714451787,141,45.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436807,117,1,1,15,42,8cfkisxf1fkxdqtt6tx1tup48,1,65.0,45.6,2025-05-10T12:16:15.550Z,2025-05-10T12:59:24Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5714451897,212,5.4,5714451891,56,Center,5714451895,141,53.4,5714451893,140,64.3,5714451899,213,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436859,118,1,1,15,44,8cfkisxf1fkxdqtt6tx1tup48,1,64.3,53.4,2025-05-10T12:16:17.480Z,2025-05-10T12:16:20Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714452139,212,30.0,5714452133,56,Back,5714452137,141,16.2,5714452135,140,48.9,5714452141,213,4.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436911,119,1,1,15,46,8cfkisxf1fkxdqtt6tx1tup48,1,47.4,16.6,2025-05-10T12:16:20.125Z,2025-05-10T12:16:23Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714452377,213,2.30,5714452369,56,Back,5714452375,212,15.4,5714452371,140,37.6,5714452373,141,33.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812436929,120,1,1,15,49,8cfkisxf1fkxdqtt6tx1tup48,1,37.6,33.4,2025-05-10T12:16:22.925Z,2025-05-10T12:16:25Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714452459,140,39.5,5714452457,56,Back,5714452461,141,9.9,5714452465,213,4.84,5714452463,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437031,121,1,1,15,51,8cfkisxf1fkxdqtt6tx1tup48,1,39.5,9.9,2025-05-10T12:16:24.797Z,2025-05-10T12:59:34Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714453057,212,28.5,5714453051,56,Right,5714453055,141,18.4,5714453053,140,66.1,5714453059,213,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437043,122,61,1,15,54,8cfkisxf1fkxdqtt6tx1tup48,0,66.1,18.4,2025-05-10T12:16:27.269Z,2025-05-10T12:29:17Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5714453083,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437049,148,1,1,15,55,7gkglopz9cjsysn2u6sbhuvc5,1,35.8,84.1,2025-05-10T12:16:29.123Z,2025-05-10T14:14:14Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714453169,213,5.81,5714453163,140,41.1,5714453161,56,Back,5714453167,212,6.3,5714453165,141,79.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437057,149,4,1,15,58,7gkglopz9cjsysn2u6sbhuvc5,1,37.6,75.4,2025-05-10T12:16:31.460Z,2025-05-10T14:08:01Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714453213,152,,5714453215,265,,5714453217,286,,5714453211,56,Back,5714453413,233,123,5714453209,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437069,123,4,1,15,58,8cfkisxf1fkxdqtt6tx1tup48,0,62.4,24.6,2025-05-10T12:16:31.461Z,2025-05-10T14:08:01Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5714453353,13,,5714453357,152,,5714453355,56,Center,5714453421,233,149,5714453367,285,,5714453363,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437367,150,1,1,16,12,7gkglopz9cjsysn2u6sbhuvc5,1,56.2,82.9,2025-05-10T12:16:45.691Z,2025-05-10T12:16:50Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714454787,213,3.40,5714454775,5,,5714454785,212,14.1,5714454781,140,43.2,5714454777,152,,5714454783,141,77.5,5714454779,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437445,151,1,1,16,16,7gkglopz9cjsysn2u6sbhuvc5,1,54.6,81.5,2025-05-10T12:16:49.804Z,2025-05-10T12:16:54Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714455241,141,95.4,5714455245,213,0.69,5714455243,212,14.8,5714455239,140,65.4,5714455237,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437431,124,45,1,16,20,8cfkisxf1fkxdqtt6tx1tup48,0,35.1,23.4,2025-05-10T12:16:54.102Z,2025-05-10T14:08:46Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5714455703,233,152,5714455193,285,,5714455191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437519,152,3,1,16,20,7gkglopz9cjsysn2u6sbhuvc5,1,64.9,76.6,2025-05-10T12:16:54.102Z,2025-05-10T14:08:45Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714455563,56,Center,5714455565,286,,5714455691,233,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437529,125,4,1,16,25,8cfkisxf1fkxdqtt6tx1tup48,1,34.1,21.2,2025-05-10T12:16:58.979Z,2025-05-10T14:08:02Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5714455661,265,,5714455825,233,153,5714455655,13,,5715017983,286,,5714455657,56,Back,5714455659,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812437539,153,4,1,16,25,7gkglopz9cjsysn2u6sbhuvc5,0,65.9,78.8,2025-05-10T12:16:58.980Z,2025-05-10T14:08:02Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714455763,152,,5714455765,265,,5714455761,56,Center,5714455843,285,,5714455839,233,125,5714455759,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438197,126,1,1,16,58,8cfkisxf1fkxdqtt6tx1tup48,0,28.8,31.6,2025-05-10T12:17:31.359Z,2025-05-10T12:17:37Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5714458983,56,Center,5714458979,157,,5714458985,140,81.9,5714458981,152,,5714458977,5,,5714458989,212,61.5,5714458987,141,69.9,5714458991,213,0.44,5714458993,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438201,154,44,1,17,3,7gkglopz9cjsysn2u6sbhuvc5,1,18.9,30.8,2025-05-10T12:17:36.468Z,2025-05-10T14:08:56Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714459017,285,,5714459015,56,Back,5714459137,233,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438205,127,44,1,17,3,8cfkisxf1fkxdqtt6tx1tup48,0,81.1,69.2,2025-05-10T12:17:36.469Z,2025-05-10T14:08:57Z,444n8m1tirk6lp739iigw42c5,M. Rochester,,,5714459171,233,154,5714459031,56,Center,5714459033,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438213,155,12,1,17,3,7gkglopz9cjsysn2u6sbhuvc5,1,20.4,32.1,2025-05-10T12:17:36.813Z,2025-05-10T14:13:35Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714459071,141,36.3,5714459075,213,0.32,5714459073,212,9.2,5714459083,15,,5714459069,140,28.7,5714459067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438257,156,44,1,17,5,7gkglopz9cjsysn2u6sbhuvc5,1,28.1,35.7,2025-05-10T12:17:38.764Z,2025-05-10T14:08:57Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714459279,285,,5714459277,56,Back,5714459351,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438235,128,44,1,17,5,8cfkisxf1fkxdqtt6tx1tup48,0,71.9,64.3,2025-05-10T12:17:38.765Z,2025-05-10T14:08:58Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714459181,286,,5714459179,56,Center,5714459387,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438265,157,1,1,17,6,7gkglopz9cjsysn2u6sbhuvc5,1,30.8,45.4,2025-05-10T12:17:39.685Z,2025-05-10T14:13:35Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714459309,3,,5714459313,140,35.1,5714459315,141,48.5,5714459311,56,Back,5714459319,213,0.44,5714459317,212,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812446209,287,61,1,17,6,7gkglopz9cjsysn2u6sbhuvc5,0,40.2,39.9,2025-05-10T12:17:39.741Z,2025-05-10T14:13:36Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714503337,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438295,130,3,1,17,9,8cfkisxf1fkxdqtt6tx1tup48,0,63.6,60.8,2025-05-10T12:17:42.318Z,2025-05-10T12:17:47Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5714459749,233,158,5714459435,286,,5714459433,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438329,158,7,1,17,9,7gkglopz9cjsysn2u6sbhuvc5,1,36.4,39.2,2025-05-10T12:17:42.319Z,2025-05-10T14:13:37Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714459641,56,Back,5714459727,233,130,5714459643,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438345,160,1,1,17,12,7gkglopz9cjsysn2u6sbhuvc5,0,41.9,40.7,2025-05-10T12:17:45.527Z,2025-05-10T14:13:38Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714486015,236,,5714486021,286,,5714459699,141,42.4,5714459697,140,44.1,5714459703,213,0.46,5714459701,212,2.6,5714459693,56,Back,5714486017,233,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438363,131,74,1,17,12,8cfkisxf1fkxdqtt6tx1tup48,1,69.1,72.9,2025-05-10T12:17:45.528Z,2025-05-10T14:09:33Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5714486027,233,160,5714459813,56,Center,5714486009,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438379,132,1,1,17,14,8cfkisxf1fkxdqtt6tx1tup48,0,42.2,49.9,2025-05-10T12:17:47.399Z,2025-05-10T12:26:03Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714459917,213,1.35,5714459913,141,100.0,5714459911,140,49.5,5714459921,1,,5714459915,212,35.5,5714459907,157,,5714459909,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438387,133,5,1,17,15,8cfkisxf1fkxdqtt6tx1tup48,0,51.8,101.1,2025-05-10T12:17:48.251Z,2025-05-10T14:17:29Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714460125,233,161,5714459951,347,,5714459949,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438407,161,5,1,17,15,7gkglopz9cjsysn2u6sbhuvc5,1,48.2,-1.1,2025-05-10T12:17:48.251Z,2025-05-10T14:17:29Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714460041,347,,5714460087,233,133,5714460039,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438479,162,1,1,17,21,7gkglopz9cjsysn2u6sbhuvc5,1,58.3,0.0,2025-05-10T12:17:54.340Z,2025-05-10T12:17:57Z,139g7ilwvcpl519v3scnweg2d,L. Jensen,,,5714460407,107,,5714460423,212,20.1,5714460415,140,39.6,5714460411,56,Back,5714460429,213,2.93,5714460419,141,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438577,163,1,1,17,24,7gkglopz9cjsysn2u6sbhuvc5,1,32.8,11.4,2025-05-10T12:17:57.293Z,2025-05-10T12:18:04Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714460923,212,30.6,5714460925,213,2.21,5714460921,141,47.6,5714460919,140,15.5,5714460917,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438631,164,1,1,17,31,7gkglopz9cjsysn2u6sbhuvc5,1,14.7,50.7,2025-05-10T12:18:04.196Z,2025-05-10T12:18:07Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5714461165,56,Center,5714461163,155,,5714461173,213,6.19,5714461171,212,38.2,5714461175,1,,5714461167,140,50.9,5714461169,141,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438651,134,43,1,17,33,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2025-05-10T12:18:07.013Z,2025-05-10T12:18:11Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714461609,144,44,5714461269,56,Center,5714461271,286,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438645,165,4,1,17,34,7gkglopz9cjsysn2u6sbhuvc5,1,45.3,33.4,2025-05-10T12:18:07.261Z,2025-05-10T14:08:02Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5714461351,286,,5714461343,13,,5714461345,294,,5714461469,233,135,5714461349,152,,5714461347,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438661,135,4,1,17,34,8cfkisxf1fkxdqtt6tx1tup48,0,54.7,66.6,2025-05-10T12:18:07.262Z,2025-05-10T14:08:03Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714461405,294,,5714461497,233,165,5714461403,13,,5714461407,56,Center,5714461409,152,,5714461411,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438899,166,1,1,17,56,7gkglopz9cjsysn2u6sbhuvc5,1,52.0,47.2,2025-05-10T12:18:29.661Z,2025-05-10T12:18:30Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714462597,212,21.8,5714462599,213,4.69,5714462589,152,,5714462587,5,,5714462591,56,Right,5714462595,141,15.2,5714462593,140,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438925,167,1,1,17,57,7gkglopz9cjsysn2u6sbhuvc5,1,51.5,15.2,2025-05-10T12:18:30.693Z,2025-05-10T12:18:33Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5714462737,212,14.4,5714462735,141,30.4,5714462731,56,Back,5714462739,213,2.34,5714462733,140,41.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812438971,168,1,1,17,59,7gkglopz9cjsysn2u6sbhuvc5,1,43.0,35.1,2025-05-10T12:18:32.805Z,2025-05-10T12:18:37Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714462963,141,62.9,5714462965,212,18.9,5714462961,140,42.6,5714462959,56,Back,5714462967,213,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439015,169,1,1,18,3,7gkglopz9cjsysn2u6sbhuvc5,1,44.5,65.1,2025-05-10T12:18:36.845Z,2025-05-10T12:18:41Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5714463237,140,42.6,5714463239,141,40.7,5714463243,213,4.59,5714463241,212,16.7,5714463235,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439053,170,1,1,18,8,7gkglopz9cjsysn2u6sbhuvc5,0,48.4,35.7,2025-05-10T12:18:41.341Z,2025-05-10T12:18:44Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5714463451,212,47.3,5714463455,1,,5714463453,213,0.86,5714463443,155,,5714463445,56,Left,5714463449,141,88.3,5714463447,140,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812440615,150,44,1,18,10,8cfkisxf1fkxdqtt6tx1tup48,1,22.6,19.8,2025-05-10T12:18:43.941Z,2025-05-10T14:08:58Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714471533,285,,5714471531,56,Back,5714524177,233,328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812450121,328,44,1,18,10,7gkglopz9cjsysn2u6sbhuvc5,0,77.4,80.2,2025-05-10T12:18:43.942Z,2025-05-10T14:08:59Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5714524133,56,Left,5714524211,233,150,5714524135,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439055,137,12,1,18,11,8cfkisxf1fkxdqtt6tx1tup48,1,22.3,16.0,2025-05-10T12:18:44.870Z,2025-05-10T12:21:15Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714472213,15,,5714463475,213,5.76,5714463471,141,6.0,5714463473,212,13.6,5714463469,140,33.5,5714463467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439101,171,1,1,18,14,7gkglopz9cjsysn2u6sbhuvc5,1,73.9,90.0,2025-05-10T12:18:48.005Z,2025-05-10T12:18:49Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5714463687,56,Center,5714463689,140,69.4,5714463693,212,11.4,5714463691,141,74.7,5714463695,213,4.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439121,172,1,1,18,16,7gkglopz9cjsysn2u6sbhuvc5,1,69.1,74.7,2025-05-10T12:18:49.349Z,2025-05-10T12:18:50Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714463821,141,76.7,5714463825,213,0.42,5714463823,212,3.3,5714463817,56,Center,5714463819,140,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439151,173,1,1,18,17,7gkglopz9cjsysn2u6sbhuvc5,1,71.7,76.7,2025-05-10T12:18:50.525Z,2025-05-10T12:18:53Z,bh06w40pwo6dy3cjrw3r2i0ru,I. Nikolov,,,5714464007,140,65.2,5714464009,141,76.7,5714464013,213,3.14,5714464011,212,6.8,5714464005,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439191,174,1,1,18,19,7gkglopz9cjsysn2u6sbhuvc5,1,65.2,76.7,2025-05-10T12:18:52.853Z,2025-05-10T12:18:56Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5714464255,140,68.5,5714464257,141,71.1,5714464259,212,5.1,5714464253,56,Center,5714464261,213,5.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439199,175,1,1,18,23,7gkglopz9cjsysn2u6sbhuvc5,0,69.6,74.1,2025-05-10T12:18:56.285Z,2025-05-10T12:38:38Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5714469179,233,139,5714464285,56,Center,5714464291,212,9.3,5714464293,213,0.10,5714464289,141,75.4,5714464287,140,78.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439249,138,12,1,18,25,8cfkisxf1fkxdqtt6tx1tup48,1,30.9,57.7,2025-05-10T12:18:58.812Z,2025-05-10T12:19:00Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714464527,56,Back,5714464535,213,0.37,5714464531,141,64.6,5714464529,140,42.3,5714464533,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439255,176,1,1,18,27,7gkglopz9cjsysn2u6sbhuvc5,0,75.8,75.0,2025-05-10T12:19:00.606Z,2025-05-10T14:13:46Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5714464553,56,Center,5714464559,212,0.3,5714529039,233,139,5714464557,141,75.0,5714464555,140,76.1,5714529037,236,,5714464561,213,0.00,5714529043,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439257,139,74,1,18,27,8cfkisxf1fkxdqtt6tx1tup48,1,23.6,27.2,2025-05-10T12:19:00.607Z,2025-05-10T14:09:33Z,k43cten7yb6p59yo0firhb84,M. Rasmussen,,,5714469229,233,176,5714469171,285,,5714469169,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2812439287,141,1,1,18,29,8cfkisxf1fkxdqtt6tx1tup48,1,36.9,67.8,2025-05-10T12:19:02.622Z,2025-05-10T12:19:03Z,7al9w77ailhli8g487tkl32tw,M. Westergren,,,5714464729,140,46.8,5714464727,56,Back,5714464733,212,12.5,5714464735,213,0.59,5714464731,141,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
