id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/13/value,qualifier/15/value,qualifier/17/value,qualifier/14/value,qualifier/11/value
2712504997,209,61,1,27,16,7gkglopz9cjsysn2u6sbhuvc5,0,75.8,82.3,2024-08-24T15:26:54.123Z,2024-08-24T15:37:08Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5168154129,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712505061,272,1,1,27,17,a9vw7ikerpr4cuweeeka5aneg,1,30.5,11.7,2024-08-24T15:26:55.613Z,2024-08-24T15:26:56Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168154461,140,42.1,5168154465,212,13.9,5168154467,213,0.50,5168154459,56,Back,5168154463,141,21.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712505267,273,61,1,27,18,a9vw7ikerpr4cuweeeka5aneg,1,42.1,21.6,2024-08-24T15:26:56.589Z,2024-08-24T15:27:08Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5168155493,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712505429,274,1,1,27,25,a9vw7ikerpr4cuweeeka5aneg,1,67.4,19.7,2024-08-24T15:27:02.957Z,2024-08-24T15:27:07Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5168156323,212,11.1,5168156321,141,7.4,5168156317,56,Right,5168156319,140,60.4,5168156325,213,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712505519,275,1,1,27,30,a9vw7ikerpr4cuweeeka5aneg,0,59.4,11.1,2024-08-24T15:27:08.453Z,2024-08-24T15:27:10Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168156807,140,55.8,5168156809,141,100.0,5168156811,212,61.7,5168156815,1,,5168156803,196,,5168156805,56,Left,5168156813,213,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506221,210,5,1,27,32,7gkglopz9cjsysn2u6sbhuvc5,1,44.0,-1.8,2024-08-24T15:27:10.048Z,2024-08-24T17:10:55Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5168160667,233,276,5168160569,347,,5168160567,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712505537,276,5,1,27,32,a9vw7ikerpr4cuweeeka5aneg,0,56.0,101.8,2024-08-24T15:27:10.048Z,2024-08-24T17:10:55Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168160761,233,210,5168156903,56,Left,5168156905,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506289,211,1,1,27,56,7gkglopz9cjsysn2u6sbhuvc5,1,45.4,0.0,2024-08-24T15:27:34.108Z,2024-08-24T15:27:37Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5168160967,212,17.8,5168160969,213,0.43,5168160963,140,60.8,5168160959,107,,5168160965,141,8.9,5168160961,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506303,212,44,1,27,58,7gkglopz9cjsysn2u6sbhuvc5,1,72.6,16.3,2024-08-24T15:27:36.076Z,2024-08-24T17:13:32Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5168161151,233,277,5168161029,56,Right,5168161031,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506269,277,44,1,27,58,a9vw7ikerpr4cuweeeka5aneg,0,27.4,83.7,2024-08-24T15:27:36.077Z,2024-08-24T17:13:33Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168161213,233,212,5168160865,56,Back,5168160867,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506433,213,1,1,27,58,7gkglopz9cjsysn2u6sbhuvc5,1,60.8,8.9,2024-08-24T15:27:36.375Z,2024-08-24T17:15:15Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5168161733,3,,5168161747,212,7.4,5168161755,213,3.42,5168161743,141,5.9,5168161739,140,54.0,5168161735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506547,214,1,1,28,3,7gkglopz9cjsysn2u6sbhuvc5,1,59.3,18.2,2024-08-24T15:27:41.523Z,2024-08-24T15:27:45Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5168162379,56,Center,5168162381,140,78.8,5168162385,212,43.4,5168162383,141,74.5,5168162389,1,,5168162387,213,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506621,215,1,1,28,7,7gkglopz9cjsysn2u6sbhuvc5,1,85.7,85.4,2024-08-24T15:27:45.172Z,2024-08-24T15:27:56Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,1.0,,5168162821,155,,5168162825,140,89.1,5168164427,210,13,5168164429,154,,5168162877,213,4.85,5168162819,2,,5168162827,141,48.4,5168162829,212,25.4,5168162823,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712506639,216,13,1,28,7,7gkglopz9cjsysn2u6sbhuvc5,1,90.7,40.6,2024-08-24T15:27:45.247Z,2024-08-24T16:11:28Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5168164467,29,,5168162945,56,Center,5168164477,102,60.2,5168164479,103,50,5168164473,55,215,5168164481,230,99.1,5168164463,77,,5168162943,17,,5168162941,22,,5168163871,328,,5168164471,154,5168163859,15,5168164483,231,49.3,,,,,,,,,,,,,,,,,
2712506659,217,5,1,28,8,7gkglopz9cjsysn2u6sbhuvc5,0,101.4,42.6,2024-08-24T15:27:46.701Z,2024-08-24T17:10:55Z,ju24rgwcctj5yizl54o91gfe,S. Borgelin,,,5168165317,233,278,5168163053,346,,5168163049,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507025,278,5,1,28,8,a9vw7ikerpr4cuweeeka5aneg,1,-1.4,57.4,2024-08-24T15:27:46.701Z,2024-08-24T17:10:55Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168165257,233,217,5168165077,56,Back,5168165079,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507107,279,1,1,28,22,a9vw7ikerpr4cuweeeka5aneg,1,4.8,49.6,2024-08-24T15:28:00.566Z,2024-08-24T15:28:02Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5168165515,56,Back,5168165525,212,14.5,5168165531,237,,5168165523,141,28.9,5168165513,124,,5168165519,140,8.0,5168165527,213,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507119,280,1,1,28,23,a9vw7ikerpr4cuweeeka5aneg,1,8.0,28.9,2024-08-24T15:28:01.662Z,2024-08-24T15:28:02Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168165585,140,7.9,5168165591,213,1.58,5168165587,141,40.1,5168165589,212,7.6,5168165583,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507205,281,1,1,28,24,a9vw7ikerpr4cuweeeka5aneg,1,7.9,40.1,2024-08-24T15:28:02.445Z,2024-08-24T15:28:04Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5168165973,140,9.5,5168165979,212,17.6,5168165975,141,14.4,5168165983,213,4.81,5168165971,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507337,282,1,1,28,26,a9vw7ikerpr4cuweeeka5aneg,0,14.0,9.2,2024-08-24T15:28:04.734Z,2024-08-24T15:28:09Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168166603,213,0.39,5168166591,157,,5168166605,1,,5168166599,141,43.7,5168166601,212,61.0,5168166597,140,67.6,5168166595,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507401,218,44,1,28,30,7gkglopz9cjsysn2u6sbhuvc5,1,31.6,56.3,2024-08-24T15:28:08.429Z,2024-08-24T17:13:33Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5168167005,233,283,5168166917,285,,5168166915,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507355,283,44,1,28,30,a9vw7ikerpr4cuweeeka5aneg,0,68.4,43.7,2024-08-24T15:28:08.430Z,2024-08-24T17:13:34Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,,,5168167015,233,218,5168166679,286,,5168166677,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507451,219,1,1,28,31,7gkglopz9cjsysn2u6sbhuvc5,1,30.2,56.3,2024-08-24T15:28:09.045Z,2024-08-24T15:37:15Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5168167205,213,0.36,5168167191,140,40.8,5168167195,141,62.4,5168167185,3,,5168167199,212,11.9,5168167189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507473,220,44,1,28,32,7gkglopz9cjsysn2u6sbhuvc5,1,38.0,56.6,2024-08-24T15:28:10.029Z,2024-08-24T17:13:35Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5168167341,233,284,5168167275,56,Back,5168167279,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507415,284,44,1,28,32,a9vw7ikerpr4cuweeeka5aneg,0,62.0,43.4,2024-08-24T15:28:10.030Z,2024-08-24T17:13:35Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5168166989,286,,5168166987,56,Center,5168167405,233,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507521,221,1,1,28,32,7gkglopz9cjsysn2u6sbhuvc5,1,40.8,62.4,2024-08-24T15:28:10.132Z,2024-08-24T17:15:21Z,78iynnu6cnznv6fxpo4br4mlm,V. Mpindi,,,5168167513,212,15.0,5168167499,56,Back,5168167493,3,,5168167519,213,4.13,5168167507,141,44.0,5168167503,140,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507635,222,2,1,28,35,7gkglopz9cjsysn2u6sbhuvc5,1,32.9,44.0,2024-08-24T15:28:13.260Z,2024-08-24T15:28:18Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5168168235,56,Left,5168168209,141,80.2,5168168231,7,ju24rgwcctj5yizl54o91gfe,5168168187,140,73.8,5168168233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507611,285,55,1,28,35,a9vw7ikerpr4cuweeeka5aneg,1,35.4,31.5,2024-08-24T15:28:13.261Z,2024-08-24T17:35:38Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168918095,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507851,286,1,1,28,46,a9vw7ikerpr4cuweeeka5aneg,1,34.5,32.7,2024-08-24T15:28:23.974Z,2024-08-24T15:28:25Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5168169411,5,,5168169415,241,,5168169435,213,6.03,5168169423,140,46.3,5168169431,212,12.8,5168169427,141,27.9,5168169419,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712507921,287,1,1,28,47,a9vw7ikerpr4cuweeeka5aneg,1,46.3,27.9,2024-08-24T15:28:25.382Z,2024-08-24T15:28:27Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5168169805,140,32.3,5168169807,141,30.3,5168169809,212,14.8,5168169811,213,3.03,5168169803,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508001,288,1,1,28,49,a9vw7ikerpr4cuweeeka5aneg,1,33.4,30.6,2024-08-24T15:28:27.718Z,2024-08-24T15:28:29Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168170201,56,Back,5168170213,213,1.33,5168170203,140,40.1,5168170209,212,29.6,5168170207,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508087,290,43,1,28,52,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-24T15:28:29.886Z,2024-08-24T15:28:34Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168170515,212,15.5,5168170511,140,52.8,5168170509,56,Center,5168170517,213,5.61,5168170969,144,1,5168170513,141,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508211,291,1,1,28,54,a9vw7ikerpr4cuweeeka5aneg,1,52.8,58.8,2024-08-24T15:28:32.086Z,2024-08-24T15:28:36Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5168171145,140,45.9,5168171147,141,76.1,5168171149,212,13.8,5168171143,56,Back,5168171151,213,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508295,292,1,1,28,58,a9vw7ikerpr4cuweeeka5aneg,1,46.1,72.6,2024-08-24T15:28:35.894Z,2024-08-24T15:28:38Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168171625,140,53.1,5168171627,141,35.4,5168171629,212,26.3,5168171623,56,Center,5168171631,213,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508419,293,1,1,29,0,a9vw7ikerpr4cuweeeka5aneg,1,61.6,33.9,2024-08-24T15:28:38.462Z,2024-08-24T15:28:42Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168172323,56,Right,5168172337,213,5.25,5168172333,212,21.5,5168172325,140,72.1,5168172329,141,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508507,294,1,1,29,4,a9vw7ikerpr4cuweeeka5aneg,1,72.5,11.3,2024-08-24T15:28:42.462Z,2024-08-24T15:28:45Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168172897,213,2.58,5168172893,141,26.8,5168172891,140,56.4,5168172895,212,19.9,5168172889,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508581,295,1,1,29,7,a9vw7ikerpr4cuweeeka5aneg,1,56.3,28.8,2024-08-24T15:28:45.454Z,2024-08-24T15:28:49Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168173315,213,1.68,5168173311,141,67.8,5168173307,56,Center,5168173309,140,53.6,5168173313,212,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508725,296,1,1,29,10,a9vw7ikerpr4cuweeeka5aneg,1,59.0,71.8,2024-08-24T15:28:48.839Z,2024-08-24T15:28:53Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168174051,141,95.0,5168174055,213,0.57,5168174049,140,82.2,5168174053,212,29.0,5168174047,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508855,297,1,1,29,15,a9vw7ikerpr4cuweeeka5aneg,1,78.2,91.5,2024-08-24T15:28:53.359Z,2024-08-24T15:28:57Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5168174709,213,3.25,5168174707,212,22.0,5168174705,141,88.1,5168174701,56,Left,5168174703,140,57.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712508923,298,1,1,29,19,a9vw7ikerpr4cuweeeka5aneg,1,58.8,86.8,2024-08-24T15:28:57.167Z,2024-08-24T15:28:59Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5168175023,56,Left,5168175033,213,0.30,5168175029,212,15.5,5168175027,141,93.5,5168175025,140,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509065,300,1,1,29,22,a9vw7ikerpr4cuweeeka5aneg,1,75.0,92.6,2024-08-24T15:29:00.199Z,2024-08-24T15:29:02Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5168175719,212,9.2,5168175721,213,4.76,5168175717,141,79.1,5168175715,140,75.4,5168175713,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509097,301,1,1,29,24,a9vw7ikerpr4cuweeeka5aneg,0,76.9,78.7,2024-08-24T15:29:02.695Z,2024-08-24T15:29:04Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5168175879,2,,5168175881,155,,5168175885,140,91.0,5168175883,56,Center,5168175891,213,5.61,5168175889,212,18.9,5168175887,141,61.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509467,225,8,1,29,26,7gkglopz9cjsysn2u6sbhuvc5,1,13.4,36.0,2024-08-24T15:29:04.341Z,2024-08-24T15:29:17Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5168178051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509269,224,1,1,29,28,7gkglopz9cjsysn2u6sbhuvc5,0,13.9,37.6,2024-08-24T15:29:06.277Z,2024-08-24T15:29:09Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5168176927,141,37.3,5168176929,212,54.7,5168176931,213,6.28,5168176923,56,Center,5168176925,140,66.0,5168176933,1,,5168176921,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509399,303,1,1,29,32,a9vw7ikerpr4cuweeeka5aneg,1,29.8,54.9,2024-08-24T15:29:09.935Z,2024-08-24T15:29:13Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5168177691,140,42.9,5168177689,56,Back,5168177695,212,17.6,5168177697,213,5.61,5168177693,141,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509565,304,1,1,29,35,a9vw7ikerpr4cuweeeka5aneg,1,43.7,33.7,2024-08-24T15:29:13.383Z,2024-08-24T15:29:18Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168178555,140,52.2,5168178565,213,0.76,5168178557,141,46.3,5168178559,212,12.4,5168178553,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509631,305,1,1,29,40,a9vw7ikerpr4cuweeeka5aneg,1,54.7,31.6,2024-08-24T15:29:18.151Z,2024-08-24T15:29:20Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5168178907,56,Right,5168178909,140,65.1,5168178913,212,20.8,5168178915,213,5.26,5168178911,141,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509797,306,1,1,29,42,a9vw7ikerpr4cuweeeka5aneg,1,65.1,5.5,2024-08-24T15:29:19.863Z,2024-08-24T15:29:24Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168179727,56,Back,5168179729,140,47.0,5168179733,212,21.6,5168179735,213,2.65,5168179731,141,20.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712509931,307,1,1,29,46,a9vw7ikerpr4cuweeeka5aneg,1,56.0,21.6,2024-08-24T15:29:24.319Z,2024-08-24T15:29:28Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168180477,1,,5168180467,212,52.5,5168180457,196,,5168180459,56,Left,5168180463,141,93.0,5168180473,213,1.18,5168180461,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510069,308,1,1,29,51,a9vw7ikerpr4cuweeeka5aneg,1,78.5,93.9,2024-08-24T15:29:29.543Z,2024-08-24T15:29:33Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5168181195,140,74.7,5168181199,212,5.7,5168181197,141,88.0,5168181201,213,3.93,5168181193,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510127,309,1,1,29,55,a9vw7ikerpr4cuweeeka5aneg,1,74.1,87.8,2024-08-24T15:29:33.672Z,2024-08-24T15:29:36Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5168181539,212,7.9,5168181537,141,94.4,5168181535,140,80.3,5168181533,56,Left,5168181541,213,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510193,310,1,1,29,58,a9vw7ikerpr4cuweeeka5aneg,1,80.3,94.4,2024-08-24T15:29:36.536Z,2024-08-24T15:29:38Z,bdz03qovxerzrv12lgljae1p0,C. Tapé,,,5168181865,212,18.0,5168181861,140,97.4,5168181863,141,95.3,5168181859,56,Left,5168181867,213,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510159,226,83,1,29,59,7gkglopz9cjsysn2u6sbhuvc5,0,19.2,8.5,2024-08-24T15:29:37.501Z,2024-08-24T15:29:43Z,duahzgqspyuy2gu31u3s8ky96,M. Lassen,,,5168182579,399,eso2tbbpnxu9qvx6zy07m5jx0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510319,311,1,1,30,0,a9vw7ikerpr4cuweeeka5aneg,1,95.6,95.9,2024-08-24T15:29:38.599Z,2024-08-24T15:59:34Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,1.0,,5168182471,56,Center,5168182475,141,53.9,5168182473,140,93.2,5168435779,154,,5168435777,210,13,5168182469,155,,5168182467,2,,5168182477,212,28.7,5168182479,213,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510367,312,44,1,30,4,a9vw7ikerpr4cuweeeka5aneg,1,89.5,57.8,2024-08-24T15:29:42.855Z,2024-08-24T17:13:35Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5168182791,286,,5168182789,56,Center,5168182941,233,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510381,227,44,1,30,4,7gkglopz9cjsysn2u6sbhuvc5,0,10.5,42.2,2024-08-24T15:29:42.856Z,2024-08-24T17:13:36Z,6xnn9048x2zmwprfsg0lhq61g,M. Houkjær,,,5168182873,56,Back,5168182875,285,,5168183003,233,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510369,313,13,1,30,5,a9vw7ikerpr4cuweeeka5aneg,1,93.2,53.9,2024-08-24T15:29:43.247Z,2024-08-24T15:59:34Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5168182807,17,,5168435801,102,36.5,5168435657,15,,5168182805,22,,5168435661,328,,5168435791,75,,5168435793,29,,5168435797,55,311,5168435805,230,98.6,5168182811,56,Center,5168435803,103,5168435807,231,5168435795,154,,11.1,,,,,,,,,,,,,,,,49.5
2712510477,228,5,1,30,7,7gkglopz9cjsysn2u6sbhuvc5,1,-0.8,60.8,2024-08-24T15:29:45.088Z,2024-08-24T17:10:55Z,6xnn9048x2zmwprfsg0lhq61g,M. Houkjær,,,5168183445,56,Back,5168183449,346,,5168183615,233,314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712510429,314,5,1,30,7,a9vw7ikerpr4cuweeeka5aneg,0,100.8,39.2,2024-08-24T15:29:45.088Z,2024-08-24T17:10:56Z,cl4xl80n4gew1ox03r3ooshrd,O. Kjærgaard,,,5168183099,56,Center,5168183103,346,,5168183651,233,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511359,315,18,1,30,27,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-24T15:30:05.454Z,2024-08-24T15:59:46Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5168188279,42,,5168188283,59,25,5168188281,44,Defender,5168188475,55,316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511389,316,19,1,30,27,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-24T15:30:05.455Z,2024-08-24T15:59:51Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5168188409,55,315,5168188397,145,2,5168436281,293,2,5168188389,42,,5168188405,44,Defender,5168436439,292,3,5168188401,59,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511413,229,1,1,30,36,7gkglopz9cjsysn2u6sbhuvc5,0,4.4,61.2,2024-08-24T15:30:14.502Z,2024-08-24T15:30:17Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5168188507,124,,5168188509,56,Center,5168188511,140,64.1,5168188515,212,63.2,5168188521,74,,5168188513,141,72.6,5168188517,213,0.12,5168188519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511547,230,1,1,30,43,7gkglopz9cjsysn2u6sbhuvc5,0,67.4,58.5,2024-08-24T15:30:21.686Z,2024-08-24T15:56:38Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5168189291,213,0.05,5168189289,212,25.0,5168189287,141,60.2,5168189283,56,Center,5168189281,155,,5168189285,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511561,317,43,1,30,45,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-24T15:30:23.225Z,2024-08-24T16:00:06Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5168189385,56,Back,5168437061,144,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511813,319,1,1,30,52,a9vw7ikerpr4cuweeeka5aneg,1,14.4,39.5,2024-08-24T15:30:30.113Z,2024-08-24T15:30:31Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5168190751,123,,5168190755,140,31.7,5168190761,213,6.22,5168190759,212,18.2,5168190757,141,37.7,5168190753,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2712511867,320,1,1,30,53,a9vw7ikerpr4cuweeeka5aneg,1,31.7,37.7,2024-08-24T15:30:31.464Z,2024-08-24T16:00:38Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5168191065,213,4.80,5168191061,141,10.3,5168438759,189,,5168191057,56,Back,5168191063,212,18.7,5168191059,140,33.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
