id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,assist,keyPass,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2703408617,254,1,1,20,46,f1h34qp5zbfl489q8vnkhiq9s,1,5.0,34.5,2024-07-26T17:21:04.129Z,2024-07-26T17:21:08Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117924671,157,,5117924679,212,57.4,5117924675,140,57.6,5117924683,1,,5117924681,213,6.00,5117924673,56,Right,5117924677,141,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408623,255,43,1,20,49,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2024-07-26T17:21:07.545Z,2024-07-26T17:21:18Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117925059,144,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408633,256,50,1,20,50,f1h34qp5zbfl489q8vnkhiq9s,1,56.8,14.3,2024-07-26T17:21:07.825Z,2024-07-26T17:21:11Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117924777,233,189,5117924737,286,,5117924735,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408635,189,7,1,20,50,b2vft81kyjurzbmekvgrqwr64,1,43.2,85.7,2024-07-26T17:21:07.826Z,2024-07-27T16:29:41Z,lu9bber07etravimh00k745x,J. Bøge,,,5119662399,385,,5117924743,56,Back,5117924771,233,256,5117924745,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703723707,931,56,1,20,51,f1h34qp5zbfl489q8vnkhiq9s,1,47.1,2.0,2024-07-26T17:21:09.793Z,2024-07-27T16:30:16Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5119663717,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408641,190,5,1,20,52,b2vft81kyjurzbmekvgrqwr64,0,54.2,100.4,2024-07-26T17:21:10.466Z,2024-07-26T17:21:16Z,lu9bber07etravimh00k745x,J. Bøge,,,5117924779,56,Left,5117924781,347,,5117925001,233,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408661,257,5,1,20,52,f1h34qp5zbfl489q8vnkhiq9s,1,45.8,-0.4,2024-07-26T17:21:10.466Z,2024-07-26T17:33:40Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117924903,56,Back,5117924983,233,190,5117924905,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408719,258,1,1,21,8,f1h34qp5zbfl489q8vnkhiq9s,1,42.5,0.0,2024-07-26T17:21:26.784Z,2024-07-26T17:21:30Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5117925319,213,0.96,5117925311,56,Center,5117925313,140,54.1,5117925317,212,21.2,5117925315,141,24.1,5117925309,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408727,259,1,1,21,12,f1h34qp5zbfl489q8vnkhiq9s,1,53.4,24.6,2024-07-26T17:21:30.007Z,2024-07-26T17:21:31Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117925371,56,Right,5117925375,141,11.7,5117925379,213,5.06,5117925373,140,56.4,5117925377,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408743,260,1,1,21,13,f1h34qp5zbfl489q8vnkhiq9s,1,56.6,11.7,2024-07-26T17:21:31.640Z,2024-07-26T17:21:34Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5117925441,56,Center,5117925453,212,13.9,5117925449,141,30.0,5117925445,140,62.6,5117925459,213,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408761,261,1,1,21,16,f1h34qp5zbfl489q8vnkhiq9s,1,67.1,34.6,2024-07-26T17:21:34.312Z,2024-07-26T17:21:38Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117925561,212,16.0,5117925557,140,66.0,5117925559,141,58.1,5117925555,56,Center,5117925563,213,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408775,262,1,1,21,20,f1h34qp5zbfl489q8vnkhiq9s,1,70.4,60.8,2024-07-26T17:21:38.280Z,2024-07-26T17:21:41Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117925635,140,74.5,5117925639,212,16.9,5117925633,56,Left,5117925637,141,84.8,5117925641,213,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408789,263,1,1,21,23,f1h34qp5zbfl489q8vnkhiq9s,1,74.9,84.5,2024-07-26T17:21:41.439Z,2024-07-26T17:21:45Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117925721,141,71.4,5117925719,140,63.6,5117925725,213,3.79,5117925717,56,Center,5117925723,212,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408803,264,1,1,21,27,f1h34qp5zbfl489q8vnkhiq9s,1,66.5,80.6,2024-07-26T17:21:45.200Z,2024-07-26T17:21:47Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5117925797,213,0.58,5117925793,141,97.1,5117925795,212,20.5,5117925791,140,82.8,5117925789,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408819,265,2,1,21,29,f1h34qp5zbfl489q8vnkhiq9s,1,82.5,95.4,2024-07-26T17:21:47.335Z,2024-07-26T17:21:54Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,,,5117926035,8,,5117925955,1,,5117925917,140,93.0,5117925957,56,Center,5117925953,7,dkuinrikn3htd1kilcsce2bit,5117925919,141,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408887,192,1,1,21,48,b2vft81kyjurzbmekvgrqwr64,1,9.8,40.6,2024-07-26T17:22:05.842Z,2024-07-26T17:22:06Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5117926339,5,,5117926349,212,22.0,5117926341,241,,5117926347,141,69.4,5117926343,56,Back,5117926351,213,1.10,5117926345,140,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408895,193,1,1,21,48,b2vft81kyjurzbmekvgrqwr64,1,19.4,69.4,2024-07-26T17:22:06.770Z,2024-07-26T17:22:07Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5117926393,140,25.9,5117926397,212,9.2,5117926399,213,5.55,5117926395,141,60.3,5117926391,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408903,194,1,1,21,49,b2vft81kyjurzbmekvgrqwr64,1,25.9,60.3,2024-07-26T17:22:07.425Z,2024-07-26T17:22:09Z,1xcf8y3egy8j0g2c6xkcx6o6h,F. Mortensen,,,5117926441,141,72.7,5117926439,140,22.7,5117926445,213,1.95,5117926437,56,Back,5117926443,212,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408911,195,1,1,21,51,b2vft81kyjurzbmekvgrqwr64,1,22.7,72.7,2024-07-26T17:22:09.154Z,2024-07-26T17:22:12Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5117926503,140,35.6,5117926507,212,13.9,5117926501,56,Back,5117926505,141,77.6,5117926509,213,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408937,196,2,1,21,54,b2vft81kyjurzbmekvgrqwr64,1,52.1,76.1,2024-07-26T17:22:11.978Z,2024-07-26T17:22:20Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5117926619,140,67.8,5117926615,7,9b89pmcjk6re94bjp0ixeatjo,5117926621,141,77.0,5117926617,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408969,267,1,1,22,10,f1h34qp5zbfl489q8vnkhiq9s,1,26.8,31.5,2024-07-26T17:22:28.495Z,2024-07-26T17:22:34Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5117926891,140,14.4,5117926889,56,Back,5117926897,213,2.25,5117926893,141,55.2,5117926887,241,,5117926885,5,,5117926895,212,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408977,268,1,1,22,16,f1h34qp5zbfl489q8vnkhiq9s,1,14.9,55.8,2024-07-26T17:22:34.455Z,2024-07-26T17:22:53Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5117926933,212,23.0,5117926927,56,Back,5117926935,213,1.33,5117927353,189,,5117926929,140,20.1,5117926931,141,88.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408985,269,1,1,22,18,f1h34qp5zbfl489q8vnkhiq9s,1,20.7,90.6,2024-07-26T17:22:36.007Z,2024-07-26T17:57:05Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117926971,141,69.6,5117926967,56,Back,5117926973,212,25.9,5117926969,140,41.3,5117926975,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703408989,270,1,1,22,19,f1h34qp5zbfl489q8vnkhiq9s,1,41.9,69.0,2024-07-26T17:22:37.247Z,2024-07-26T17:22:38Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5117927001,141,50.9,5117926999,140,54.3,5117926997,56,Center,5117927005,213,5.53,5117927003,212,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409009,271,1,1,22,20,f1h34qp5zbfl489q8vnkhiq9s,1,55.4,51.3,2024-07-26T17:22:38.623Z,2024-07-26T17:22:41Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5117927103,140,55.6,5117927107,212,10.5,5117927109,213,1.55,5117927105,141,66.7,5117927101,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409017,272,3,1,22,22,f1h34qp5zbfl489q8vnkhiq9s,0,60.6,66.4,2024-07-26T17:22:40.759Z,2024-07-27T16:32:02Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5119668203,465,,5117929169,233,200,5117929145,286,,5117927133,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409165,200,7,1,22,22,b2vft81kyjurzbmekvgrqwr64,1,39.4,33.6,2024-07-26T17:22:40.760Z,2024-07-27T16:31:48Z,lu9bber07etravimh00k745x,J. Bøge,,,5117928077,56,Back,5117929163,233,272,5119667565,384,,5117928079,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409021,197,1,1,22,23,b2vft81kyjurzbmekvgrqwr64,0,36.8,9.4,2024-07-26T17:22:41.090Z,2024-07-26T17:44:10Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117927161,140,37.0,5117929395,233,282,5117927159,56,Back,5117929393,236,,5117927165,212,2.0,5117929399,286,,5117927163,141,12.3,5117927167,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409395,282,74,1,22,23,f1h34qp5zbfl489q8vnkhiq9s,1,52.9,92.1,2024-07-26T17:22:41.091Z,2024-07-26T17:49:40Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117929347,285,,5117929343,56,Left,5117929401,233,197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409033,273,4,1,22,26,f1h34qp5zbfl489q8vnkhiq9s,1,60.0,93.5,2024-07-26T17:22:44.561Z,2024-07-26T17:55:41Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117929301,295,,5117927455,233,198,5117927265,13,,5117927267,56,Left,5117927273,286,,5117927269,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409025,198,4,1,22,26,b2vft81kyjurzbmekvgrqwr64,0,40.0,6.5,2024-07-26T17:22:44.562Z,2024-07-26T17:40:09Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117927487,55,199,5117927459,233,273,5117957517,295,,5117927185,56,Back,5117927453,285,,5117927187,152,,5117927183,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409041,199,17,1,22,28,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-07-26T17:22:46.722Z,2024-07-26T17:43:47Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5117927311,31,,5117927315,13,243,5117927439,393,,5117927465,55,198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409181,274,1,1,23,11,f1h34qp5zbfl489q8vnkhiq9s,0,67.7,92.7,2024-07-26T17:23:29.407Z,2024-07-27T16:32:26Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5117928169,140,92.7,5117928173,212,39.8,5117928177,1,,5117928161,5,,5119669267,223,,5117928175,213,5.43,5117928159,2,,5119669269,20,,5117928165,152,,5117928171,141,48.8,5117928163,155,,5117928167,56,Center,,,,,,,,,,,,,,,,,,,,,,,,
2703409187,201,12,1,23,13,b2vft81kyjurzbmekvgrqwr64,1,11.5,42.7,2024-07-26T17:23:30.969Z,2024-07-26T17:23:36Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5117928241,15,,5117928211,212,12.2,5117928209,141,49.1,5117928205,56,Back,5117928213,213,0.36,5117928207,140,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409193,275,61,1,23,14,f1h34qp5zbfl489q8vnkhiq9s,0,75.0,41.8,2024-07-26T17:23:31.903Z,2024-07-26T17:23:32Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117928243,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409207,202,61,1,23,14,b2vft81kyjurzbmekvgrqwr64,0,19.2,54.9,2024-07-26T17:23:32.371Z,2024-07-26T17:55:57Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5117928319,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409215,276,1,1,23,15,f1h34qp5zbfl489q8vnkhiq9s,1,78.4,31.9,2024-07-26T17:23:33.719Z,2024-07-26T17:23:38Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117928367,212,19.5,5117928363,140,90.8,5117928359,56,Right,5117928365,141,10.6,5117928369,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409221,277,1,1,23,20,f1h34qp5zbfl489q8vnkhiq9s,1,91.4,8.9,2024-07-26T17:23:38.022Z,2024-07-26T17:23:40Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117928405,140,86.7,5117928409,212,11.9,5117928411,213,2.00,5117928407,141,24.9,5117928403,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409229,278,1,1,23,22,f1h34qp5zbfl489q8vnkhiq9s,1,86.7,24.9,2024-07-26T17:23:39.943Z,2024-07-26T17:23:41Z,7wo1hk736v1xhovvu2t2trw89,Y. Bourhane,,,5117928461,140,88.5,5117928459,56,Right,5117928465,212,12.0,5117928463,141,7.4,5117928467,213,4.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409251,279,1,1,23,23,f1h34qp5zbfl489q8vnkhiq9s,1,87.8,7.3,2024-07-26T17:23:41.015Z,2024-07-26T17:23:45Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5117928623,141,10.9,5117928627,213,2.96,5117928625,212,13.7,5117928619,56,Right,5117928621,140,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409257,280,1,1,23,27,f1h34qp5zbfl489q8vnkhiq9s,0,74.1,13.5,2024-07-26T17:23:45.607Z,2024-07-27T16:33:24Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117928661,141,19.2,5117939137,2,,5117957287,286,,5117928659,140,80.8,5117928657,56,Right,5117928663,212,8.0,5119672503,20,,5117957283,233,203,5117928665,213,0.50,5119672499,224,,5117957281,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409275,203,12,1,23,27,b2vft81kyjurzbmekvgrqwr64,1,19.2,83.2,2024-07-26T17:23:45.707Z,2024-07-26T17:40:02Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5117928741,185,,5117957301,233,280,5117928743,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409283,204,6,1,23,29,b2vft81kyjurzbmekvgrqwr64,0,14.8,80.4,2024-07-26T17:23:47.335Z,2024-07-27T16:34:10Z,1f510mbuc4i1mmshqlgim5u6s,O. Overgaard,,,5117928791,73,,5117928789,56,Back,5117928805,233,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409261,281,6,1,23,29,f1h34qp5zbfl489q8vnkhiq9s,1,85.2,19.6,2024-07-26T17:23:47.335Z,2024-07-26T17:23:53Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117928707,56,Right,5117928797,233,204,5117928709,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409407,283,1,1,24,3,f1h34qp5zbfl489q8vnkhiq9s,0,99.5,0.4,2024-07-26T17:24:20.838Z,2024-07-27T16:34:07Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5117929455,141,41.6,5117932889,224,,5117929457,212,28.5,5117929453,140,94.7,5117929459,213,1.75,5117929451,56,Center,5117929443,2,,5117929447,155,,5119674889,20,,5117929445,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409415,205,12,1,24,5,b2vft81kyjurzbmekvgrqwr64,1,11.9,56.0,2024-07-26T17:24:23.521Z,2024-07-26T17:24:32Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5117929487,141,39.2,5117929483,56,Back,5117929495,15,,5117929485,140,26.9,5117929489,212,19.5,5117929491,213,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409435,284,1,1,24,8,f1h34qp5zbfl489q8vnkhiq9s,1,64.4,71.7,2024-07-26T17:24:26.782Z,2024-07-26T17:24:30Z,auv81snxkpk2ybxzi8giy5azt,N. Strunck,,,5117929599,141,90.3,5117929595,56,Left,5117929603,213,0.50,5117929597,140,86.7,5117929601,212,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409439,285,1,1,24,12,f1h34qp5zbfl489q8vnkhiq9s,0,90.2,90.2,2024-07-26T17:24:30.022Z,2024-07-27T16:34:28Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117929621,140,99.2,5117929689,233,206,5117929619,56,Center,5119676045,224,,5117929617,155,,5119676047,72,,5117929623,141,44.9,5117929615,2,,5117929629,1,,5117929625,212,32.2,5117929627,213,5.01,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409449,206,11,1,24,14,b2vft81kyjurzbmekvgrqwr64,1,2.3,50.6,2024-07-26T17:24:32.089Z,2024-07-27T16:34:34Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5117929697,233,285,5117929667,56,Back,5119676427,378,,5117929669,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409473,207,1,1,24,16,b2vft81kyjurzbmekvgrqwr64,0,13.9,55.2,2024-07-26T17:24:34.810Z,2024-07-26T17:24:38Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5117929823,213,5.71,5117929819,141,0.0,5117929815,56,Right,5117929825,1,,5117929813,199,,5117929817,140,69.6,5117929821,212,69.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409475,208,5,1,24,20,b2vft81kyjurzbmekvgrqwr64,0,77.4,-1.4,2024-07-26T17:24:38.633Z,2024-07-26T17:24:51Z,dxv40hh07gxq4hn0i6dwb2l4a,A. Søndergaard,,,5117929827,56,Right,5117929829,347,,5117930079,233,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409523,286,5,1,24,20,f1h34qp5zbfl489q8vnkhiq9s,1,22.6,101.4,2024-07-26T17:24:38.633Z,2024-07-26T17:33:40Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117930075,233,208,5117930055,347,,5117930053,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409527,287,1,1,24,33,f1h34qp5zbfl489q8vnkhiq9s,1,15.1,100.0,2024-07-26T17:24:50.815Z,2024-07-26T17:24:53Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5117930089,141,65.5,5117930099,189,,5117930091,212,25.5,5117930095,1,,5117930085,56,Back,5117930083,107,,5117930087,140,7.0,5117930093,213,4.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409557,288,1,1,24,36,f1h34qp5zbfl489q8vnkhiq9s,1,9.3,64.6,2024-07-26T17:24:54.014Z,2024-07-26T17:25:00Z,7fkc01xxyl1trj3uav134ehyi,D. Gadegaard,,,5117930261,56,Back,5117930269,213,5.13,5117930265,141,21.8,5117930263,140,21.7,5117930267,212,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409559,289,1,1,24,42,f1h34qp5zbfl489q8vnkhiq9s,1,30.9,24.3,2024-07-26T17:24:59.934Z,2024-07-26T17:25:01Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5117930285,213,2.50,5117930277,56,Back,5117930283,212,14.1,5117930281,141,36.7,5117930279,140,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409561,290,1,1,24,43,f1h34qp5zbfl489q8vnkhiq9s,1,20.1,36.7,2024-07-26T17:25:01.222Z,2024-07-26T17:25:02Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117930291,140,33.0,5117930289,56,Back,5117930293,141,14.7,5117930297,213,5.45,5117930295,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409577,291,1,1,24,44,f1h34qp5zbfl489q8vnkhiq9s,1,34.6,13.7,2024-07-26T17:25:02.630Z,2024-07-26T17:25:07Z,eas91my7qw7etoha5plxfk9yi,J. Mortensen,,,5117930391,213,2.53,5117930389,212,19.8,5117930385,140,19.1,5117930383,56,Back,5117930387,141,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409589,292,1,1,24,49,f1h34qp5zbfl489q8vnkhiq9s,1,19.2,34.0,2024-07-26T17:25:06.871Z,2024-07-26T17:25:09Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117930455,141,68.5,5117930457,212,23.5,5117930453,140,19.1,5117930451,56,Back,5117930459,213,1.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409603,293,1,1,24,51,f1h34qp5zbfl489q8vnkhiq9s,1,19.1,68.5,2024-07-26T17:25:09.294Z,2024-07-26T17:25:13Z,c7buy99bjqmkmno8w5t0189d6,T. Stagaard,,,5117930521,212,19.2,5117930517,140,20.5,5117930523,213,4.79,5117930519,141,40.3,5117930515,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409627,294,1,1,24,55,f1h34qp5zbfl489q8vnkhiq9s,1,22.6,44.3,2024-07-26T17:25:13.190Z,2024-07-26T17:25:20Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5117930665,213,0.32,5117930657,56,Center,5117930667,1,,5117930663,212,67.4,5117930655,155,,5117930661,141,75.9,5117930659,140,83.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409645,295,1,1,25,2,f1h34qp5zbfl489q8vnkhiq9s,1,93.3,69.4,2024-07-26T17:25:19.982Z,2024-07-26T17:26:16Z,9xxdec5pv5plas9ve4ehs4nop,E. Sørensen,1.0,,5117931883,154,,5117930755,213,4.64,5117930749,140,92.4,5117931885,22,,5117930753,212,12.8,5117930747,56,Center,5117930751,141,50.6,5117931881,210,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2703409651,296,16,1,25,3,f1h34qp5zbfl489q8vnkhiq9s,1,91.7,52.1,2024-07-26T17:25:21.374Z,2024-07-27T16:35:30Z,dkuinrikn3htd1kilcsce2bit,E. Holten,,,5117931527,375,25:03.032,5117930775,17,,5117931903,214,,5117930777,56,Center,5117931899,102,46.5,5117931889,80,,5117931893,154,,5119679289,395,2.7,5117931909,230,97.6,5117931519,72,,5119679291,396,50.4,5117931901,103,2.5,5117931895,55,295,5117931523,374,2024-07-26 18:25:20.844,5117931907,136,5117930773,22,,5117931905,328,,5117931911,231,52.3,5117931891,29,,,,,
2703409855,210,1,1,26,0,b2vft81kyjurzbmekvgrqwr64,1,50.3,50.6,2024-07-26T17:26:18.080Z,2024-07-26T17:26:20Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5117931955,279,G,5117931953,213,3.05,5117931949,141,52.4,5117931947,140,38.1,5117931951,212,12.9,5117931945,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
