id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/15/value
2734805407,234,1,1,20,43,b2vft81kyjurzbmekvgrqwr64,1,25.4,23.4,2024-10-18T17:22:26.447Z,2024-10-18T17:22:28Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290305473,212,14.9,5290305475,213,3.78,5290305471,141,10.4,5290305469,140,14.0,5290305467,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805453,235,1,1,20,44,b2vft81kyjurzbmekvgrqwr64,1,14.9,9.7,2024-10-18T17:22:27.871Z,2024-10-18T17:22:31Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290305649,213,1.90,5290305647,212,19.7,5290305641,56,Back,5290305643,140,8.8,5290305645,141,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805489,236,1,1,20,48,b2vft81kyjurzbmekvgrqwr64,1,8.0,38.5,2024-10-18T17:22:31.143Z,2024-10-18T17:22:33Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290305811,140,9.3,5290305809,56,Back,5290305813,141,68.1,5290305815,212,20.2,5290305817,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805525,237,1,1,20,50,b2vft81kyjurzbmekvgrqwr64,1,9.3,68.1,2024-10-18T17:22:33.471Z,2024-10-18T17:22:37Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290305985,141,71.1,5290305983,140,22.7,5290305981,56,Back,5290305987,212,14.2,5290305989,213,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805537,238,1,1,20,53,b2vft81kyjurzbmekvgrqwr64,1,22.7,71.1,2024-10-18T17:22:36.983Z,2024-10-18T17:22:39Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290306067,140,14.4,5290306065,56,Back,5290306071,212,17.0,5290306073,213,2.11,5290306069,141,92.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805567,239,1,1,20,55,b2vft81kyjurzbmekvgrqwr64,1,14.4,92.6,2024-10-18T17:22:38.815Z,2024-10-18T17:22:42Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290306205,56,Back,5290306213,213,4.30,5290306207,140,8.1,5290306209,141,70.5,5290306211,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805589,240,1,1,20,58,b2vft81kyjurzbmekvgrqwr64,1,8.1,70.5,2024-10-18T17:22:41.768Z,2024-10-18T17:22:44Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290306325,56,Back,5290306323,155,,5290306331,212,26.3,5290306329,141,77.2,5290306327,140,32.8,5290306333,213,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805597,241,1,1,21,0,b2vft81kyjurzbmekvgrqwr64,0,32.8,77.2,2024-10-18T17:22:43.959Z,2024-10-18T17:22:44Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290306389,141,33.6,5290306373,3,,5290306397,213,4.98,5290306383,140,40.4,5290306395,212,30.7,5290306377,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805639,167,1,1,21,2,8cfkisxf1fkxdqtt6tx1tup48,1,66.1,52.4,2024-10-18T17:22:45.392Z,2024-10-18T17:22:48Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290306687,141,63.0,5290306689,212,13.0,5290306691,213,0.59,5290306683,56,Center,5290306685,140,76.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805657,168,1,1,21,5,8cfkisxf1fkxdqtt6tx1tup48,1,76.5,63.3,2024-10-18T17:22:48.535Z,2024-10-18T17:22:51Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5290306803,56,Center,5290306805,140,72.7,5290306811,213,3.81,5290306809,212,5.1,5290306807,141,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805669,169,1,1,21,8,8cfkisxf1fkxdqtt6tx1tup48,1,70.9,46.3,2024-10-18T17:22:51.383Z,2024-10-18T17:22:53Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290306881,213,5.60,5290306879,212,19.8,5290306877,141,28.0,5290306875,140,85.6,5290306873,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805685,170,1,1,21,10,8cfkisxf1fkxdqtt6tx1tup48,1,85.6,28.0,2024-10-18T17:22:53.087Z,2024-10-18T17:22:55Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290306951,56,Right,5290306955,141,18.3,5290306953,140,96.1,5290306959,213,5.74,5290306957,212,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805705,171,1,1,21,11,8cfkisxf1fkxdqtt6tx1tup48,0,95.2,17.6,2024-10-18T17:22:54.960Z,2024-10-18T17:22:57Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290307061,212,26.6,5290307055,56,Center,5290307053,155,,5290307063,213,1.63,5290307051,2,,5290307057,140,93.8,5290307059,141,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805719,242,12,1,21,15,b2vft81kyjurzbmekvgrqwr64,1,13.5,63.4,2024-10-18T17:22:58.231Z,2024-10-18T17:27:55Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290307151,212,7.7,5290307165,15,,5290307145,56,Back,5290307153,213,0.35,5290307149,141,67.3,5290307147,140,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805735,243,12,1,21,16,b2vft81kyjurzbmekvgrqwr64,1,20.4,67.3,2024-10-18T17:22:59.536Z,2024-10-18T19:48:26Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290307239,56,Back,5290307247,213,5.26,5290307243,141,58.1,5290307245,212,7.3,5290307265,15,,5290307241,140,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805793,244,1,1,21,19,b2vft81kyjurzbmekvgrqwr64,1,24.0,58.1,2024-10-18T17:23:02.104Z,2024-10-18T19:49:00Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5290307423,157,,5290307425,56,Back,5290307435,1,,5290307433,213,5.94,5290307427,140,45.5,5290307429,141,46.4,5290307431,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805795,245,61,1,21,20,b2vft81kyjurzbmekvgrqwr64,0,45.5,46.3,2024-10-18T17:23:03.799Z,2024-10-18T17:39:46Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5290307445,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805817,173,1,1,21,21,8cfkisxf1fkxdqtt6tx1tup48,1,55.2,52.1,2024-10-18T17:23:04.103Z,2024-10-18T17:23:07Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290307567,141,59.1,5290307563,56,Center,5290307571,213,0.52,5290307565,140,63.1,5290307569,212,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805863,174,1,1,21,24,8cfkisxf1fkxdqtt6tx1tup48,1,65.1,67.8,2024-10-18T17:23:07.135Z,2024-10-18T17:23:12Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290307811,140,53.3,5290307809,56,Center,5290307815,212,17.0,5290307813,141,50.7,5290307817,213,3.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805871,175,1,1,21,29,8cfkisxf1fkxdqtt6tx1tup48,1,53.4,49.6,2024-10-18T17:23:12.071Z,2024-10-18T17:23:14Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290307873,213,5.28,5290307869,141,20.3,5290307867,140,65.6,5290307865,56,Right,5290307871,212,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805911,176,1,1,21,30,8cfkisxf1fkxdqtt6tx1tup48,1,65.6,20.3,2024-10-18T17:23:13.760Z,2024-10-18T17:23:17Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290308065,141,20.9,5290308063,140,58.7,5290308061,56,Right,5290308067,212,7.3,5290308069,213,3.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805953,177,1,1,21,34,8cfkisxf1fkxdqtt6tx1tup48,1,59.0,21.3,2024-10-18T17:23:17.704Z,2024-10-18T17:23:23Z,abhfq12njxxutqjtb9zvcusyc,Mohamad Al Naser,,,5290308307,141,29.7,5290308309,212,28.9,5290308311,213,2.94,5290308305,140,32.0,5290308303,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805957,178,1,1,21,39,8cfkisxf1fkxdqtt6tx1tup48,1,36.0,30.1,2024-10-18T17:23:22.815Z,2024-10-18T17:23:24Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290308335,141,59.1,5290308341,1,,5290308333,140,62.0,5290308331,56,Center,5290308337,212,33.7,5290308339,213,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805965,179,1,1,21,41,8cfkisxf1fkxdqtt6tx1tup48,1,62.0,59.1,2024-10-18T17:23:24.031Z,2024-10-18T17:23:25Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5290308391,141,44.9,5290308389,140,49.4,5290308409,156,,5290308395,213,3.77,5290308393,212,16.4,5290308385,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734805989,180,1,1,21,42,8cfkisxf1fkxdqtt6tx1tup48,1,49.4,44.9,2024-10-18T17:23:25.223Z,2024-10-18T17:23:29Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5290308549,140,39.0,5290308547,56,Back,5290308551,141,32.4,5290308553,212,13.8,5290308555,213,3.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806009,181,1,1,21,45,8cfkisxf1fkxdqtt6tx1tup48,0,39.9,32.7,2024-10-18T17:23:28.863Z,2024-10-18T17:23:32Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290308661,140,72.5,5290308663,141,87.2,5290308665,212,50.4,5290308657,155,,5290308669,1,,5290308667,213,0.83,5290308659,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806027,246,1,1,21,49,b2vft81kyjurzbmekvgrqwr64,0,15.1,16.4,2024-10-18T17:23:32.750Z,2024-10-18T17:23:34Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290308733,56,Back,5290308735,140,27.3,5290308741,213,0.49,5290308731,3,,5290308737,141,26.5,5290308739,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806125,182,1,1,21,58,8cfkisxf1fkxdqtt6tx1tup48,0,74.7,71.2,2024-10-18T17:23:41.199Z,2024-10-18T17:23:43Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290309297,56,Center,5290309305,213,6.10,5290309303,212,21.4,5290309301,141,65.4,5290309299,140,94.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806233,248,1,1,22,8,b2vft81kyjurzbmekvgrqwr64,1,12.0,38.6,2024-10-18T17:23:51.607Z,2024-10-18T17:23:54Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290309889,213,0.96,5290309915,287,,5290309887,212,41.4,5290310015,1,,5290309879,123,,5290309881,56,Back,5290309883,140,34.6,5290309885,141,88.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806295,249,1,1,22,11,b2vft81kyjurzbmekvgrqwr64,1,34.6,88.4,2024-10-18T17:23:54.422Z,2024-10-18T17:23:58Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5290310181,141,69.4,5290310179,140,40.7,5290310183,212,14.4,5290310177,56,Back,5290310185,213,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806343,250,1,1,22,15,b2vft81kyjurzbmekvgrqwr64,1,43.6,78.4,2024-10-18T17:23:58.086Z,2024-10-18T17:24:02Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290310457,213,3.44,5290310449,56,Back,5290310453,141,68.7,5290310455,212,22.3,5290310451,140,23.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806389,251,1,1,22,19,b2vft81kyjurzbmekvgrqwr64,1,23.3,68.7,2024-10-18T17:24:02.101Z,2024-10-18T17:24:06Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290310689,56,Back,5290310691,140,29.2,5290310693,141,43.4,5290310695,212,18.3,5290310697,213,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806443,253,1,1,22,25,b2vft81kyjurzbmekvgrqwr64,1,31.3,42.8,2024-10-18T17:24:08.750Z,2024-10-18T17:24:11Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290310947,141,29.8,5290310949,212,18.9,5290310943,56,Back,5290310945,140,47.2,5290310951,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806457,254,1,1,22,28,b2vft81kyjurzbmekvgrqwr64,1,47.2,29.8,2024-10-18T17:24:11.573Z,2024-10-18T17:24:13Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290311051,141,11.1,5290311053,212,14.2,5290311055,213,4.25,5290311049,140,41.2,5290311047,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806493,255,1,1,22,30,b2vft81kyjurzbmekvgrqwr64,1,41.2,11.1,2024-10-18T17:24:13.013Z,2024-10-18T17:24:16Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290311239,141,21.5,5290311243,213,2.73,5290311241,212,17.7,5290311233,56,Back,5290311237,140,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806527,256,1,1,22,33,b2vft81kyjurzbmekvgrqwr64,1,25.4,21.5,2024-10-18T17:24:16.230Z,2024-10-18T17:24:19Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290311445,212,32.3,5290311443,141,66.6,5290311441,140,15.8,5290311439,56,Back,5290311447,213,1.89,5290311449,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806539,257,1,1,22,35,b2vft81kyjurzbmekvgrqwr64,1,15.8,66.6,2024-10-18T17:24:18.901Z,2024-10-18T17:24:21Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290311557,213,4.17,5290311549,56,Back,5290311553,141,46.9,5290311555,212,15.6,5290311551,140,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806613,258,1,1,22,38,b2vft81kyjurzbmekvgrqwr64,1,8.0,46.7,2024-10-18T17:24:21.566Z,2024-10-18T17:24:29Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5290312017,141,71.8,5290312021,213,1.44,5290312019,212,17.2,5290312015,140,10.1,5290312013,56,Back,5290312011,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806629,259,1,1,22,45,b2vft81kyjurzbmekvgrqwr64,1,24.0,78.7,2024-10-18T17:24:28.741Z,2024-10-18T17:24:31Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290312099,56,Center,5290312101,140,51.2,5290312105,212,29.7,5290312103,141,66.7,5290312107,213,6.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806645,183,45,1,22,47,8cfkisxf1fkxdqtt6tx1tup48,0,40.0,33.9,2024-10-18T17:24:30.950Z,2024-10-18T19:03:46Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290312185,56,Back,5290312187,285,,5290312221,233,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806643,260,3,1,22,47,b2vft81kyjurzbmekvgrqwr64,1,60.0,66.1,2024-10-18T17:24:30.950Z,2024-10-18T19:03:45Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290312181,56,Center,5290312201,233,183,5290312183,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806647,261,3,1,22,49,b2vft81kyjurzbmekvgrqwr64,0,60.8,61.1,2024-10-18T17:24:32.637Z,2024-10-18T19:03:38Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5290312285,286,,5290324927,233,184,5290312189,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806663,184,7,1,22,49,8cfkisxf1fkxdqtt6tx1tup48,1,39.2,38.9,2024-10-18T17:24:32.638Z,2024-10-18T19:03:37Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290312271,285,,5290324885,233,261,5290312267,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807897,205,61,1,22,50,8cfkisxf1fkxdqtt6tx1tup48,1,32.7,55.1,2024-10-18T17:24:33.954Z,2024-10-18T17:29:12Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290318695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806671,186,1,1,22,52,8cfkisxf1fkxdqtt6tx1tup48,1,32.2,44.2,2024-10-18T17:24:35.974Z,2024-10-18T17:24:37Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290312321,140,55.4,5290312317,56,Center,5290312323,141,59.3,5290312325,212,26.4,5290312327,213,0.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806695,187,1,1,22,54,8cfkisxf1fkxdqtt6tx1tup48,1,55.4,59.3,2024-10-18T17:24:37.014Z,2024-10-18T17:24:40Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290312451,213,0.83,5290312441,56,Left,5290312443,140,73.8,5290312445,141,90.6,5290312447,212,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806725,188,1,1,22,57,8cfkisxf1fkxdqtt6tx1tup48,1,69.9,88.9,2024-10-18T17:24:40.535Z,2024-10-18T17:24:43Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5290312671,140,61.9,5290312677,213,4.11,5290312669,56,Center,5290312675,212,14.7,5290312673,141,71.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806745,189,1,1,23,0,8cfkisxf1fkxdqtt6tx1tup48,1,65.4,72.7,2024-10-18T17:24:43.239Z,2024-10-18T17:24:46Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290312797,213,2.82,5290312795,212,10.0,5290312793,141,77.3,5290312791,140,56.4,5290312789,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806781,190,1,1,23,2,8cfkisxf1fkxdqtt6tx1tup48,1,57.2,78.1,2024-10-18T17:24:45.871Z,2024-10-18T17:24:50Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290313003,141,83.2,5290313005,212,9.8,5290312999,56,Left,5290313001,140,65.9,5290313007,213,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806809,191,1,1,23,6,8cfkisxf1fkxdqtt6tx1tup48,1,66.0,83.2,2024-10-18T17:24:49.806Z,2024-10-18T17:24:52Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5290313137,56,Back,5290313139,140,43.3,5290313141,141,68.5,5290313145,213,3.54,5290313143,212,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806833,192,1,1,23,9,8cfkisxf1fkxdqtt6tx1tup48,1,43.3,68.5,2024-10-18T17:24:52.206Z,2024-10-18T17:24:55Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5290313297,213,4.79,5290313289,56,Back,5290313291,140,45.1,5290313293,141,33.4,5290313295,212,23.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806851,193,1,1,23,11,8cfkisxf1fkxdqtt6tx1tup48,1,45.1,33.4,2024-10-18T17:24:54.974Z,2024-10-18T17:24:57Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290313367,141,19.8,5290313365,140,55.2,5290313371,213,5.57,5290313363,56,Right,5290313369,212,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734806893,194,1,1,23,17,8cfkisxf1fkxdqtt6tx1tup48,0,45.0,6.1,2024-10-18T17:25:00.191Z,2024-10-18T17:25:03Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5290313635,213,0.20,5290313633,212,55.4,5290313627,56,Center,5290313637,1,,5290313625,157,,5290313629,140,96.7,5290313631,141,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807023,263,1,1,23,22,b2vft81kyjurzbmekvgrqwr64,1,7.6,73.6,2024-10-18T17:25:05.764Z,2024-10-18T17:25:10Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290314067,213,5.16,5290314057,56,Back,5290314063,141,47.6,5290314065,212,19.6,5290314061,140,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807061,264,1,1,23,27,b2vft81kyjurzbmekvgrqwr64,1,17.8,49.4,2024-10-18T17:25:10.093Z,2024-10-18T17:25:12Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290314139,140,20.3,5290314137,56,Back,5290314145,213,1.37,5290314143,212,13.2,5290314141,141,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807137,265,1,1,23,29,b2vft81kyjurzbmekvgrqwr64,1,20.3,68.4,2024-10-18T17:25:12.269Z,2024-10-18T17:25:20Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5290314425,213,4.61,5290314417,140,19.2,5290314415,56,Back,5290314419,141,51.3,5290314421,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807151,266,1,1,23,36,b2vft81kyjurzbmekvgrqwr64,1,23.0,49.6,2024-10-18T17:25:19.900Z,2024-10-18T17:25:22Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5290314529,56,Back,5290314531,140,32.7,5290314537,213,5.27,5290314535,212,19.1,5290314533,141,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807183,267,1,1,23,38,b2vft81kyjurzbmekvgrqwr64,1,32.7,25.8,2024-10-18T17:25:21.828Z,2024-10-18T17:25:26Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5290314703,56,Back,5290314705,140,45.3,5290314707,141,21.3,5290314711,213,6.06,5290314709,212,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807197,268,1,1,23,43,b2vft81kyjurzbmekvgrqwr64,1,45.3,21.3,2024-10-18T17:25:26.428Z,2024-10-18T17:25:28Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5290314773,213,5.74,5290314769,141,9.8,5290314767,140,57.7,5290314771,212,15.2,5290314765,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807205,269,1,1,23,45,b2vft81kyjurzbmekvgrqwr64,1,57.7,9.8,2024-10-18T17:25:28.621Z,2024-10-18T17:25:29Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5290314817,213,1.53,5290314811,140,58.2,5290314809,56,Center,5290314815,212,12.3,5290314813,141,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807207,270,1,1,23,46,b2vft81kyjurzbmekvgrqwr64,0,58.2,27.9,2024-10-18T17:25:29.524Z,2024-10-18T17:25:30Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5290314835,212,10.5,5290314833,141,17.3,5290314837,213,5.53,5290314829,56,Right,5290314831,140,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807239,196,1,1,23,49,8cfkisxf1fkxdqtt6tx1tup48,1,41.0,86.0,2024-10-18T17:25:32.518Z,2024-10-18T17:25:35Z,4ti8pdx03j8dh4mdb626ltmvo,N. Jakobsen,,,5290315001,140,10.5,5290315003,141,61.2,5290315005,212,36.2,5290314999,56,Back,5290315009,1,,5290315007,213,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807279,197,1,1,23,51,8cfkisxf1fkxdqtt6tx1tup48,1,10.2,61.2,2024-10-18T17:25:34.726Z,2024-10-18T17:25:40Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5290315237,141,37.4,5290315233,56,Back,5290315235,140,12.8,5290315241,213,4.88,5290315239,212,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734807305,198,1,1,23,57,8cfkisxf1fkxdqtt6tx1tup48,0,9.6,24.9,2024-10-18T17:25:40.278Z,2024-10-18T17:25:44Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5290315421,157,,5290315423,56,Back,5290315425,140,36.5,5290315429,212,29.1,5290315431,213,6.04,5290315427,141,14.4,5290315433,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
