id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/8/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value
2707899173,129,1,1,11,59,8cfkisxf1fkxdqtt6tx1tup48,1,32.7,63.9,2024-08-11T11:12:58.340Z,2024-08-11T11:12:59Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142668139,213,3.48,5142668131,56,Back,5142668133,140,14.1,5142668137,212,20.7,5142668135,141,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899203,130,1,1,12,0,8cfkisxf1fkxdqtt6tx1tup48,1,14.1,53.9,2024-08-11T11:12:59.219Z,2024-08-11T11:13:02Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142668263,140,33.7,5142668269,213,0.58,5142668267,212,24.6,5142668265,141,73.8,5142668257,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899231,131,1,1,12,3,8cfkisxf1fkxdqtt6tx1tup48,0,33.7,73.8,2024-08-11T11:13:02.211Z,2024-08-11T11:57:43Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142668371,157,,5142668383,1,,5142668379,212,37.3,5142668373,56,Center,5142668381,213,5.41,5142668375,140,56.6,5142668377,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899241,132,43,1,12,6,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-08-11T11:13:05.292Z,2024-08-11T11:57:41Z,98zlz2sscsf6vb7d52ici074k,Y. Dhaflaoui,,,5142668419,56,Center,5142815027,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899263,92,1,1,12,7,a9vw7ikerpr4cuweeeka5aneg,1,41.7,63.3,2024-08-11T11:13:06.052Z,2024-08-11T11:13:08Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5142668501,141,47.8,5142668503,212,31.1,5142668497,56,Back,5142668499,140,13.8,5142668507,213,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899275,93,1,1,12,9,a9vw7ikerpr4cuweeeka5aneg,1,14.6,49.3,2024-08-11T11:13:08.284Z,2024-08-11T11:13:10Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142668545,213,1.01,5142668543,212,10.9,5142668537,56,Back,5142668539,140,20.1,5142668541,141,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899319,94,1,1,12,11,a9vw7ikerpr4cuweeeka5aneg,1,20.1,62.9,2024-08-11T11:13:09.868Z,2024-08-11T11:13:15Z,4lxxyqy78jkglhv2w6crzcnsa,O. Kolskogen,,,5142668713,213,3.99,5142668711,212,17.1,5142668709,141,44.0,5142668707,140,9.3,5142668705,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899349,95,1,1,12,16,a9vw7ikerpr4cuweeeka5aneg,1,13.1,43.1,2024-08-11T11:13:15.349Z,2024-08-11T11:13:18Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,,,5142668799,213,0.58,5142668793,140,20.6,5142668791,56,Back,5142668797,212,9.4,5142668795,141,50.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899373,96,1,1,12,20,a9vw7ikerpr4cuweeeka5aneg,1,18.2,51.2,2024-08-11T11:13:18.669Z,2024-08-11T11:13:20Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142668919,213,4.50,5142668913,140,14.5,5142668915,141,24.7,5142668917,212,18.4,5142668911,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899399,97,1,1,12,22,a9vw7ikerpr4cuweeeka5aneg,1,14.5,24.7,2024-08-11T11:13:20.796Z,2024-08-11T11:13:23Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142669067,212,22.7,5142669065,141,4.6,5142669069,213,5.64,5142669061,56,Back,5142669063,140,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899423,98,1,1,12,25,a9vw7ikerpr4cuweeeka5aneg,1,31.8,4.6,2024-08-11T11:13:23.684Z,2024-08-11T11:13:27Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142669199,213,0.48,5142669193,140,39.7,5142669197,212,9.4,5142669195,141,11.0,5142669191,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899445,99,1,1,12,28,a9vw7ikerpr4cuweeeka5aneg,1,45.8,10.4,2024-08-11T11:13:27.413Z,2024-08-11T11:13:30Z,b9g3gwxlao9u6y4elz1sdukmh,E. Just,,,5142669311,212,10.9,5142669313,213,1.05,5142669305,56,Center,5142669307,140,51.0,5142669309,141,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899499,100,1,1,12,31,a9vw7ikerpr4cuweeeka5aneg,1,51.0,24.3,2024-08-11T11:13:30.221Z,2024-08-11T13:15:46Z,4m9sp9mxlsjk6fv7v218yqfv9,M. Egho,1.0,,5142669603,212,43.0,5142669605,213,0.73,5142669607,1,,5142669599,140,81.6,5142669597,56,Center,5142706383,210,15,5142669601,141,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899515,101,15,1,12,37,a9vw7ikerpr4cuweeeka5aneg,1,95.2,72.3,2024-08-11T11:13:36.525Z,2024-08-11T11:57:48Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5142704603,82,,5142706405,103,19,5142706411,146,96.5,5142706395,76,,5142706399,55,100,5142704599,72,,5142706415,230,100,5142706403,102,53.3,5142706407,215,5142669691,56,Center,5142815405,22,,5142706397,29,,5142706447,233,,133,5142706413,147,5142669689,65,67.0,5142706417,231,53.1,,,,,,,,,,
2707899509,133,10,1,12,38,8cfkisxf1fkxdqtt6tx1tup48,1,2.3,37.7,2024-08-11T11:13:36.625Z,2024-08-11T11:27:47Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142706465,233,101,5142669671,94,,5142669673,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899589,135,1,1,12,45,8cfkisxf1fkxdqtt6tx1tup48,0,1.8,4.7,2024-08-11T11:13:43.674Z,2024-08-11T11:29:30Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142670011,157,,5142670021,213,0.26,5142670019,212,2.4,5142670013,56,Back,5142670017,141,5.6,5142670023,1,,5142670015,140,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707907231,268,61,1,12,47,a9vw7ikerpr4cuweeeka5aneg,1,93.0,92.2,2024-08-11T11:13:45.703Z,2024-08-11T11:57:58Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5142713315,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899739,102,5,1,12,47,a9vw7ikerpr4cuweeeka5aneg,0,75.9,100.8,2024-08-11T11:13:46.077Z,2024-08-11T11:58:05Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5142670727,56,Left,5142670729,347,,5142670741,233,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899593,136,5,1,12,47,8cfkisxf1fkxdqtt6tx1tup48,1,24.1,-0.8,2024-08-11T11:13:46.077Z,2024-08-11T11:53:32Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142670035,56,Back,5142670037,347,,5142670745,233,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899753,137,1,1,13,2,8cfkisxf1fkxdqtt6tx1tup48,1,12.3,0.0,2024-08-11T11:14:00.946Z,2024-08-11T11:55:31Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142671245,107,,5142670789,141,4.6,5142670785,56,Back,5142670795,213,0.54,5142670787,140,19.3,5142670791,212,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899757,103,43,1,13,3,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-11T11:14:02.245Z,2024-08-11T11:48:32Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5142670813,212,11.4,5142670815,213,5.67,5142670809,140,88.2,5142784659,144,1,5142670807,56,Left,5142670805,107,0,5142670811,141,92.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899763,138,1,1,13,5,8cfkisxf1fkxdqtt6tx1tup48,1,19.3,4.6,2024-08-11T11:14:03.858Z,2024-08-11T11:14:05Z,98zlz2sscsf6vb7d52ici074k,Y. Dhaflaoui,,,5142670845,212,9.5,5142670847,213,3.31,5142670843,141,2.3,5142670839,56,Back,5142670841,140,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899799,139,1,1,13,5,8cfkisxf1fkxdqtt6tx1tup48,0,10.4,2.3,2024-08-11T11:14:04.114Z,2024-08-11T11:31:56Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142671011,157,,5142671021,212,31.1,5142671027,213,0.55,5142671013,56,Back,5142671015,140,35.6,5142671035,1,,5142671017,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899771,105,43,1,13,6,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-11T11:14:05.414Z,2024-08-11T11:48:37Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142670885,347,0,5142670883,56,Left,5142784927,144,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899823,106,44,1,13,10,a9vw7ikerpr4cuweeeka5aneg,1,64.1,72.8,2024-08-11T11:14:08.773Z,2024-08-11T13:05:52Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142671113,233,140,5142671075,56,Center,5142671077,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899809,140,44,1,13,10,8cfkisxf1fkxdqtt6tx1tup48,0,35.9,27.2,2024-08-11T11:14:08.774Z,2024-08-11T13:05:52Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5142671049,285,,5142671047,56,Back,5142671135,233,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899759,104,61,1,13,10,a9vw7ikerpr4cuweeeka5aneg,1,88.2,92.3,2024-08-11T11:14:09.037Z,2024-08-11T11:58:09Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142670823,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899901,108,1,1,13,18,a9vw7ikerpr4cuweeeka5aneg,1,66.0,57.8,2024-08-11T11:14:16.612Z,2024-08-11T11:14:18Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142671435,141,48.5,5142671437,212,11.6,5142671431,56,Center,5142671439,213,5.71,5142671433,140,75.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899909,109,3,1,13,19,a9vw7ikerpr4cuweeeka5aneg,0,74.8,42.1,2024-08-11T11:14:18.348Z,2024-08-11T13:05:39Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142671473,286,,5142671471,56,Center,5142671665,233,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899929,141,7,1,13,19,8cfkisxf1fkxdqtt6tx1tup48,1,25.2,57.9,2024-08-11T11:14:18.349Z,2024-08-11T13:05:39Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142671595,285,,5142671593,56,Back,5142671611,233,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899955,142,1,1,13,20,8cfkisxf1fkxdqtt6tx1tup48,0,27.1,60.7,2024-08-11T11:14:18.793Z,2024-08-11T11:56:23Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142671695,140,33.8,5142671697,141,66.2,5142671693,56,Back,5142671699,212,8.0,5142671701,213,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899943,110,1,1,13,21,a9vw7ikerpr4cuweeeka5aneg,1,68.9,44.2,2024-08-11T11:14:20.492Z,2024-08-11T11:14:21Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142671655,212,8.3,5142671657,213,5.49,5142671647,140,74.4,5142671645,56,Center,5142671651,141,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899987,111,1,1,13,22,a9vw7ikerpr4cuweeeka5aneg,1,74.4,35.5,2024-08-11T11:14:21.524Z,2024-08-11T11:14:24Z,3epwf56ozg73hueacwmckk0r9,S. Pingel,,,5142671861,212,19.6,5142671863,213,5.29,5142671859,141,11.3,5142671857,140,84.6,5142671855,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707899997,112,1,1,13,26,a9vw7ikerpr4cuweeeka5aneg,0,85.7,11.1,2024-08-11T11:14:24.852Z,2024-08-11T11:14:28Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142671921,155,,5142672041,233,143,5142671931,213,1.16,5142671923,56,Center,5142671929,212,27.3,5142671927,141,47.9,5142671919,2,,5142671925,140,96.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900019,143,11,1,13,29,8cfkisxf1fkxdqtt6tx1tup48,1,3.2,52.7,2024-08-11T11:14:28.346Z,2024-08-11T11:14:29Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142672015,88,,5142672069,233,112,5142672013,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900045,144,1,1,13,31,8cfkisxf1fkxdqtt6tx1tup48,1,9.5,48.4,2024-08-11T11:14:29.660Z,2024-08-11T11:14:31Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5142672161,213,5.27,5142672197,287,,5142672155,212,23.3,5142672143,56,Back,5142672149,141,19.2,5142672145,140,21.2,5142672141,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900139,145,1,1,13,40,8cfkisxf1fkxdqtt6tx1tup48,1,30.6,5.2,2024-08-11T11:14:39.242Z,2024-08-11T11:14:40Z,98zlz2sscsf6vb7d52ici074k,Y. Dhaflaoui,,,5142672637,212,10.5,5142672635,141,4.1,5142672663,189,,5142672633,140,20.6,5142672639,213,3.21,5142672631,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900153,146,1,1,13,42,8cfkisxf1fkxdqtt6tx1tup48,1,20.6,4.1,2024-08-11T11:14:40.601Z,2024-08-11T11:14:41Z,4m7gr5z6b40dj02yrmlwgeluc,S. Larsen,,,5142672701,213,2.11,5142672697,141,29.5,5142672695,140,10.7,5142672693,56,Back,5142672699,212,20.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900201,147,1,1,13,42,8cfkisxf1fkxdqtt6tx1tup48,1,10.7,29.5,2024-08-11T11:14:41.585Z,2024-08-11T11:14:48Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142672901,213,1.20,5142672895,140,22.2,5142672897,141,75.0,5142672893,56,Back,5142672899,212,33.2,5142672903,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900229,148,1,1,13,49,8cfkisxf1fkxdqtt6tx1tup48,1,46.0,77.3,2024-08-11T11:14:48.267Z,2024-08-11T11:14:51Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142673021,140,55.0,5142673023,141,96.6,5142673025,212,16.2,5142673027,213,0.95,5142673019,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900283,149,1,1,13,52,8cfkisxf1fkxdqtt6tx1tup48,1,47.4,94.1,2024-08-11T11:14:51.417Z,2024-08-11T11:14:57Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142673331,212,18.7,5142673333,213,3.88,5142673325,56,Back,5142673327,140,34.2,5142673329,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900327,150,1,1,13,58,8cfkisxf1fkxdqtt6tx1tup48,1,36.1,69.0,2024-08-11T11:14:57.346Z,2024-08-11T11:15:00Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142673559,56,Back,5142673561,140,46.4,5142673565,212,20.6,5142673567,213,1.02,5142673563,141,94.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900347,151,1,1,14,2,8cfkisxf1fkxdqtt6tx1tup48,1,46.4,94.8,2024-08-11T11:15:00.745Z,2024-08-11T11:15:03Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142673641,140,33.2,5142673639,56,Back,5142673643,141,80.9,5142673647,213,3.74,5142673645,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900393,152,1,1,14,4,8cfkisxf1fkxdqtt6tx1tup48,1,33.2,80.9,2024-08-11T11:15:03.537Z,2024-08-11T11:15:09Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142673895,140,30.1,5142673897,141,55.5,5142673893,56,Back,5142673899,212,17.6,5142673901,213,4.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900447,153,1,1,14,10,8cfkisxf1fkxdqtt6tx1tup48,1,32.7,60.2,2024-08-11T11:15:09.017Z,2024-08-11T11:15:12Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142674151,141,85.1,5142674147,56,Back,5142674153,212,18.0,5142674149,140,38.5,5142674157,213,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900469,154,1,1,14,13,8cfkisxf1fkxdqtt6tx1tup48,1,40.7,87.2,2024-08-11T11:15:11.994Z,2024-08-11T11:15:13Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142674271,141,98.0,5142674275,213,0.45,5142674267,56,Left,5142674269,140,55.1,5142674273,212,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900501,155,1,1,14,14,8cfkisxf1fkxdqtt6tx1tup48,1,53.3,97.2,2024-08-11T11:15:13.456Z,2024-08-11T11:15:17Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142674435,56,Left,5142674437,140,62.6,5142674439,141,89.6,5142674441,212,11.0,5142674443,213,5.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900511,156,1,1,14,18,8cfkisxf1fkxdqtt6tx1tup48,0,61.4,95.9,2024-08-11T11:15:17.120Z,2024-08-11T11:15:18Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142674509,233,113,5142674507,236,,5142674479,212,2.1,5142674473,56,Left,5142674481,213,0.13,5142674475,140,63.4,5142674477,141,96.3,5142674513,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900507,113,74,1,14,18,a9vw7ikerpr4cuweeeka5aneg,1,38.9,8.5,2024-08-11T11:15:17.121Z,2024-08-11T11:15:19Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142674463,285,,5142674461,56,Back,5142674547,233,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900523,114,5,1,14,19,a9vw7ikerpr4cuweeeka5aneg,0,38.0,-1.4,2024-08-11T11:15:18.008Z,2024-08-11T11:53:32Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5142674551,56,Back,5142674553,347,,5142674721,233,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900553,157,5,1,14,19,8cfkisxf1fkxdqtt6tx1tup48,1,62.0,101.4,2024-08-11T11:15:18.008Z,2024-08-11T11:53:32Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142674689,233,114,5142674667,347,,5142674665,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900575,158,1,1,14,22,8cfkisxf1fkxdqtt6tx1tup48,1,67.5,100.0,2024-08-11T11:15:21.600Z,2024-08-11T11:15:23Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142674759,107,,5142674767,212,6.7,5142674765,141,94.5,5142674761,56,Left,5142674763,140,71.6,5142674771,213,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900643,159,1,1,14,25,8cfkisxf1fkxdqtt6tx1tup48,1,68.5,96.8,2024-08-11T11:15:23.680Z,2024-08-11T11:15:30Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5142675041,213,0.05,5142675035,140,76.1,5142675037,141,97.4,5142675033,56,Left,5142675039,212,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900593,115,83,1,14,26,a9vw7ikerpr4cuweeeka5aneg,0,28.6,5.5,2024-08-11T11:15:24.845Z,2024-08-11T11:15:33Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5142675125,399,619s1phj5bkgkug3aszc1y9cl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900653,160,1,1,14,31,8cfkisxf1fkxdqtt6tx1tup48,1,77.7,96.0,2024-08-11T11:15:30.065Z,2024-08-11T11:15:32Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5142675109,213,3.62,5142675101,56,Left,5142675103,140,70.2,5142675107,212,8.9,5142675105,141,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900669,161,1,1,14,34,8cfkisxf1fkxdqtt6tx1tup48,1,74.7,93.6,2024-08-11T11:15:32.770Z,2024-08-11T11:15:34Z,74m58jsznzu8l89b8h7rkh1bd,C. Jensen,,,5142675191,212,7.7,5142675185,56,Left,5142675187,140,67.6,5142675193,213,2.90,5142675189,141,96.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900695,162,1,1,14,35,8cfkisxf1fkxdqtt6tx1tup48,1,67.4,96.3,2024-08-11T11:15:34.313Z,2024-08-11T11:15:37Z,1icurh5jrnw1e6jdgqxjnhdnu,G. Çulhacı,,,5142675337,56,Left,5142675339,140,53.9,5142675347,212,15.3,5142675343,141,87.8,5142675351,213,3.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900709,163,1,1,14,38,8cfkisxf1fkxdqtt6tx1tup48,1,53.9,87.8,2024-08-11T11:15:36.935Z,2024-08-11T11:15:39Z,2pm5oqzyonn0dysa5nszgq3xm,H. Bonnesen,,,5142675421,140,59.5,5142675423,141,74.2,5142675427,213,5.28,5142675419,56,Center,5142675425,212,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900729,164,1,1,14,41,8cfkisxf1fkxdqtt6tx1tup48,1,57.0,71.5,2024-08-11T11:15:39.608Z,2024-08-11T11:15:42Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5142675521,56,Back,5142675527,212,26.8,5142675525,141,35.1,5142675529,213,4.32,5142675523,140,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900753,165,2,1,14,43,8cfkisxf1fkxdqtt6tx1tup48,1,57.0,33.3,2024-08-11T11:15:42.584Z,2024-08-11T11:15:51Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5142675651,141,41.5,5142675913,56,Center,5142675911,7,3mcj3wypzq3lno1ehc0vif1sl,5142675649,140,71.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900765,116,43,1,14,47,a9vw7ikerpr4cuweeeka5aneg,1,0.0,0.0,2024-08-11T11:15:45.926Z,2024-08-11T11:15:49Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142675809,144,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900913,118,1,1,15,3,a9vw7ikerpr4cuweeeka5aneg,1,24.6,58.4,2024-08-11T11:16:02.284Z,2024-08-11T11:16:03Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142676519,56,Back,5142676527,213,5.15,5142676525,212,13.1,5142676523,141,41.0,5142676517,241,,5142676515,5,,5142676521,140,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707900955,119,1,1,15,4,a9vw7ikerpr4cuweeeka5aneg,1,29.9,41.0,2024-08-11T11:16:03.429Z,2024-08-11T11:16:07Z,9dh7cnu4uzbraeck0t5iqlj4k,A. Herdonsson,,,5142676747,141,55.4,5142676745,140,24.4,5142676749,212,11.4,5142676743,56,Back,5142676751,213,2.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707901009,120,1,1,15,8,a9vw7ikerpr4cuweeeka5aneg,1,29.2,47.9,2024-08-11T11:16:06.957Z,2024-08-11T11:16:12Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5142677007,212,15.4,5142677003,141,31.0,5142677001,140,38.9,5142676999,56,Back,5142677011,213,5.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2707901037,121,1,1,15,13,a9vw7ikerpr4cuweeeka5aneg,1,45.8,49.1,2024-08-11T11:16:12.197Z,2024-08-11T11:16:15Z,b9g3gwxlao9u6y4elz1sdukmh,E. Just,,,5142677163,141,78.5,5142677169,213,0.64,5142677167,212,33.3,5142677171,1,,5142677153,56,Center,5142677157,140,71.2,5142677149,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
