id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2713323837,804,10,1,21,25,b2vft81kyjurzbmekvgrqwr64,1,2.7,49.1,2024-08-25T12:24:20.346Z,2024-08-25T14:04:29Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5172584421,56,Back,5172584419,182,,5172584417,178,,5172584415,173,,5172584933,233,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243621,201,8,1,21,30,b2vft81kyjurzbmekvgrqwr64,1,18.1,54.5,2024-08-25T12:24:25.617Z,2024-08-25T14:10:43Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172153189,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243643,202,12,1,21,32,b2vft81kyjurzbmekvgrqwr64,1,9.9,42.4,2024-08-25T12:24:27.657Z,2024-08-25T12:24:31Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5172153291,56,Back,5172153299,213,4.58,5172153295,141,0.0,5172153297,212,30.0,5172153293,140,6.1,5172153329,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243647,203,5,1,21,33,b2vft81kyjurzbmekvgrqwr64,0,8.0,-1.5,2024-08-25T12:24:28.434Z,2024-08-25T14:10:41Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172153335,233,226,5172153305,56,Back,5172153307,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243633,226,5,1,21,34,dbl7ir1qugqz8nvp1vzn8im50,1,92.0,101.5,2024-08-25T12:24:30.114Z,2024-08-25T14:10:40Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172153247,347,,5172153245,56,Left,5172153325,233,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243737,227,1,1,21,43,dbl7ir1qugqz8nvp1vzn8im50,1,84.6,100.0,2024-08-25T12:24:39.251Z,2024-08-25T12:24:41Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172153819,213,5.19,5172153811,56,Left,5172153815,141,80.8,5172153817,212,16.1,5172153813,140,91.6,5172153809,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243747,228,1,1,21,45,dbl7ir1qugqz8nvp1vzn8im50,1,91.6,80.8,2024-08-25T12:24:41.234Z,2024-08-25T12:24:42Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172153859,56,Left,5172153861,140,90.8,5172153863,141,85.6,5172153867,213,1.82,5172153865,212,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243757,229,1,1,21,47,dbl7ir1qugqz8nvp1vzn8im50,1,90.8,85.6,2024-08-25T12:24:42.579Z,2024-08-25T12:24:43Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172153903,141,72.4,5172153897,155,,5172153907,213,4.95,5172153905,212,9.2,5172153899,56,Center,5172153901,140,92.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243775,230,1,1,21,48,dbl7ir1qugqz8nvp1vzn8im50,1,93.0,72.4,2024-08-25T12:24:43.731Z,2024-08-25T12:24:46Z,80s55a7uw8kypoikefwhtdm5m,M. Fenger,,,5172154013,140,87.2,5172154011,56,Left,5172154015,141,90.6,5172154017,212,13.8,5172154019,213,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243795,231,1,1,21,50,dbl7ir1qugqz8nvp1vzn8im50,0,85.5,93.0,2024-08-25T12:24:46.139Z,2024-08-25T12:24:48Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172154115,212,31.4,5172154099,155,,5172154117,213,4.92,5172154113,141,47.8,5172154095,2,,5172154111,140,91.8,5172154107,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243861,204,12,1,21,53,b2vft81kyjurzbmekvgrqwr64,1,8.7,51.9,2024-08-25T12:24:48.642Z,2024-08-25T12:24:54Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172154393,56,Back,5172154401,213,5.90,5172154399,212,36.6,5172154397,141,31.8,5172154395,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243859,232,1,1,21,56,dbl7ir1qugqz8nvp1vzn8im50,0,60.4,59.9,2024-08-25T12:24:52.108Z,2024-08-25T12:24:54Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172154391,213,0.13,5172154383,56,Center,5172154387,141,63.6,5172154389,212,18.8,5172154385,140,78.1,5172154381,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243865,205,1,1,21,59,b2vft81kyjurzbmekvgrqwr64,0,23.9,33.7,2024-08-25T12:24:54.705Z,2024-08-25T12:24:56Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5172154423,141,29.1,5172154419,56,Back,5172154417,3,,5172154421,140,31.4,5172154425,212,8.5,5172154427,213,5.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243887,233,1,1,22,1,dbl7ir1qugqz8nvp1vzn8im50,1,66.1,62.6,2024-08-25T12:24:56.723Z,2024-08-25T12:24:57Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172154525,213,5.36,5172154521,141,49.4,5172154519,140,72.6,5172154523,212,11.3,5172154517,56,Center,5172154515,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243929,234,1,1,22,2,dbl7ir1qugqz8nvp1vzn8im50,1,72.6,49.4,2024-08-25T12:24:57.586Z,2024-08-25T12:25:02Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172154673,141,39.8,5172154677,213,3.81,5172154675,212,10.5,5172154669,56,Center,5172154671,140,64.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243939,235,1,1,22,7,dbl7ir1qugqz8nvp1vzn8im50,1,85.0,37.3,2024-08-25T12:25:02.371Z,2024-08-25T12:25:04Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172154795,213,4.78,5172154791,141,10.6,5172154793,212,18.2,5172154787,56,Right,5172154789,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243969,236,1,1,22,8,dbl7ir1qugqz8nvp1vzn8im50,1,87.1,10.4,2024-08-25T12:25:03.970Z,2024-08-25T12:25:06Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172154955,141,33.0,5172154959,213,1.99,5172154957,212,16.8,5172154951,56,Center,5172154953,140,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243971,237,3,1,22,10,dbl7ir1qugqz8nvp1vzn8im50,0,85.1,37.7,2024-08-25T12:25:06.184Z,2024-08-25T12:25:08Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172154969,286,,5172154967,56,Center,5172154979,233,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243965,206,7,1,22,10,b2vft81kyjurzbmekvgrqwr64,0,15.2,66.3,2024-08-25T12:25:06.185Z,2024-08-25T12:25:08Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5172154937,285,,5172154935,56,Back,5172154975,233,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243991,238,1,1,22,13,dbl7ir1qugqz8nvp1vzn8im50,1,85.2,23.4,2024-08-25T12:25:08.707Z,2024-08-25T12:25:12Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172155095,56,Right,5172155103,213,4.91,5172155099,141,8.0,5172155097,140,87.2,5172155101,212,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713243999,239,1,1,22,16,dbl7ir1qugqz8nvp1vzn8im50,1,86.7,8.0,2024-08-25T12:25:12.002Z,2024-08-25T12:25:14Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172155143,213,3.06,5172155139,141,9.5,5172155137,140,74.8,5172155135,56,Right,5172155141,212,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244011,240,1,1,22,18,dbl7ir1qugqz8nvp1vzn8im50,1,74.8,9.5,2024-08-25T12:25:13.812Z,2024-08-25T12:25:14Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172155211,56,Center,5172155215,141,24.4,5172155219,213,1.31,5172155217,212,10.5,5172155213,140,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244035,241,1,1,22,19,dbl7ir1qugqz8nvp1vzn8im50,1,77.4,24.4,2024-08-25T12:25:14.666Z,2024-08-25T12:25:18Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172155303,140,82.1,5172155301,56,Right,5172155307,212,6.0,5172155309,213,5.69,5172155305,141,19.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244041,242,61,1,22,22,dbl7ir1qugqz8nvp1vzn8im50,0,80.5,24.3,2024-08-25T12:25:17.908Z,2024-08-25T12:25:18Z,5wmik73cqursg7sv3w14ue5pm,L. Deedson,,,5172155335,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244065,207,1,1,22,25,b2vft81kyjurzbmekvgrqwr64,0,17.8,55.8,2024-08-25T12:25:20.610Z,2024-08-25T12:25:26Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5172155491,141,57.9,5172155495,213,0.03,5172155497,1,,5172155485,157,,5172155493,212,50.8,5172155487,56,Center,5172155489,140,66.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244095,243,1,1,22,26,dbl7ir1qugqz8nvp1vzn8im50,1,34.1,34.3,2024-08-25T12:25:22.154Z,2024-08-25T12:25:24Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5172155651,140,43.4,5172155649,56,Back,5172155655,212,12.0,5172155657,213,5.67,5172155653,141,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244121,244,1,1,22,28,dbl7ir1qugqz8nvp1vzn8im50,1,51.1,26.2,2024-08-25T12:25:24.162Z,2024-08-25T12:25:26Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172155791,56,Right,5172155799,213,6.01,5172155793,140,66.0,5172155797,212,16.3,5172155795,141,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244145,245,1,1,22,31,dbl7ir1qugqz8nvp1vzn8im50,1,66.2,19.7,2024-08-25T12:25:26.394Z,2024-08-25T12:25:28Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172155907,213,3.04,5172155905,212,11.1,5172155903,141,21.3,5172155901,140,55.7,5172155899,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244157,246,1,1,22,33,dbl7ir1qugqz8nvp1vzn8im50,1,55.7,21.3,2024-08-25T12:25:28.674Z,2024-08-25T12:25:30Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172155975,213,1.41,5172155971,141,33.6,5172155973,212,8.5,5172155967,56,Center,5172155969,140,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244183,247,1,1,22,34,dbl7ir1qugqz8nvp1vzn8im50,1,57.0,33.6,2024-08-25T12:25:30.004Z,2024-08-25T12:25:33Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172156151,56,Center,5172156155,141,64.6,5172156157,212,21.2,5172156159,213,1.49,5172156153,140,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244235,248,1,1,22,37,dbl7ir1qugqz8nvp1vzn8im50,1,58.2,69.3,2024-08-25T12:25:33.250Z,2024-08-25T12:25:40Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172156415,212,21.3,5172156417,213,1.08,5172156411,140,67.8,5172156409,56,Left,5172156413,141,96.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244255,249,1,1,22,44,dbl7ir1qugqz8nvp1vzn8im50,1,66.6,56.7,2024-08-25T12:25:40.122Z,2024-08-25T12:25:43Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172156531,140,70.3,5172156535,212,26.4,5172156537,213,4.86,5172156533,141,18.3,5172156529,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244303,250,1,1,22,47,dbl7ir1qugqz8nvp1vzn8im50,1,73.8,15.5,2024-08-25T12:25:42.979Z,2024-08-25T12:25:50Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172156789,1,,5172156773,155,,5172156775,56,Left,5172156777,140,95.5,5172156787,213,1.11,5172156779,141,82.3,5172156783,212,50.8,5172156771,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244307,208,4,1,22,54,b2vft81kyjurzbmekvgrqwr64,1,6.4,18.2,2024-08-25T12:25:49.882Z,2024-08-25T12:25:54Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172156923,295,,5172156941,233,251,5172156803,285,,5172156795,56,Back,5172156797,152,,5172156793,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244309,251,4,1,22,54,dbl7ir1qugqz8nvp1vzn8im50,0,93.6,81.8,2024-08-25T12:25:49.883Z,2024-08-25T12:25:54Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172156861,152,,5172156887,233,208,5172156859,56,Left,5172156855,13,,5172156857,295,,5172156863,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244545,209,1,1,23,21,b2vft81kyjurzbmekvgrqwr64,0,4.3,17.7,2024-08-25T12:26:16.648Z,2024-08-25T12:26:20Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172157845,1,,5172157835,56,Center,5172157837,140,59.9,5172157829,5,,5172157833,152,,5172157843,213,0.06,5172157831,157,,5172157841,212,58.5,5172157839,141,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244569,252,1,1,23,25,dbl7ir1qugqz8nvp1vzn8im50,0,40.9,70.3,2024-08-25T12:26:21.251Z,2024-08-25T12:26:22Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172157965,3,,5172157973,212,21.0,5172157969,140,60.7,5172157967,56,Center,5172157975,213,6.16,5172157971,141,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244573,210,61,1,23,27,b2vft81kyjurzbmekvgrqwr64,1,55.0,21.9,2024-08-25T12:26:22.643Z,2024-08-25T14:10:55Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5172157977,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244597,211,1,1,23,29,b2vft81kyjurzbmekvgrqwr64,0,46.1,22.7,2024-08-25T12:26:24.463Z,2024-08-25T14:10:57Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5172158137,157,,5172158147,213,5.79,5172158145,212,4.2,5172158143,141,19.8,5172158141,140,49.6,5172158139,56,Back,5172158149,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244831,213,61,1,23,30,b2vft81kyjurzbmekvgrqwr64,0,38.2,33.3,2024-08-25T12:26:25.623Z,2024-08-25T12:26:51Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5172159253,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244665,254,1,1,23,30,dbl7ir1qugqz8nvp1vzn8im50,1,55.2,84.1,2024-08-25T12:26:26.274Z,2024-08-25T12:26:30Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172158477,213,2.71,5172158475,212,10.6,5172158473,141,90.6,5172158471,140,46.0,5172158469,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244655,212,83,1,23,34,b2vft81kyjurzbmekvgrqwr64,0,53.6,7.7,2024-08-25T12:26:29.904Z,2024-08-25T12:26:33Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5172158625,399,1mml4inucvyomv1dcog3c1pt5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244687,255,1,1,23,35,dbl7ir1qugqz8nvp1vzn8im50,1,46.0,89.6,2024-08-25T12:26:30.554Z,2024-08-25T12:26:32Z,1mml4inucvyomv1dcog3c1pt5,N. Mickelson,,,5172158571,212,19.0,5172158565,56,Back,5172158567,140,30.3,5172158573,213,3.66,5172158569,141,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244695,256,1,1,23,37,dbl7ir1qugqz8nvp1vzn8im50,1,25.9,75.7,2024-08-25T12:26:32.706Z,2024-08-25T12:26:35Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172158609,140,11.5,5172158613,212,25.8,5172158607,56,Back,5172158615,213,4.09,5172158611,141,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244795,257,1,1,23,39,dbl7ir1qugqz8nvp1vzn8im50,1,11.5,44.9,2024-08-25T12:26:35.274Z,2024-08-25T12:26:44Z,4clmd8g8jogdfvauhijd7n55h,V. Myhra,,,5172159081,212,14.3,5172159083,213,5.73,5172159077,140,23.1,5172159079,141,33.9,5172159075,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244803,258,1,1,23,49,dbl7ir1qugqz8nvp1vzn8im50,1,27.7,40.3,2024-08-25T12:26:44.578Z,2024-08-25T12:26:45Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172159127,213,0.29,5172159125,212,6.4,5172159123,141,43.0,5172159121,140,33.5,5172159119,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244819,259,1,1,23,50,dbl7ir1qugqz8nvp1vzn8im50,1,33.5,43.0,2024-08-25T12:26:45.347Z,2024-08-25T12:26:48Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172159193,141,36.9,5172159189,56,Back,5172159197,213,3.44,5172159195,212,14.0,5172159191,140,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244853,260,1,1,23,52,dbl7ir1qugqz8nvp1vzn8im50,1,17.7,46.3,2024-08-25T12:26:47.850Z,2024-08-25T12:26:51Z,dqtarwrqvkopmzbt2ovp2dln9,B. Paulsen,,,5172159343,140,10.6,5172159345,141,74.1,5172159353,213,1.95,5172159349,212,20.3,5172159341,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244883,261,1,1,23,55,dbl7ir1qugqz8nvp1vzn8im50,0,10.6,82.6,2024-08-25T12:26:51.171Z,2024-08-25T12:26:56Z,ev2s21ogvpjtata4fndi868ve,J. Gomez,,,5172159501,212,52.9,5172159499,141,81.8,5172159505,1,,5172159493,157,,5172159495,56,Left,5172159503,213,6.27,5172159497,140,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244897,214,44,1,23,59,b2vft81kyjurzbmekvgrqwr64,1,37.8,20.0,2024-08-25T12:26:55.272Z,2024-08-25T12:27:11Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172159561,285,,5172160327,233,262,5172159559,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244891,262,44,1,23,59,dbl7ir1qugqz8nvp1vzn8im50,0,63.4,78.3,2024-08-25T12:26:55.273Z,2024-08-25T12:27:11Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172159531,286,,5172160349,233,214,5172159529,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244999,215,1,1,23,59,b2vft81kyjurzbmekvgrqwr64,0,28.8,16.4,2024-08-25T12:26:55.314Z,2024-08-25T14:11:18Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172160083,141,21.8,5172160077,3,,5172160079,56,Back,5172160081,140,35.4,5172160087,213,0.49,5172160085,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244903,263,61,1,24,0,dbl7ir1qugqz8nvp1vzn8im50,1,61.0,81.8,2024-08-25T12:26:56.005Z,2024-08-25T12:26:57Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,,,5172159585,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713244935,264,4,1,24,3,dbl7ir1qugqz8nvp1vzn8im50,1,63.1,78.4,2024-08-25T12:26:58.478Z,2024-08-25T13:57:12Z,2z8u8kyv91shp0la8alkn6kus,M. Ejdum,,,5172159843,13,,5172161087,233,216,5172159851,286,,5172159845,294,,5172159847,56,Center,5172159849,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245005,216,4,1,24,3,b2vft81kyjurzbmekvgrqwr64,0,36.9,21.6,2024-08-25T12:26:58.479Z,2024-08-25T14:08:25Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5172160201,56,Back,5172601413,294,,5172160207,285,,5172160203,152,,5172160199,13,,5172161107,233,264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245093,265,1,1,24,19,dbl7ir1qugqz8nvp1vzn8im50,1,59.4,80.8,2024-08-25T12:27:15.298Z,2024-08-25T12:27:17Z,97xbmht3t4t1p9iu6598oq7l5,A. Manneh,,,5172160541,141,58.2,5172160535,152,,5172160539,140,67.7,5172160537,56,Center,5172160545,213,5.23,5172160543,212,17.7,5172160585,189,,5172160533,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245153,266,1,1,24,21,dbl7ir1qugqz8nvp1vzn8im50,1,67.7,58.2,2024-08-25T12:27:16.850Z,2024-08-25T12:27:35Z,axyrfq1u8nwcj2ss5498u8qhg,L. Kjerrumgaard,1.0,,5172160835,56,Center,5172160841,212,26.2,5172160837,140,92.6,5172160839,141,61.2,5172160843,213,0.08,5172161365,210,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245159,267,13,1,24,26,dbl7ir1qugqz8nvp1vzn8im50,1,93.4,65.4,2024-08-25T12:27:22.123Z,2024-08-25T14:46:18Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172760725,64,,5172161385,231,52.0,5172161379,103,12.5,5172161383,230,99.1,5172161371,29,,5172161381,215,,5172161373,55,266,5172161377,102,42.0,5172160867,56,Center,5172161369,84,,5172160863,22,5172161071,72,,,,,,,,,,,,,,,,,,,,
2713245189,217,5,1,24,27,b2vft81kyjurzbmekvgrqwr64,1,-1.0,59.2,2024-08-25T12:27:22.927Z,2024-08-25T12:27:27Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5172161081,233,268,5172161029,346,,5172161027,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245171,268,5,1,24,27,dbl7ir1qugqz8nvp1vzn8im50,0,101.1,40.6,2024-08-25T12:27:23.251Z,2024-08-25T12:27:27Z,e9o7q10wnhex4e8eo47mobbvt,J. Bonde,,,5172161103,233,217,5172160931,346,,5172160929,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245297,218,1,1,24,46,b2vft81kyjurzbmekvgrqwr64,1,3.4,49.9,2024-08-25T12:27:41.790Z,2024-08-25T12:27:43Z,9yxhg70gpwi3e9s84c8qwg0yx,J. Dakir,,,5172161651,124,,5172161655,140,7.0,5172161659,212,17.9,5172161657,141,24.1,5172161661,213,4.92,5172161653,56,Back,5172161665,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245335,219,1,1,24,47,b2vft81kyjurzbmekvgrqwr64,1,7.0,24.1,2024-08-25T12:27:43.037Z,2024-08-25T12:27:47Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5172161847,213,5.24,5172161845,212,10.6,5172161843,141,10.6,5172161841,140,12.1,5172161839,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245347,220,1,1,24,51,b2vft81kyjurzbmekvgrqwr64,1,12.1,10.6,2024-08-25T12:27:47.029Z,2024-08-25T14:11:12Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5172161925,141,18.2,5172161927,212,18.0,5172161929,213,0.29,5172161921,56,Back,5172161923,140,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713246019,237,1,1,24,52,b2vft81kyjurzbmekvgrqwr64,1,46.9,24.9,2024-08-25T12:27:48.228Z,2024-08-25T12:29:10Z,9b89pmcjk6re94bjp0ixeatjo,F. Christensen,,,5172165623,140,42.8,5172165625,141,34.3,5172165621,56,Back,5172165633,213,2.16,5172165629,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245411,221,3,1,24,58,b2vft81kyjurzbmekvgrqwr64,1,65.6,43.7,2024-08-25T12:27:53.805Z,2024-08-25T12:27:58Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5172162233,286,,5172162229,56,Center,5172162265,233,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2713245409,269,45,1,24,58,dbl7ir1qugqz8nvp1vzn8im50,0,34.4,56.3,2024-08-25T12:27:53.805Z,2024-08-25T12:27:58Z,e42jh6bbwn4aybdnysonrvutx,L. Owusu,,,5172162227,285,,5172162225,56,Back,5172162273,233,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
