id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2742202471,239,1,1,21,52,a9vw7ikerpr4cuweeeka5aneg,0,73.3,79.3,2024-11-01T18:22:29.341Z,2024-11-01T20:07:06Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5330760651,56,Center,5330760655,141,55.7,5330760659,213,4.76,5330760653,140,74.1,5330760657,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202481,214,1,1,21,55,ajtb177oqwawkdwbqhldmq6mx,0,21.6,48.5,2024-11-01T18:22:32.925Z,2024-11-01T18:23:00Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330761775,236,,5330760705,212,6.4,5330761741,1,,5330761777,233,240,5330760707,213,6.03,5330760699,56,Back,5330761781,286,,5330760701,140,27.5,5330761739,157,,5330760703,141,46.1,,,,,,,,,,,,,,,,,,,,,,,,
2742202487,240,74,1,21,55,a9vw7ikerpr4cuweeeka5aneg,1,74.1,55.7,2024-11-01T18:22:32.926Z,2024-11-01T20:21:25Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330760751,285,,5330760771,233,214,5330760749,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202495,241,1,1,21,58,a9vw7ikerpr4cuweeeka5aneg,0,89.1,77.3,2024-11-01T18:22:36.037Z,2024-11-01T20:07:04Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330760789,140,93.2,5330760791,141,69.3,5330760787,56,Center,5330760795,213,5.38,5330760793,212,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202493,215,61,1,21,59,ajtb177oqwawkdwbqhldmq6mx,1,5.5,29.7,2024-11-01T18:22:36.394Z,2024-11-01T18:22:36Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5330760785,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202521,242,1,1,22,1,a9vw7ikerpr4cuweeeka5aneg,1,87.6,90.8,2024-11-01T18:22:39.053Z,2024-11-01T20:07:03Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330760977,140,95.0,5330760983,213,5.58,5330760979,141,81.2,5330760975,56,Left,5330760981,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202525,243,1,1,22,3,a9vw7ikerpr4cuweeeka5aneg,0,95.0,81.1,2024-11-01T18:22:40.526Z,2024-11-01T20:07:02Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330761021,2,,5330761027,140,100.0,5330761023,155,,5330761031,212,27.1,5330761025,56,Center,5330761029,141,42.1,5330761033,213,4.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202635,216,5,1,22,4,ajtb177oqwawkdwbqhldmq6mx,1,-0.4,54.2,2024-11-01T18:22:41.848Z,2024-11-01T20:20:45Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5330761797,233,244,5330761709,56,Back,5330761711,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202529,244,5,1,22,4,a9vw7ikerpr4cuweeeka5aneg,0,100.4,45.8,2024-11-01T18:22:41.848Z,2024-11-01T20:20:45Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330761049,346,,5330761811,233,216,5330761047,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202689,217,1,1,22,27,ajtb177oqwawkdwbqhldmq6mx,1,3.8,50.9,2024-11-01T18:23:04.397Z,2024-11-01T18:23:05Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330761981,141,47.0,5330761983,212,11.7,5330761977,56,Back,5330761985,213,6.06,5330761975,124,,5330761979,140,14.7,5330761989,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202697,218,1,1,22,28,ajtb177oqwawkdwbqhldmq6mx,1,14.7,47.0,2024-11-01T18:23:05.444Z,2024-11-01T18:23:06Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330762047,156,,5330762019,141,50.6,5330762015,56,Back,5330762017,140,4.7,5330762021,212,10.8,5330762023,213,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202717,219,1,1,22,29,ajtb177oqwawkdwbqhldmq6mx,1,2.0,50.9,2024-11-01T18:23:06.964Z,2024-11-01T18:23:08Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330762171,212,21.3,5330762163,140,9.4,5330762167,141,80.0,5330762175,213,1.20,5330762161,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202741,220,1,1,22,31,ajtb177oqwawkdwbqhldmq6mx,1,11.0,85.6,2024-11-01T18:23:08.556Z,2024-11-01T18:23:10Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5330762293,212,23.5,5330762287,56,Back,5330762291,141,76.1,5330762295,213,6.00,5330762289,140,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202743,221,1,1,22,33,ajtb177oqwawkdwbqhldmq6mx,1,36.5,80.3,2024-11-01T18:23:10.636Z,2024-11-01T18:23:11Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5330762307,212,7.7,5330762301,140,29.5,5330762299,56,Back,5330762309,213,3.46,5330762313,156,,5330762305,141,76.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202761,222,1,1,22,35,ajtb177oqwawkdwbqhldmq6mx,0,26.3,75.1,2024-11-01T18:23:12.581Z,2024-11-01T18:23:14Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330762391,155,,5330762393,56,Back,5330762397,141,100.0,5330762395,140,41.9,5330762401,213,0.83,5330762399,212,24.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202765,223,5,1,22,36,ajtb177oqwawkdwbqhldmq6mx,0,43.2,101.1,2024-11-01T18:23:13.662Z,2024-11-01T20:20:46Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330762729,233,245,5330762405,347,,5330762403,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202815,245,5,1,22,36,a9vw7ikerpr4cuweeeka5aneg,1,56.8,-1.1,2024-11-01T18:23:13.662Z,2024-11-01T20:20:45Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330762721,233,223,5330762697,56,Right,5330762701,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202827,246,1,1,22,44,a9vw7ikerpr4cuweeeka5aneg,1,54.4,0.0,2024-11-01T18:23:21.989Z,2024-11-01T18:23:23Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330762771,141,10.1,5330762767,56,Right,5330762773,212,11.9,5330762769,140,63.0,5330762775,213,0.71,5330762765,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202831,247,1,1,22,45,a9vw7ikerpr4cuweeeka5aneg,1,63.0,10.1,2024-11-01T18:23:23.139Z,2024-11-01T18:23:24Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330762809,213,4.01,5330762813,156,,5330762805,141,7.0,5330762807,212,2.8,5330762803,140,61.3,5330762801,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202843,248,1,1,22,48,a9vw7ikerpr4cuweeeka5aneg,0,61.3,7.0,2024-11-01T18:23:25.358Z,2024-11-01T18:23:26Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330762883,56,Right,5330762887,141,10.9,5330762891,213,0.15,5330762889,212,17.7,5330762885,140,78.0,5330762881,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202855,226,1,1,22,49,ajtb177oqwawkdwbqhldmq6mx,1,22.3,82.7,2024-11-01T18:23:26.772Z,2024-11-01T18:23:28Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5330762961,140,30.6,5330762967,213,0.70,5330762963,141,93.5,5330762957,157,,5330762965,212,11.4,5330762969,1,,5330762959,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202857,227,61,1,22,51,ajtb177oqwawkdwbqhldmq6mx,1,30.6,93.5,2024-11-01T18:23:28.733Z,2024-11-01T18:23:29Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5330762973,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202859,249,61,1,22,52,a9vw7ikerpr4cuweeeka5aneg,0,78.7,11.0,2024-11-01T18:23:29.380Z,2024-11-01T18:23:29Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5330762979,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202887,229,1,1,22,53,ajtb177oqwawkdwbqhldmq6mx,0,22.0,90.6,2024-11-01T18:23:31.045Z,2024-11-01T18:23:32Z,eyvv6b94feknnp1uew6n0ytat,N. Mouritsen,,,5330763131,140,41.7,5330763135,212,20.7,5330763129,56,Back,5330763133,141,92.6,5330763137,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202893,250,8,1,22,56,a9vw7ikerpr4cuweeeka5aneg,1,72.6,12.3,2024-11-01T18:23:33.589Z,2024-11-01T18:23:33Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330763177,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202921,251,1,1,22,59,a9vw7ikerpr4cuweeeka5aneg,1,77.2,8.8,2024-11-01T18:23:36.942Z,2024-11-01T19:17:26Z,6k7khwtkxpem9z17bl5rrf2p6,E. Frederiksen,,,5330984043,212,8.6,5330984037,56,Right,5330984041,141,16.8,5330984045,213,2.46,5330984039,140,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202925,252,1,1,23,1,a9vw7ikerpr4cuweeeka5aneg,1,64.0,32.9,2024-11-01T18:23:38.229Z,2024-11-01T19:17:39Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330985449,213,3.54,5330985447,212,25.0,5330985441,140,42.0,5330985445,141,18.8,5330985437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742202951,253,1,1,23,2,a9vw7ikerpr4cuweeeka5aneg,1,49.5,11.4,2024-11-01T18:23:39.325Z,2024-11-01T18:23:41Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330763481,141,5.8,5330763477,56,Right,5330763483,212,8.7,5330763485,213,5.83,5330763479,140,56.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203005,254,1,1,23,4,a9vw7ikerpr4cuweeeka5aneg,1,56.3,5.3,2024-11-01T18:23:41.396Z,2024-11-01T18:23:50Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330763771,140,17.4,5330763777,213,2.69,5330763773,141,34.2,5330763769,56,Back,5330763775,212,45.3,5330763779,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203035,255,1,1,23,13,a9vw7ikerpr4cuweeeka5aneg,1,18.1,34.2,2024-11-01T18:23:50.309Z,2024-11-01T18:24:04Z,8uhv14rin2znrr0wqgvcc2f2t,M. Delač,1.0,,5330764287,154,,5330763941,212,74.7,5330763937,140,89.2,5330763933,155,,5330763943,213,6.25,5330763939,141,30.1,5330763945,1,,5330764285,210,15,5330763935,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203037,256,15,1,23,18,a9vw7ikerpr4cuweeeka5aneg,1,92.1,36.8,2024-11-01T18:23:55.452Z,2024-11-01T21:05:53Z,cqsc3mj8klukkgutdrpegybdg,K. Karikari,,,5330764319,154,,5330764325,102,46.7,5330763953,56,Center,5330764317,29,,5331555835,80,,5330764327,103,5.7,5330764339,233,230,5331555833,63,,5330764331,146,97.8,5330764113,20,,5330764333,147,5330763949,22,,5330764321,55,,,,,44.9,255,,,,,,,,,,,
2742203051,230,10,1,23,18,ajtb177oqwawkdwbqhldmq6mx,1,2.5,53.6,2024-11-01T18:23:55.552Z,2024-11-01T20:20:00Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330764153,177,,5330764183,233,256,5330764009,182,,5330764011,56,Back,5330764155,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203195,232,1,1,23,39,ajtb177oqwawkdwbqhldmq6mx,0,12.7,50.3,2024-11-01T18:24:16.188Z,2024-11-01T18:24:18Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330764861,213,6.01,5330764851,199,,5330764871,189,,5330764863,1,,5330764857,141,26.7,5330764853,56,Center,5330764855,140,67.5,5330764859,212,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203219,257,1,1,23,41,a9vw7ikerpr4cuweeeka5aneg,0,29.9,70.6,2024-11-01T18:24:18.989Z,2024-11-01T18:24:20Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330764965,157,,5330764975,213,0.29,5330764969,140,63.7,5330764977,1,,5330764973,212,37.1,5330764967,56,Left,5330764971,141,86.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203243,233,1,1,23,43,ajtb177oqwawkdwbqhldmq6mx,1,40.8,20.3,2024-11-01T18:24:21.140Z,2024-11-01T20:07:00Z,6g671k5lvgoo2bgub2516q1w4,L. Henriksen,,,5330765135,213,0.26,5330765127,56,Center,5330765131,141,27.9,5330765125,3,,5330765129,140,59.1,5330765133,212,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203249,234,50,1,23,45,ajtb177oqwawkdwbqhldmq6mx,1,55.0,22.8,2024-11-01T18:24:23.075Z,2024-11-01T20:08:31Z,4a0jmv6qmwn01iuqp1mhnyzth,N. Thomsen,,,5330765145,56,Center,5331018089,233,258,5330765147,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203227,258,7,1,23,45,a9vw7ikerpr4cuweeeka5aneg,0,45.0,77.2,2024-11-01T18:24:23.076Z,2024-11-01T20:08:30Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5331018057,233,234,5331017819,56,Back,5331017821,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203281,260,1,1,23,51,a9vw7ikerpr4cuweeeka5aneg,1,58.8,68.4,2024-11-01T18:24:28.357Z,2024-11-01T19:25:59Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,1.0,,5330765335,141,81.7,5330765339,213,0.58,5330765331,56,Left,5330765333,140,71.9,5330765337,212,16.5,5331030695,210,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203275,235,45,1,23,53,ajtb177oqwawkdwbqhldmq6mx,0,27.4,20.0,2024-11-01T18:24:31.004Z,2024-11-01T20:08:42Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5330765525,233,261,5330765313,56,Back,5330765315,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203303,261,3,1,23,53,a9vw7ikerpr4cuweeeka5aneg,1,72.6,80.0,2024-11-01T18:24:31.004Z,2024-11-01T20:08:42Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5330765465,286,,5330765463,56,Left,5330765521,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203311,262,15,1,23,58,a9vw7ikerpr4cuweeeka5aneg,1,89.8,67.7,2024-11-01T18:24:35.533Z,2024-11-01T21:07:11Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5331030739,231,52.5,5331030727,102,50.3,5331030735,147,61.7,5331030729,103,19,5330765493,22,,5331030737,230,99.4,5331029963,20,,5331030719,78,,5331030835,233,236,5331030723,55,260,5331030721,29,5330765495,64,,5331029969,82,5330765497,56,5331030733,146,,,Center,93.3,5331030731,215,,,,,,,
2742203317,236,10,1,23,58,ajtb177oqwawkdwbqhldmq6mx,1,7.3,37.5,2024-11-01T18:24:35.633Z,2024-11-01T20:50:11Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5331030861,233,262,5330769323,94,,5330769325,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203351,263,15,1,24,5,a9vw7ikerpr4cuweeeka5aneg,1,79.1,64.4,2024-11-01T18:24:42.757Z,2024-11-01T21:07:26Z,81w1fqi66z0ibawynhraybaxg,S. Ngabo,,,5331032551,231,52.2,5331032633,233,237,5330765685,56,Center,5331032541,215,,5331032543,458,,5331032187,82,,5331032545,146,89.8,5331032539,103,19,5330765681,22,,5331032535,78,,5330765683,18,5331032549,230,98.5,5331032537,102,5331032547,147,5331032183,20,,51.1,58.8,,,,,,,,,,
2742203365,237,10,1,24,5,ajtb177oqwawkdwbqhldmq6mx,1,10.2,41.2,2024-11-01T18:24:42.857Z,2024-11-01T19:26:22Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5330765777,56,Back,5330765775,94,,5331032683,233,263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203381,264,1,1,24,10,a9vw7ikerpr4cuweeeka5aneg,0,93.4,84.8,2024-11-01T18:24:47.509Z,2024-11-01T18:24:49Z,eso2tbbpnxu9qvx6zy07m5jx0,J. Madsen,,,5330765863,2,,5330765867,56,Center,5330765881,213,4.40,5330765869,140,89.5,5330765873,141,66.1,5330765877,212,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203455,238,12,1,24,11,ajtb177oqwawkdwbqhldmq6mx,1,11.7,48.2,2024-11-01T18:24:48.565Z,2024-11-01T18:24:58Z,5u9zrgsm6wycfcbk04m64wd1w,N. Morberg,,,5330766275,212,33.2,5330766271,140,39.5,5330766269,56,Back,5330766273,141,25.0,5330766277,213,5.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203419,265,1,1,24,13,a9vw7ikerpr4cuweeeka5aneg,1,59.9,86.2,2024-11-01T18:24:51.125Z,2024-11-01T18:24:54Z,61vr9xr91fr4g6ayzga5vn9w5,A. Ludwig,,,5330766089,140,69.7,5330766095,213,0.30,5330766093,212,10.8,5330766091,141,90.9,5330766087,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203453,266,1,1,24,17,a9vw7ikerpr4cuweeeka5aneg,1,69.5,88.1,2024-11-01T18:24:54.693Z,2024-11-01T18:24:58Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330766261,141,65.4,5330766263,212,21.3,5330766257,56,Center,5330766265,213,3.95,5330766259,140,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203481,267,1,1,24,21,a9vw7ikerpr4cuweeeka5aneg,1,55.1,63.0,2024-11-01T18:24:58.605Z,2024-11-01T18:25:01Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330766369,140,68.3,5330766375,213,5.25,5330766371,141,29.1,5330766367,56,Center,5330766373,212,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203493,268,1,1,24,24,a9vw7ikerpr4cuweeeka5aneg,1,68.8,29.1,2024-11-01T18:25:01.772Z,2024-11-01T18:25:03Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330766437,140,58.3,5330766441,212,11.3,5330766443,213,2.91,5330766439,141,33.0,5330766435,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203505,269,1,1,24,26,a9vw7ikerpr4cuweeeka5aneg,1,58.3,33.0,2024-11-01T18:25:03.773Z,2024-11-01T18:25:05Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330766475,56,Center,5330766481,212,8.3,5330766479,141,45.2,5330766483,213,1.62,5330766477,140,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203511,270,1,1,24,28,a9vw7ikerpr4cuweeeka5aneg,1,57.9,45.2,2024-11-01T18:25:05.365Z,2024-11-01T18:25:06Z,dfxs5u8rdcxhzp33aks3acdn8,K. Lusavec,,,5330766499,140,66.2,5330766503,212,8.8,5330766501,141,47.3,5330766497,56,Center,5330766505,213,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203515,271,1,1,24,29,a9vw7ikerpr4cuweeeka5aneg,1,66.2,47.3,2024-11-01T18:25:06.581Z,2024-11-01T18:25:07Z,5w0giylttgiapseaw6qky0mxg,F. Christensen,,,5330766535,140,63.4,5330766539,212,13.1,5330766551,156,,5330766541,213,4.49,5330766533,56,Center,5330766537,141,28.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203537,272,1,1,24,31,a9vw7ikerpr4cuweeeka5aneg,1,63.1,26.1,2024-11-01T18:25:08.205Z,2024-11-01T18:25:10Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330766681,212,17.4,5330766675,56,Right,5330766677,140,75.2,5330766683,213,5.53,5330766679,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203549,273,1,1,24,33,a9vw7ikerpr4cuweeeka5aneg,0,75.2,8.5,2024-11-01T18:25:10.181Z,2024-11-01T18:25:12Z,a6ymx4wkrn260rtpb360nsiqd,M. Kallesøe,,,5330766779,213,0.64,5330766777,212,18.5,5330766773,140,89.3,5330766771,56,Center,5330766775,141,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203561,240,1,1,24,36,ajtb177oqwawkdwbqhldmq6mx,1,10.6,75.6,2024-11-01T18:25:13.789Z,2024-11-01T18:25:15Z,e8vt8711wb40afht2v13omket,M. Wohlgemuth,,,5330766861,141,62.9,5330766863,212,10.1,5330766857,56,Back,5330766865,213,4.18,5330766859,140,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203593,241,1,1,24,37,ajtb177oqwawkdwbqhldmq6mx,0,5.7,62.9,2024-11-01T18:25:14.957Z,2024-11-01T18:25:19Z,b2gkyjq8emj9pywryc3rycogl,M. Falkesgaard,,,5330767005,56,Back,5330767011,212,39.9,5330767013,213,0.11,5330767009,141,69.1,5330767015,1,,5330767003,157,,5330767007,140,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203587,274,44,1,24,40,a9vw7ikerpr4cuweeeka5aneg,1,61.6,32.2,2024-11-01T18:25:17.301Z,2024-11-01T20:08:56Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330767087,233,242,5330766973,286,,5330766969,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203597,242,44,1,24,40,ajtb177oqwawkdwbqhldmq6mx,0,38.4,67.8,2024-11-01T18:25:17.302Z,2024-11-01T20:08:56Z,kqj7nh6pqmqbt0abyyu0fcpg,O. Addo,,,5330767103,233,274,5330767031,56,Back,5330767033,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203595,275,1,1,24,40,a9vw7ikerpr4cuweeeka5aneg,0,70.6,34.5,2024-11-01T18:25:17.660Z,2024-11-01T18:25:18Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330767023,140,76.0,5330767027,212,7.2,5330767029,213,0.66,5330767025,141,41.0,5330767019,3,,5330767021,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203617,243,1,1,24,43,ajtb177oqwawkdwbqhldmq6mx,1,35.3,57.5,2024-11-01T18:25:21.046Z,2024-11-01T18:25:23Z,ezbixgm2km8iapnsl57bn4wkp,M. Mouritz,,,5330767187,213,2.94,5330767183,141,60.2,5330767177,3,,5330767181,140,26.6,5330767179,56,Back,5330767185,212,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203623,244,1,1,24,45,ajtb177oqwawkdwbqhldmq6mx,0,26.6,60.2,2024-11-01T18:25:22.878Z,2024-11-01T18:25:24Z,6dki65mdd3letfjjj51i0w3c9,A. Heimer,,,5330767215,212,20.8,5330767207,157,,5330767219,1,,5330767211,140,46.4,5330767209,56,Back,5330767213,141,62.3,5330767217,213,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203621,276,44,1,24,46,a9vw7ikerpr4cuweeeka5aneg,1,55.1,37.9,2024-11-01T18:25:23.293Z,2024-11-01T20:08:57Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330767299,233,245,5330767203,56,Center,5330767205,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203631,245,44,1,24,46,ajtb177oqwawkdwbqhldmq6mx,0,44.9,62.1,2024-11-01T18:25:23.294Z,2024-11-01T20:08:57Z,5mmgppapbchmcj9zdtyw0w5xw,J. Voldby,,,5330767261,56,Back,5330767263,285,,5330767305,233,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203633,277,1,1,24,46,a9vw7ikerpr4cuweeeka5aneg,0,57.7,38.2,2024-11-01T18:25:23.645Z,2024-11-01T18:25:27Z,5lu7bn7uec3zjqpoi1x81gbu1,S. Hausner,,,5330767275,141,47.0,5330767271,56,Center,5330767269,3,,5330767277,212,9.0,5330767273,140,64.1,5330767279,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2742203639,246,44,1,24,48,ajtb177oqwawkdwbqhldmq6mx,1,33.4,53.3,2024-11-01T18:25:25.459Z,2024-11-01T20:08:57Z,2uellcocrvapu7o70g5zdcmad,J. Egeris,,,5330767317,56,Back,5330767359,233,278,5330767319,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
