id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId
2750097797,261,44,1,26,7,8gxd9ry2580pu1b1dd5ny9ymy,1,62.8,39.2,2024-11-22T18:27:29.626Z,2024-11-22T20:02:23Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5373908111,56,Center,5373908173,233,230,5373908113,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097801,230,44,1,26,7,bd4qakf7j0wwie8wke9km7uj8,0,37.2,60.8,2024-11-22T18:27:29.627Z,2024-11-22T20:02:23Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373908119,56,Back,5373908181,233,261,5373908123,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097807,262,1,1,26,8,8gxd9ry2580pu1b1dd5ny9ymy,0,63.8,40.1,2024-11-22T18:27:29.970Z,2024-11-22T18:27:30Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5373908159,56,Center,5373908163,141,38.0,5373908155,3,,5373908167,213,6.10,5373908157,168,,5373908161,140,71.2,5373908165,212,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097841,231,1,1,26,9,bd4qakf7j0wwie8wke9km7uj8,0,29.3,67.8,2024-11-22T18:27:31.621Z,2024-11-22T18:59:55Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373908319,140,35.9,5373908323,212,13.2,5373908321,141,51.2,5373908317,56,Back,5373908325,213,5.26,5373908315,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097867,263,1,1,26,10,8gxd9ry2580pu1b1dd5ny9ymy,1,68.7,54.3,2024-11-22T18:27:32.299Z,2024-11-22T18:27:37Z,9tt9eo9bsff7dp7aqjal1obo4,F. Høgh,,,5373908529,56,Center,5373908533,141,32.5,5373908531,140,75.8,5373908537,213,5.18,5373908527,155,,5373908535,212,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097877,264,1,1,26,10,8gxd9ry2580pu1b1dd5ny9ymy,0,77.8,6.8,2024-11-22T18:27:32.867Z,2024-11-22T19:00:14Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373908577,141,10.9,5373908569,56,Right,5373908573,140,79.4,5373908581,212,3.3,5373908585,213,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097851,232,43,1,26,11,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-22T18:27:33.596Z,2024-11-22T19:02:55Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373908425,212,20.7,5374005649,144,1,5373908417,157,0,5373908419,56,Back,5373908421,140,24.6,5373908427,213,2.12,5373908429,1,0,5373908423,141,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097887,233,43,1,26,12,bd4qakf7j0wwie8wke9km7uj8,1,0.0,0.0,2024-11-22T18:27:34.436Z,2024-11-22T19:01:20Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373908619,56,Back,5373997711,144,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097907,265,1,1,26,16,8gxd9ry2580pu1b1dd5ny9ymy,1,77.7,11.0,2024-11-22T18:27:38.331Z,2024-11-22T18:27:40Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5373908715,212,9.1,5373908707,140,69.0,5373908703,56,Right,5373908711,141,10.4,5373908719,213,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097921,266,1,1,26,18,8gxd9ry2580pu1b1dd5ny9ymy,1,71.4,12.2,2024-11-22T18:27:39.995Z,2024-11-22T18:27:41Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373908781,56,Center,5373908789,212,9.3,5373908783,140,69.6,5373908785,141,25.6,5373908793,213,1.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097935,267,1,1,26,19,8gxd9ry2580pu1b1dd5ny9ymy,1,69.9,26.2,2024-11-22T18:27:41.226Z,2024-11-22T18:27:42Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5373908865,141,24.3,5373908869,213,5.95,5373908863,140,73.5,5373908861,56,Center,5373908867,212,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097997,234,45,1,26,20,bd4qakf7j0wwie8wke9km7uj8,0,30.2,69.3,2024-11-22T18:27:42.402Z,2024-11-22T20:02:09Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5373909207,56,Back,5373909209,285,,5373909233,233,268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750097963,268,3,1,26,20,8gxd9ry2580pu1b1dd5ny9ymy,1,69.8,30.7,2024-11-22T18:27:42.402Z,2024-11-22T20:02:08Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5373909023,286,,5373909021,56,Center,5373909215,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098027,269,1,1,26,22,8gxd9ry2580pu1b1dd5ny9ymy,1,73.4,41.8,2024-11-22T18:27:44.258Z,2024-11-22T18:27:58Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,1.0,,5373909361,56,Center,5373909367,212,20.5,5373909369,213,1.59,5373909783,210,13,5373909363,140,73.1,5373909365,141,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098031,270,13,1,26,27,8gxd9ry2580pu1b1dd5ny9ymy,1,74.4,60.7,2024-11-22T18:27:49.242Z,2024-11-22T20:23:43Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373909613,20,,5373909389,22,,5373909789,29,,5373909393,56,Center,5373909791,55,269,5373909391,18,,5373909785,73,,5373909795,102,60.3,5373909799,215,5373909801,230,98.4,,5373909803,231,5373909797,103,9.7,,,,,,,,,,50.7,,,,,
2750098073,235,5,1,26,27,bd4qakf7j0wwie8wke9km7uj8,1,-1.2,42.0,2024-11-22T18:27:49.908Z,2024-11-22T18:27:55Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5373909645,233,271,5373909609,56,Back,5373909611,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098069,271,5,1,26,27,8gxd9ry2580pu1b1dd5ny9ymy,0,101.2,58.0,2024-11-22T18:27:49.908Z,2024-11-22T20:03:07Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373909587,346,,5373909585,56,Center,5373909653,233,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098179,236,1,1,26,44,bd4qakf7j0wwie8wke9km7uj8,1,4.5,50.1,2024-11-22T18:28:06.252Z,2024-11-22T18:28:09Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5373910251,141,95.7,5373910245,124,,5373910255,213,1.34,5373910247,56,Back,5373910249,140,11.4,5373910259,237,,5373910253,212,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098193,237,1,1,26,47,bd4qakf7j0wwie8wke9km7uj8,0,13.0,96.0,2024-11-22T18:28:09.347Z,2024-11-22T18:28:12Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373910351,213,6.11,5373910345,140,58.8,5373910349,212,48.8,5373910343,56,Left,5373910341,155,,5373910355,1,,5373910347,141,83.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098221,272,61,1,26,50,8gxd9ry2580pu1b1dd5ny9ymy,0,50.7,25.0,2024-11-22T18:28:12.586Z,2024-11-22T18:28:33Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373910495,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098245,238,3,1,26,53,bd4qakf7j0wwie8wke9km7uj8,1,52.3,71.0,2024-11-22T18:28:15.237Z,2024-11-22T20:02:09Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373910605,56,Center,5373910637,233,273,5373910609,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098239,273,45,1,26,53,8gxd9ry2580pu1b1dd5ny9ymy,0,47.7,29.0,2024-11-22T18:28:15.237Z,2024-11-22T20:02:09Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373910653,233,238,5373910575,285,,5373910573,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098273,239,1,1,26,55,bd4qakf7j0wwie8wke9km7uj8,1,55.1,79.4,2024-11-22T18:28:17.780Z,2024-11-22T18:28:20Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373910745,141,67.5,5373910747,212,18.6,5373910741,56,Center,5373910743,140,71.1,5373910749,213,5.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098295,240,1,1,26,58,bd4qakf7j0wwie8wke9km7uj8,1,71.2,67.5,2024-11-22T18:28:20.603Z,2024-11-22T18:28:24Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5373910913,141,76.0,5373910909,56,Center,5373910919,213,0.35,5373910915,212,16.7,5373910911,140,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098313,241,1,1,27,2,bd4qakf7j0wwie8wke9km7uj8,0,86.5,74.4,2024-11-22T18:28:24.389Z,2024-11-22T18:28:26Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5373911001,140,100.0,5373911007,213,5.19,5373910997,155,,5373910999,56,Center,5373911009,1,,5373911003,141,31.0,5373911005,212,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098535,242,5,1,27,4,bd4qakf7j0wwie8wke9km7uj8,0,101.0,34.6,2024-11-22T18:28:26.218Z,2024-11-22T20:03:08Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5373912243,233,274,5373912199,346,,5373912197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098357,274,5,1,27,4,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.0,65.4,2024-11-22T18:28:26.218Z,2024-11-22T20:03:07Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373911293,56,Back,5373912223,233,242,5373911295,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098507,275,1,1,27,25,8gxd9ry2580pu1b1dd5ny9ymy,1,4.7,61.7,2024-11-22T18:28:47.203Z,2024-11-22T18:28:51Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5373912049,56,Back,5373912055,212,27.9,5373912047,124,,5373912053,141,20.9,5373912051,140,7.6,5373912057,213,4.82,5373912061,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098523,276,1,1,27,28,8gxd9ry2580pu1b1dd5ny9ymy,0,10.6,16.8,2024-11-22T18:28:50.802Z,2024-11-22T18:28:52Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373912123,56,Back,5373912129,212,20.1,5373912127,141,6.5,5373912125,140,28.5,5373912131,213,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098543,243,1,1,27,31,bd4qakf7j0wwie8wke9km7uj8,0,67.7,94.8,2024-11-22T18:28:53.523Z,2024-11-22T18:28:54Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5373912233,141,91.7,5373912229,56,Left,5373912237,213,6.16,5373912231,140,83.7,5373912235,212,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098569,277,1,1,27,32,8gxd9ry2580pu1b1dd5ny9ymy,0,24.1,11.1,2024-11-22T18:28:54.834Z,2024-11-22T18:28:56Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373912367,141,15.8,5373912373,1,,5373912361,157,,5373912363,56,Right,5373912369,212,47.5,5373912371,213,0.07,5373912365,140,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098611,244,1,1,27,37,bd4qakf7j0wwie8wke9km7uj8,1,34.6,79.3,2024-11-22T18:28:59.307Z,2024-11-22T18:29:01Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373912589,3,,5373912595,141,85.1,5373912599,213,0.53,5373912593,140,41.0,5373912591,56,Back,5373912597,212,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098617,245,61,1,27,39,bd4qakf7j0wwie8wke9km7uj8,1,39.1,83.9,2024-11-22T18:29:01.146Z,2024-11-22T19:05:07Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373912627,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098645,246,61,1,27,40,bd4qakf7j0wwie8wke9km7uj8,0,39.9,77.5,2024-11-22T18:29:02.335Z,2024-11-22T19:05:05Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373912751,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098633,278,61,1,27,40,8gxd9ry2580pu1b1dd5ny9ymy,0,56.7,23.7,2024-11-22T18:29:02.665Z,2024-11-22T18:29:02Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373912711,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098731,248,1,1,27,43,bd4qakf7j0wwie8wke9km7uj8,1,55.2,68.2,2024-11-22T18:29:05.235Z,2024-11-22T18:29:10Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373913127,140,75.8,5373913131,212,25.2,5373913133,213,0.54,5373913129,141,87.1,5373913125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098745,249,1,1,27,48,bd4qakf7j0wwie8wke9km7uj8,0,92.0,82.6,2024-11-22T18:29:10.372Z,2024-11-22T18:29:11Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5373913177,141,48.4,5373913171,155,,5373913169,2,,5373913173,56,Center,5373913181,213,4.95,5373913179,212,23.9,5373913175,140,97.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098855,280,1,1,27,58,8gxd9ry2580pu1b1dd5ny9ymy,1,10.0,57.2,2024-11-22T18:29:20.676Z,2024-11-22T18:29:22Z,d9hh01mit4geyadol3gmzco9,F. Đukić,,,5373913681,56,Back,5373913679,123,,5373913687,212,18.5,5373913689,213,0.55,5373913683,140,25.0,5373913685,141,71.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098861,281,1,1,28,0,8gxd9ry2580pu1b1dd5ny9ymy,1,29.2,79.6,2024-11-22T18:29:22.547Z,2024-11-22T18:29:23Z,615e0bjcd0tyge047sy43y5sl,M. Spelmann,,,5373913725,56,Back,5373913737,212,6.9,5373913739,213,3.75,5373913729,140,23.8,5373913733,141,73.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098871,282,1,1,28,1,8gxd9ry2580pu1b1dd5ny9ymy,1,25.1,76.7,2024-11-22T18:29:23.449Z,2024-11-22T18:29:25Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5373913783,141,69.4,5373913781,140,30.6,5373913785,212,7.6,5373913779,56,Back,5373913787,213,5.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098899,283,1,1,28,3,8gxd9ry2580pu1b1dd5ny9ymy,1,30.2,64.3,2024-11-22T18:29:25.353Z,2024-11-22T18:29:28Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5373913893,213,4.92,5373913891,212,12.9,5373913885,56,Back,5373913889,141,45.7,5373913887,140,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098921,284,1,1,28,6,8gxd9ry2580pu1b1dd5ny9ymy,1,37.2,36.3,2024-11-22T18:29:28.561Z,2024-11-22T18:29:32Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373914007,141,10.9,5373914011,213,5.47,5373914005,140,52.8,5373914003,56,Right,5373914009,212,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098927,285,1,1,28,10,8gxd9ry2580pu1b1dd5ny9ymy,1,56.1,7.3,2024-11-22T18:29:32.177Z,2024-11-22T18:29:34Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5373914075,213,2.98,5373914069,140,40.5,5373914071,141,11.3,5373914073,212,16.6,5373914067,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098945,286,1,1,28,12,8gxd9ry2580pu1b1dd5ny9ymy,1,42.0,14.3,2024-11-22T18:29:33.993Z,2024-11-22T18:29:36Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373914165,141,23.3,5373914161,56,Center,5373914167,212,13.5,5373914169,213,0.47,5373914163,140,53.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750098979,287,1,1,28,14,8gxd9ry2580pu1b1dd5ny9ymy,0,52.7,23.7,2024-11-22T18:29:36.369Z,2024-11-22T18:29:41Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5373914337,213,1.50,5373914331,140,53.7,5373914335,212,14.8,5373914333,141,45.4,5373914329,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099043,251,1,1,28,23,bd4qakf7j0wwie8wke9km7uj8,1,72.5,38.3,2024-11-22T18:29:45.148Z,2024-11-22T18:29:58Z,m031ocyfq011rual3olkegdm,A. Taranis,1.0,,5373915085,210,15,5373914675,140,81.1,5373914673,56,Center,5373914681,213,0.66,5373914679,212,11.5,5373915087,154,,5373914677,141,48.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099047,252,15,1,28,25,bd4qakf7j0wwie8wke9km7uj8,1,85.9,47.2,2024-11-22T18:29:47.299Z,2024-11-22T18:29:59Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373915111,146,88.2,5373914901,20,,5373915099,55,251,5373915105,103,19,5373915097,154,,5373914691,56,Center,5373915113,147,48.2,5373914689,17,,5373915095,29,5373915093,76,,,5373915117,231,5373915119,233,288,5373915091,23,5373915115,230,98.2,5373914905,82,5373915103,102,49.1,,,53.2,,
2750099055,288,10,1,28,25,8gxd9ry2580pu1b1dd5ny9ymy,1,11.8,51.8,2024-11-22T18:29:47.399Z,2024-11-22T18:29:59Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373914737,56,Back,5373914735,94,,5373915137,233,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099049,253,6,1,28,26,bd4qakf7j0wwie8wke9km7uj8,1,88.5,48.7,2024-11-22T18:29:48.251Z,2024-11-22T20:01:45Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373914771,75,,5373914769,56,Center,5373914829,233,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099065,289,6,1,28,26,8gxd9ry2580pu1b1dd5ny9ymy,0,11.5,51.3,2024-11-22T18:29:48.251Z,2024-11-22T20:01:45Z,dshwz1df0rbe0fztksawvd0wl,M. Olsen,,,5373914827,73,,5373914825,56,Back,5373914833,233,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099369,254,1,1,29,9,bd4qakf7j0wwie8wke9km7uj8,1,99.5,0.5,2024-11-22T18:30:31.185Z,2024-11-22T18:30:36Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373916565,56,Right,5373916563,6,,5373916571,212,9.8,5373916569,141,8.2,5373916573,213,2.58,5373916567,140,91.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099407,255,1,1,29,11,bd4qakf7j0wwie8wke9km7uj8,1,90.8,10.4,2024-11-22T18:30:33.513Z,2024-11-22T18:30:35Z,m031ocyfq011rual3olkegdm,A. Taranis,,,5373916757,213,2.61,5373916751,140,84.2,5373916755,212,8.0,5373916753,141,16.4,5373916749,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099413,256,1,1,29,13,bd4qakf7j0wwie8wke9km7uj8,0,81.7,17.3,2024-11-22T18:30:35.601Z,2024-11-22T18:30:37Z,aejgqvdw1jftxaa538kaa15w4,O. Juul,,,5373916799,141,47.3,5373916793,155,,5373916801,212,22.1,5373916791,2,,5373916803,213,1.18,5373916797,140,89.7,5373916795,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099433,290,12,1,29,15,8gxd9ry2580pu1b1dd5ny9ymy,1,10.4,51.8,2024-11-22T18:30:37.816Z,2024-11-22T18:47:54Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5373916949,213,6.12,5373916937,140,27.2,5373916953,15,,5373916945,212,17.9,5373916933,56,Back,5373916941,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099477,257,1,1,29,18,bd4qakf7j0wwie8wke9km7uj8,1,70.4,49.9,2024-11-22T18:30:40.057Z,2024-11-22T18:30:44Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373917125,140,64.7,5373917131,213,4.47,5373917127,141,14.1,5373917129,212,25.1,5373917123,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099493,258,1,1,29,21,bd4qakf7j0wwie8wke9km7uj8,0,64.9,13.8,2024-11-22T18:30:43.897Z,2024-11-22T18:30:46Z,7h02v4ymnko5fh01iylbh34es,R. Arabaci,,,5373917205,1,,5373917193,155,,5373917201,212,44.9,5373917199,141,67.0,5373917197,140,90.2,5373917203,213,0.94,5373917195,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099513,291,12,1,29,26,8gxd9ry2580pu1b1dd5ny9ymy,1,11.9,35.4,2024-11-22T18:30:47.921Z,2024-11-22T18:47:52Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5373917293,212,16.0,5373917289,140,25.6,5373917301,15,,5373917291,141,45.7,5373917287,56,Back,5373917295,213,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099533,259,1,1,29,27,bd4qakf7j0wwie8wke9km7uj8,1,70.0,60.2,2024-11-22T18:30:49.529Z,2024-11-22T19:06:05Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373917433,140,82.1,5373917439,213,1.03,5373917437,212,24.7,5373917431,56,Left,5373917435,141,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099603,260,1,1,29,31,bd4qakf7j0wwie8wke9km7uj8,1,77.3,93.6,2024-11-22T18:30:53.360Z,2024-11-22T18:30:59Z,81c40rn7lrb39qu0sam8kv6dw,O. Skolnik,,,5373917823,141,89.9,5373917819,56,Left,5373917827,213,6.11,5373917825,212,14.6,5373917821,140,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099623,261,1,1,29,37,bd4qakf7j0wwie8wke9km7uj8,1,83.0,94.8,2024-11-22T18:30:59.536Z,2024-11-22T19:07:34Z,cf6zq49y8v1ekw07e7yi3uac,A. Maarup,,,5373917925,140,32.2,5373917941,1,,5373917933,212,61.4,5373917929,141,50.0,5373917937,213,3.66,5373917921,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099673,262,1,1,29,42,bd4qakf7j0wwie8wke9km7uj8,1,29.9,49.0,2024-11-22T18:31:04.168Z,2024-11-22T18:31:07Z,8r9iqig43yjty7l1oq6yg73mc,M. Brylov,,,5373918219,141,26.5,5373918223,213,5.50,5373918215,56,Back,5373918221,212,21.7,5373918217,140,44.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099701,263,1,1,29,45,bd4qakf7j0wwie8wke9km7uj8,1,48.5,23.9,2024-11-22T18:31:07.641Z,2024-11-22T18:31:10Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373918377,56,Back,5373918383,212,15.7,5373918385,213,2.23,5373918381,141,42.2,5373918379,140,39.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099715,264,1,1,29,48,bd4qakf7j0wwie8wke9km7uj8,1,38.8,46.0,2024-11-22T18:31:10.200Z,2024-11-22T18:31:11Z,35og29e19w0ykeqcvudhpgr8,N. Vesterbæk,,,5373918447,141,30.9,5373918441,56,Back,5373918455,213,4.93,5373918451,212,10.5,5373918443,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099733,265,1,1,29,49,bd4qakf7j0wwie8wke9km7uj8,1,41.8,31.3,2024-11-22T18:31:11.481Z,2024-11-22T18:31:13Z,bwozpgcm48s08t1glxfgjajmd,N. Halse,,,5373918579,140,49.2,5373918581,141,39.2,5373918585,213,0.60,5373918583,212,9.4,5373918577,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099767,266,1,1,29,51,bd4qakf7j0wwie8wke9km7uj8,1,40.6,27.4,2024-11-22T18:31:13.592Z,2024-11-22T18:31:15Z,6zhj070huc77sl5o5bx6ey5g4,G. Fraulo,,,5373918695,141,6.7,5373918691,56,Back,5373918703,213,4.88,5373918693,140,42.8,5373918699,212,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099795,267,1,1,29,53,bd4qakf7j0wwie8wke9km7uj8,1,41.7,12.0,2024-11-22T18:31:15.704Z,2024-11-22T18:31:18Z,duvhbifjh37mvlm46akiy431m,M. Juhl,,,5373918803,141,42.2,5373918801,140,46.6,5373918805,212,21.2,5373918799,56,Back,5373918807,213,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099801,268,1,1,29,56,bd4qakf7j0wwie8wke9km7uj8,0,46.5,39.4,2024-11-22T18:31:18.345Z,2024-11-22T18:31:18Z,7pnxa8wzxx5qxevcckxdd62tx,E. Nielsen,,,5373918847,212,12.5,5373918841,140,50.6,5373918843,141,22.1,5373918849,213,5.06,5373918837,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2750099839,292,1,1,29,57,8gxd9ry2580pu1b1dd5ny9ymy,1,54.4,77.8,2024-11-22T18:31:19.408Z,2024-11-22T18:31:23Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5373919063,3,,5373919071,212,7.6,5373919069,141,76.9,5373919067,140,61.6,5373919073,213,6.20,5373919065,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
