id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value
2740031671,89,1,1,9,35,6wwwud48qahpwrfxs20334qk5,1,69.6,21.5,2024-10-27T14:11:19.275Z,2024-10-27T14:11:21Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318736159,141,12.3,5318736163,213,5.04,5318736161,212,6.6,5318736155,56,Right,5318736157,140,71.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031721,90,1,1,9,38,6wwwud48qahpwrfxs20334qk5,1,71.6,12.3,2024-10-27T14:11:21.787Z,2024-10-27T14:11:23Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318736399,140,66.4,5318736403,212,12.3,5318736407,213,2.03,5318736401,141,28.5,5318736397,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031773,91,1,1,9,40,6wwwud48qahpwrfxs20334qk5,1,66.3,28.6,2024-10-27T14:11:23.795Z,2024-10-27T14:11:25Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5318736679,141,18.2,5318736681,212,7.1,5318736683,213,4.65,5318736677,140,65.9,5318736675,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031909,92,1,1,9,41,6wwwud48qahpwrfxs20334qk5,1,63.7,15.9,2024-10-27T14:11:25.315Z,2024-10-27T14:11:30Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318737361,213,6.09,5318737351,56,Right,5318737355,140,70.5,5318737359,212,7.3,5318737357,141,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740031923,93,1,1,9,46,6wwwud48qahpwrfxs20334qk5,0,66.4,16.5,2024-10-27T14:11:29.884Z,2024-10-27T14:11:33Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318737443,140,67.9,5318737447,212,3.0,5318737445,141,20.3,5318737817,233,85,5318737451,213,1.02,5318737821,286,,5318737441,56,Right,5318737815,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032001,85,74,1,9,46,b2vft81kyjurzbmekvgrqwr64,1,22.4,78.5,2024-10-27T14:11:29.885Z,2024-10-27T16:50:51Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318737781,56,Back,5318737879,233,93,5318737783,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032035,87,1,1,9,51,b2vft81kyjurzbmekvgrqwr64,1,34.4,63.6,2024-10-27T14:11:34.526Z,2024-10-27T14:11:35Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5318737983,141,49.9,5318737987,213,5.28,5318737979,56,Back,5318737985,212,11.0,5318737981,140,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032053,88,43,1,9,51,b2vft81kyjurzbmekvgrqwr64,1,0.0,0.0,2024-10-27T14:11:35.014Z,2024-10-27T14:11:39Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318738073,285,0,5318738515,144,7,5318738071,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032069,89,1,1,9,52,b2vft81kyjurzbmekvgrqwr64,0,40.0,49.9,2024-10-27T14:11:35.509Z,2024-10-27T16:13:49Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318738093,155,,5318738109,212,30.3,5318738097,56,Center,5318738105,141,60.9,5318738101,140,68.0,5318738113,213,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032135,94,1,1,9,53,6wwwud48qahpwrfxs20334qk5,1,31.3,39.2,2024-10-27T14:11:37.467Z,2024-10-27T14:11:38Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318738445,213,1.69,5318738443,212,7.0,5318738439,140,30.5,5318738435,3,,5318738441,141,49.4,5318738437,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032177,96,1,1,9,55,6wwwud48qahpwrfxs20334qk5,1,31.0,53.3,2024-10-27T14:11:38.539Z,2024-10-27T14:11:40Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5318738649,141,47.3,5318738651,212,5.2,5318738653,213,5.39,5318738647,140,34.1,5318738645,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032255,97,1,1,9,56,6wwwud48qahpwrfxs20334qk5,1,43.1,48.4,2024-10-27T14:11:40.090Z,2024-10-27T14:11:43Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318739065,56,Back,5318739071,212,12.7,5318739067,140,44.5,5318739073,213,1.46,5318739069,141,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032279,98,1,1,10,0,6wwwud48qahpwrfxs20334qk5,1,45.0,66.9,2024-10-27T14:11:43.796Z,2024-10-27T14:11:45Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5318739195,141,57.2,5318739191,56,Back,5318739197,212,6.6,5318739199,213,4.82,5318739193,140,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032333,99,1,1,10,1,6wwwud48qahpwrfxs20334qk5,1,45.8,56.1,2024-10-27T14:11:45.474Z,2024-10-27T14:11:47Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318739475,140,57.0,5318739473,56,Center,5318739477,141,32.2,5318739481,213,5.34,5318739479,212,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032369,100,1,1,10,4,6wwwud48qahpwrfxs20334qk5,1,57.0,33.3,2024-10-27T14:11:47.571Z,2024-10-27T14:11:49Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318739655,213,0.57,5318739651,141,40.0,5318739647,56,Center,5318739653,212,8.4,5318739649,140,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032425,101,1,1,10,5,6wwwud48qahpwrfxs20334qk5,0,63.8,37.0,2024-10-27T14:11:49.330Z,2024-10-27T14:11:52Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5318739935,212,13.5,5318739931,140,68.6,5318739937,213,5.10,5318739929,56,Right,5318739933,141,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032451,91,1,1,10,8,b2vft81kyjurzbmekvgrqwr64,1,31.3,83.8,2024-10-27T14:11:52.237Z,2024-10-27T14:11:54Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318740119,56,Back,5318740127,141,64.5,5318740123,140,22.4,5318740131,213,4.09,5318740129,212,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032465,92,1,1,10,10,b2vft81kyjurzbmekvgrqwr64,0,22.4,64.5,2024-10-27T14:11:53.869Z,2024-10-27T14:11:54Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318740235,212,27.9,5318740233,141,80.0,5318740227,155,,5318740237,213,0.39,5318740231,140,47.0,5318740229,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032523,102,1,1,10,11,6wwwud48qahpwrfxs20334qk5,0,58.5,31.5,2024-10-27T14:11:55.354Z,2024-10-27T14:11:57Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318740553,140,72.4,5318740557,212,14.6,5318740549,3,,5318740561,213,0.07,5318740555,141,33.0,5318740551,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032583,93,1,1,10,13,b2vft81kyjurzbmekvgrqwr64,1,27.7,71.5,2024-10-27T14:11:57.153Z,2024-10-27T14:11:59Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5318740811,140,27.5,5318740827,213,1.59,5318740805,56,Back,5318740823,212,11.3,5318740799,3,,5318740817,141,88.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032715,94,1,1,10,17,b2vft81kyjurzbmekvgrqwr64,1,25.0,86.6,2024-10-27T14:12:01.246Z,2024-10-27T14:12:06Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5318741533,56,Back,5318741537,141,93.2,5318741541,213,0.24,5318741535,140,42.1,5318741539,212,18.5,5318741543,1,,5318741531,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032751,95,1,1,10,22,b2vft81kyjurzbmekvgrqwr64,1,42.0,93.0,2024-10-27T14:12:06.462Z,2024-10-27T14:12:08Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5318741769,140,39.2,5318741777,212,18.2,5318741773,141,66.6,5318741763,56,Back,5318741781,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032815,96,1,1,10,24,b2vft81kyjurzbmekvgrqwr64,1,39.2,66.6,2024-10-27T14:12:08.085Z,2024-10-27T14:12:11Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318742059,213,4.68,5318742053,140,38.1,5318742057,212,35.7,5318742061,1,,5318742055,141,14.1,5318742051,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032857,97,1,1,10,27,b2vft81kyjurzbmekvgrqwr64,1,38.1,9.7,2024-10-27T14:12:11.013Z,2024-10-27T14:12:12Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5318742313,213,2.24,5318742305,141,22.7,5318742301,56,Back,5318742309,212,11.3,5318742303,140,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032899,98,1,1,10,29,b2vft81kyjurzbmekvgrqwr64,1,31.4,22.7,2024-10-27T14:12:12.581Z,2024-10-27T16:22:49Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318742543,140,41.4,5318742549,213,0.22,5318742547,212,10.8,5318742541,56,Back,5318742545,141,26.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032929,99,1,1,10,31,b2vft81kyjurzbmekvgrqwr64,1,42.0,26.2,2024-10-27T14:12:14.965Z,2024-10-27T14:12:15Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318742699,141,28.8,5318742701,212,6.6,5318742697,140,48.1,5318742703,213,0.27,5318742695,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740032959,100,1,1,10,32,b2vft81kyjurzbmekvgrqwr64,1,48.1,28.8,2024-10-27T14:12:15.758Z,2024-10-27T14:12:17Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318742833,141,22.5,5318742837,213,3.55,5318742835,212,10.9,5318742829,56,Back,5318742831,140,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033017,101,1,1,10,33,b2vft81kyjurzbmekvgrqwr64,1,38.6,22.5,2024-10-27T14:12:17.045Z,2024-10-27T16:22:51Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318743139,213,3.94,5318743129,56,Back,5318743135,141,12.0,5318743137,212,10.0,5318743133,140,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033189,102,1,1,10,37,b2vft81kyjurzbmekvgrqwr64,1,54.1,21.8,2024-10-27T14:12:21.269Z,2024-10-27T14:12:25Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318743995,56,Center,5318744003,212,12.0,5318743997,140,61.0,5318744009,213,0.92,5318743999,141,35.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033219,103,1,1,10,41,b2vft81kyjurzbmekvgrqwr64,1,61.0,35.8,2024-10-27T14:12:25.317Z,2024-10-27T14:12:26Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318744155,212,12.4,5318744151,140,53.7,5318744153,141,21.5,5318744149,56,Center,5318744157,213,4.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033291,104,1,1,10,43,b2vft81kyjurzbmekvgrqwr64,0,53.7,21.5,2024-10-27T14:12:26.517Z,2024-10-27T16:22:52Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318744613,213,0.81,5318744599,196,,5318744609,141,98.9,5318744615,1,,5318744595,155,,5318744603,56,Left,5318744607,140,100.0,5318744611,212,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033397,103,5,1,10,46,6wwwud48qahpwrfxs20334qk5,1,-1.2,3.0,2024-10-27T14:12:29.719Z,2024-10-27T16:24:24Z,65g5cfsdr10378yvmkpm19444,A. Dahl,,,5318745269,233,105,5318745199,346,,5318745197,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033299,105,5,1,10,46,b2vft81kyjurzbmekvgrqwr64,0,101.2,97.0,2024-10-27T14:12:29.719Z,2024-10-27T16:24:24Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318744647,56,Left,5318744651,346,,5318745317,233,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033489,104,1,1,10,51,6wwwud48qahpwrfxs20334qk5,1,3.5,48.5,2024-10-27T14:12:35.282Z,2024-10-27T14:12:40Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5318745703,56,Back,5318745709,212,14.4,5318745707,141,69.4,5318745773,189,,5318745719,237,,5318745713,213,1.40,5318745701,124,,5318745705,140,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033617,105,1,1,10,58,6wwwud48qahpwrfxs20334qk5,1,6.0,70.2,2024-10-27T14:12:42.081Z,2024-10-27T14:12:46Z,3od63zrf6cay4d6ync9i2iuqc,F. Rieper,,,5318746291,141,49.1,5318746289,140,5.1,5318746295,213,4.65,5318746287,56,Back,5318746293,212,14.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033671,106,1,1,11,2,6wwwud48qahpwrfxs20334qk5,1,10.6,52.2,2024-10-27T14:12:46.195Z,2024-10-27T14:12:48Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5318746551,56,Back,5318746559,213,6.22,5318746563,1,,5318746549,155,,5318746555,141,49.1,5318746553,140,44.9,5318746557,212,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033697,107,1,1,11,4,6wwwud48qahpwrfxs20334qk5,0,44.8,47.3,2024-10-27T14:12:48.393Z,2024-10-27T14:12:49Z,9jqox80arzpytv1b136jobhpm,A. Bøndergaard,,,5318746677,3,,5318746683,141,54.9,5318746687,213,0.44,5318746679,56,Center,5318746685,212,12.2,5318746681,140,55.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033777,106,1,1,11,6,b2vft81kyjurzbmekvgrqwr64,0,42.5,48.7,2024-10-27T14:12:50.269Z,2024-10-27T16:22:51Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318747121,141,56.0,5318747115,157,,5318747117,56,Center,5318747125,213,0.13,5318747127,1,,5318747119,140,78.4,5318747123,212,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740033919,108,1,1,11,10,6wwwud48qahpwrfxs20334qk5,1,36.5,68.5,2024-10-27T14:12:54.153Z,2024-10-27T22:07:03Z,4bojyjyvkdgm1lss6n37q2t5g,D. Kristjánsson,,,5318747905,140,47.7,5318747911,213,5.52,5318747907,141,52.1,5318747909,212,16.2,5318747903,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034017,109,1,1,11,18,6wwwud48qahpwrfxs20334qk5,1,63.0,58.8,2024-10-27T14:13:01.617Z,2024-10-27T14:13:04Z,7ztdirfvd9d0x2yw1v051xzbo,W. Madsen,,,5318748469,213,1.70,5318748463,140,61.9,5318748467,212,9.1,5318748465,141,72.0,5318748461,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034041,110,1,1,11,20,6wwwud48qahpwrfxs20334qk5,1,62.3,79.6,2024-10-27T14:13:03.922Z,2024-10-27T14:13:05Z,6wfu6s6xo5zjeke21fgbouql0,J. Jessen,,,5318748625,212,8.3,5318748621,140,69.5,5318748623,141,74.5,5318748627,213,5.85,5318748619,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034049,111,1,1,11,21,6wwwud48qahpwrfxs20334qk5,0,67.8,82.8,2024-10-27T14:13:05.026Z,2024-10-27T14:13:14Z,ayxi2m0g0pm6rl1ba5pto66z9,G. Marcussen,,,5318748659,56,Center,5318748667,213,4.91,5318748663,141,69.7,5318748665,212,9.1,5318748661,140,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034057,107,8,1,11,22,b2vft81kyjurzbmekvgrqwr64,1,26.6,24.1,2024-10-27T14:13:05.982Z,2024-10-27T14:13:06Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5318748709,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034149,109,1,1,11,23,b2vft81kyjurzbmekvgrqwr64,1,32.5,29.1,2024-10-27T14:13:07.085Z,2024-10-27T14:13:10Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5318749205,56,Back,5318749217,212,13.0,5318749213,141,47.3,5318749221,213,1.25,5318749209,140,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034315,110,1,1,11,26,b2vft81kyjurzbmekvgrqwr64,1,36.4,47.3,2024-10-27T14:13:10.029Z,2024-10-27T14:13:17Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318750139,141,89.4,5318750143,213,1.47,5318750135,140,39.1,5318750141,212,28.8,5318750133,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034501,111,1,1,11,34,b2vft81kyjurzbmekvgrqwr64,1,55.7,90.2,2024-10-27T14:13:17.557Z,2024-10-27T14:13:26Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5318751199,141,69.7,5318751201,212,24.4,5318751197,140,36.6,5318751203,213,3.75,5318751195,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034519,112,1,1,11,42,b2vft81kyjurzbmekvgrqwr64,1,36.8,66.9,2024-10-27T14:13:26.013Z,2024-10-27T14:13:27Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318751285,56,Back,5318751303,213,4.40,5318751293,141,36.1,5318751297,212,22.0,5318751289,140,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034543,113,1,1,11,43,b2vft81kyjurzbmekvgrqwr64,1,30.4,36.1,2024-10-27T14:13:26.813Z,2024-10-27T14:13:28Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318751415,140,35.7,5318751421,213,1.15,5318751417,141,54.5,5318751413,56,Back,5318751419,212,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034593,114,1,1,11,44,b2vft81kyjurzbmekvgrqwr64,1,35.7,54.5,2024-10-27T14:13:28.093Z,2024-10-27T14:13:30Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318751679,140,29.7,5318751683,212,20.2,5318751677,56,Back,5318751681,141,26.2,5318751685,213,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034655,115,1,1,11,47,b2vft81kyjurzbmekvgrqwr64,1,31.9,33.7,2024-10-27T14:13:30.517Z,2024-10-27T14:13:33Z,ayhdul772mr22qoly04psb3f8,O. Dorph,,,5318752107,212,16.9,5318752109,213,4.56,5318752089,56,Back,5318752097,140,29.4,5318752101,141,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034845,116,1,1,11,50,b2vft81kyjurzbmekvgrqwr64,1,28.9,6.7,2024-10-27T14:13:33.789Z,2024-10-27T14:13:42Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318753205,141,81.7,5318753195,56,Back,5318753211,1,,5318753207,212,51.3,5318753187,155,,5318753191,196,,5318753199,140,34.6,5318753209,213,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034905,117,1,1,11,59,b2vft81kyjurzbmekvgrqwr64,1,57.6,85.7,2024-10-27T14:13:42.589Z,2024-10-27T14:13:44Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5318753511,213,6.15,5318753507,141,84.2,5318753509,212,7.4,5318753503,56,Left,5318753505,140,64.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034943,118,1,1,12,1,b2vft81kyjurzbmekvgrqwr64,1,66.3,71.7,2024-10-27T14:13:44.741Z,2024-10-27T14:13:47Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318753715,141,69.9,5318753711,56,Center,5318753713,140,72.9,5318753719,213,6.11,5318753717,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740034947,119,50,1,12,3,b2vft81kyjurzbmekvgrqwr64,1,73.6,65.2,2024-10-27T14:13:46.878Z,2024-10-27T14:13:55Z,8gdfn7j6xac9p4jh94hk40jdg,J. Cornelius,,,5318754131,233,112,5318753733,286,,5318753729,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035003,112,7,1,12,3,6wwwud48qahpwrfxs20334qk5,0,26.4,34.8,2024-10-27T14:13:46.879Z,2024-10-27T14:13:53Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318754045,56,Back,5318754085,233,119,5318754047,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035043,120,3,1,12,6,b2vft81kyjurzbmekvgrqwr64,0,76.8,71.2,2024-10-27T14:13:50.109Z,2024-10-27T14:13:59Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318754261,56,Center,5318754811,233,113,5318754263,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035095,113,7,1,12,6,6wwwud48qahpwrfxs20334qk5,1,23.2,28.8,2024-10-27T14:13:50.110Z,2024-10-27T14:13:58Z,b1kyjkhaaiw32cb4bubbpm7tg,J. Kudsk,,,5318754593,56,Back,5318754773,233,120,5318754595,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035107,114,61,1,12,7,6wwwud48qahpwrfxs20334qk5,1,23.6,44.2,2024-10-27T14:13:50.898Z,2024-10-27T16:46:50Z,7rt4wpc0qphwnvhn8jeazesfe,F. Winther,,,5318754647,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035115,121,1,1,12,7,b2vft81kyjurzbmekvgrqwr64,1,82.3,80.8,2024-10-27T14:13:51.381Z,2024-10-27T16:22:54Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318754733,213,4.67,5318754697,56,Center,5318754693,3,,5318754725,141,44.2,5318754729,212,24.9,5318754699,140,81.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035159,122,1,1,12,11,b2vft81kyjurzbmekvgrqwr64,1,81.3,44.2,2024-10-27T14:13:54.605Z,2024-10-27T14:13:56Z,dwuxps3jv2852642q000wep6,V. Rasmussen,,,5318754919,213,2.67,5318754905,56,Center,5318754907,140,77.1,5318754915,212,4.9,5318754911,141,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035213,123,1,1,12,12,b2vft81kyjurzbmekvgrqwr64,1,77.1,47.5,2024-10-27T14:13:56.213Z,2024-10-27T16:23:27Z,4qyfoq5fjiochtj89w426lm21,S. Andreasen,,,5318755195,213,4.84,5318755187,56,Right,5318755193,212,19.6,5318755191,141,18.9,5318755189,140,79.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035237,124,1,1,12,15,b2vft81kyjurzbmekvgrqwr64,1,79.5,18.9,2024-10-27T14:13:58.621Z,2024-10-27T16:23:46Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5318755375,56,Right,5318755377,140,73.5,5318755383,213,3.90,5318755381,212,8.7,5318755379,141,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035333,125,1,1,12,18,b2vft81kyjurzbmekvgrqwr64,1,73.4,15.8,2024-10-27T14:14:01.494Z,2024-10-27T14:14:05Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5318755947,212,10.8,5318755939,56,Center,5318755943,141,30.1,5318755949,213,1.13,5318755941,140,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035425,126,1,1,12,21,b2vft81kyjurzbmekvgrqwr64,0,78.4,28.5,2024-10-27T14:14:04.885Z,2024-10-27T16:23:41Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318756411,140,100.0,5318756407,155,,5318756405,2,,5318756409,56,Center,5318756415,212,31.3,5318756413,141,59.1,5318756417,213,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035789,115,5,1,12,24,6wwwud48qahpwrfxs20334qk5,1,-0.9,41.0,2024-10-27T14:14:08.095Z,2024-10-27T16:24:25Z,eiy7fhqxdx3ypg4dq4454hpbe,V. Birksø,,,5318758323,233,127,5318758257,56,Back,5318758259,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2740035435,127,5,1,12,24,b2vft81kyjurzbmekvgrqwr64,0,100.9,59.0,2024-10-27T14:14:08.095Z,2024-10-27T16:24:25Z,bp232fgjrfyok2471ec7u1tcl,M. Kristensen,,,5318758371,233,115,5318756471,346,,5318756469,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
