id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/8/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2815032561,117,1,1,11,22,8gxd9ry2580pu1b1dd5ny9ymy,1,43.1,18.0,2025-05-15T17:12:50.586Z,2025-05-15T17:12:52Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728773595,141,37.0,5728773599,212,13.4,5728773601,213,1.85,5728773591,140,39.6,5728773589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032585,118,1,1,11,24,8gxd9ry2580pu1b1dd5ny9ymy,1,39.6,37.0,2025-05-15T17:12:52.514Z,2025-05-15T17:12:56Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728773721,56,Back,5728773729,213,3.05,5728773725,141,39.1,5728773723,140,24.2,5728773727,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032605,119,1,1,11,27,8gxd9ry2580pu1b1dd5ny9ymy,1,22.3,39.8,2025-05-15T17:12:55.914Z,2025-05-15T17:12:58Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728773837,56,Back,5728773845,213,2.44,5728773843,212,17.2,5728773841,141,56.1,5728773839,140,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032619,120,1,1,11,30,8gxd9ry2580pu1b1dd5ny9ymy,0,9.6,56.0,2025-05-15T17:12:58.035Z,2025-05-15T17:12:59Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728773931,56,Back,5728773929,157,,5728773939,213,6.07,5728773941,1,,5728773933,140,38.3,5728773935,141,46.4,5728773937,212,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032641,97,1,1,11,32,f1h34qp5zbfl489q8vnkhiq9s,0,60.4,42.7,2025-05-15T17:13:00.802Z,2025-05-15T17:13:01Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728774031,56,Center,5728774029,3,,5728774039,213,0.43,5728774035,141,51.6,5728774033,140,73.0,5728774037,212,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032661,121,1,1,11,35,8gxd9ry2580pu1b1dd5ny9ymy,1,28.8,48.8,2025-05-15T17:13:03.042Z,2025-05-15T17:13:04Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728774195,212,18.2,5728774193,141,31.8,5728774197,213,5.60,5728774189,56,Back,5728774191,140,42.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032677,122,1,1,11,36,8gxd9ry2580pu1b1dd5ny9ymy,1,42.2,31.5,2025-05-15T17:13:04.666Z,2025-05-15T17:13:08Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728774247,56,Back,5728774251,141,9.4,5728774255,213,4.36,5728774253,212,16.0,5728774249,140,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032685,123,1,1,11,40,8gxd9ry2580pu1b1dd5ny9ymy,1,37.0,9.4,2025-05-15T17:13:07.930Z,2025-05-15T17:13:10Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728774333,140,38.4,5728774335,141,28.0,5728774337,212,12.7,5728774331,56,Back,5728774339,213,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032691,124,1,1,11,42,8gxd9ry2580pu1b1dd5ny9ymy,1,38.5,28.2,2025-05-15T17:13:10.274Z,2025-05-15T17:13:11Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728774377,212,28.4,5728774373,140,65.5,5728774375,141,28.9,5728774379,213,0.02,5728774371,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032701,125,1,1,11,43,8gxd9ry2580pu1b1dd5ny9ymy,1,65.5,28.9,2025-05-15T17:13:11.706Z,2025-05-15T19:26:53Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728774433,213,3.30,5728774425,56,Back,5728774431,212,22.8,5728774429,141,23.6,5728774427,140,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032721,126,1,1,11,45,8gxd9ry2580pu1b1dd5ny9ymy,0,44.0,23.3,2025-05-15T17:13:13.858Z,2025-05-15T17:53:21Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728774539,1,,5728774529,56,Right,5728774531,140,81.6,5728855285,155,,5728774535,212,40.2,5728774533,141,12.5,5728774537,213,6.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032735,127,43,1,11,49,8gxd9ry2580pu1b1dd5ny9ymy,1,0.0,0.0,2025-05-15T17:13:17.737Z,2025-05-15T17:53:14Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728774741,233,98,5728774607,286,0,5728855163,144,50,5728774605,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032757,98,43,1,11,49,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:13:17.738Z,2025-05-15T17:53:16Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728774703,56,Back,5728774707,285,0,5728855195,144,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032771,99,1,1,11,53,f1h34qp5zbfl489q8vnkhiq9s,0,16.2,93.3,2025-05-15T17:13:21.577Z,2025-05-15T17:13:23Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728774789,157,,5728774791,56,Back,5728774799,213,0.36,5728774795,141,100.0,5728774793,140,30.6,5728774801,1,,5728774797,212,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032779,100,5,1,11,54,f1h34qp5zbfl489q8vnkhiq9s,0,36.0,101.6,2025-05-15T17:13:22.104Z,2025-05-15T18:52:20Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728774815,56,Back,5728774817,347,,5728775055,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032807,128,5,1,11,54,8gxd9ry2580pu1b1dd5ny9ymy,1,64.0,-1.6,2025-05-15T17:13:22.104Z,2025-05-15T18:52:19Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728775029,233,100,5728775025,347,,5728775023,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032833,129,1,1,12,2,8gxd9ry2580pu1b1dd5ny9ymy,1,53.6,0.0,2025-05-15T17:13:30.066Z,2025-05-15T17:13:34Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728775179,56,Right,5728775187,213,1.24,5728775185,212,14.2,5728775183,141,19.4,5728775181,140,58.0,5728775177,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032829,101,83,1,12,5,f1h34qp5zbfl489q8vnkhiq9s,0,37.4,75.4,2025-05-15T17:13:33.529Z,2025-05-15T17:13:38Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728775347,399,dm6xpphbyyooqriwaambi7njd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032849,130,1,1,12,6,8gxd9ry2580pu1b1dd5ny9ymy,1,64.8,27.4,2025-05-15T17:13:34.562Z,2025-05-15T17:13:37Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728775291,141,50.4,5728775289,140,50.5,5728775287,56,Center,5728775295,213,2.34,5728775293,212,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032855,131,1,1,12,9,8gxd9ry2580pu1b1dd5ny9ymy,1,50.5,50.4,2025-05-15T17:13:37.321Z,2025-05-15T17:13:43Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728775321,213,0.32,5728775317,141,70.6,5728775489,1,,5728775319,212,43.5,5728775313,56,Center,5728775315,140,89.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032891,132,1,1,12,15,8gxd9ry2580pu1b1dd5ny9ymy,0,93.7,62.6,2025-05-15T17:13:43.282Z,2025-05-15T17:13:44Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5728775521,213,4.88,5728775515,140,94.8,5728775513,56,Center,5728775517,141,52.4,5728775519,212,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032903,102,12,1,12,17,f1h34qp5zbfl489q8vnkhiq9s,1,9.7,40.4,2025-05-15T17:13:45.001Z,2025-05-15T17:13:47Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728775587,212,15.2,5728775581,56,Back,5728775589,213,3.93,5728775583,140,0.0,5728775585,141,24.6,5728775617,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032907,103,6,1,12,17,f1h34qp5zbfl489q8vnkhiq9s,0,2.4,33.6,2025-05-15T17:13:45.202Z,2025-05-15T19:03:19Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728775689,233,133,5728775625,73,,5728775623,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815032899,133,6,1,12,17,8gxd9ry2580pu1b1dd5ny9ymy,1,97.6,66.4,2025-05-15T17:13:45.202Z,2025-05-15T19:03:19Z,7ymn0ytcqi6l43nqraxt9s1zo,A. Johansen,,,5728775579,73,,5728775671,233,103,5728775577,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033179,134,1,1,12,50,8gxd9ry2580pu1b1dd5ny9ymy,1,99.5,99.5,2025-05-15T17:14:18.050Z,2025-05-15T17:14:24Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728777047,6,,5728777059,212,30.7,5728777051,223,,5728777053,56,Center,5728777055,140,91.6,5728777045,2,,5728777057,141,56.0,5728777049,155,,5728777061,213,,,,,,,,,4.44,,,,,,,,,,,,,,,,,,,,
2815033203,135,1,1,12,52,8gxd9ry2580pu1b1dd5ny9ymy,0,90.7,59.6,2025-05-15T17:14:20.489Z,2025-05-15T17:14:40Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728777175,141,27.1,5728777173,140,93.0,5728777169,168,,5728777177,212,22.2,5728777171,56,Center,5728777167,3,,5728777179,213,4.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033227,138,44,1,12,54,8gxd9ry2580pu1b1dd5ny9ymy,1,95.8,39.6,2025-05-15T17:14:22.232Z,2025-05-15T19:03:37Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728777747,233,104,5728777275,286,,5728777273,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033225,104,44,1,12,54,f1h34qp5zbfl489q8vnkhiq9s,0,4.2,60.4,2025-05-15T17:14:22.233Z,2025-05-15T19:03:38Z,1se7wkenvs4elrapvdw9mdnje,L. Montano,,,5728777271,285,,5728777269,56,Back,5728777709,233,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033223,137,1,1,12,55,8gxd9ry2580pu1b1dd5ny9ymy,0,93.4,27.1,2025-05-15T17:14:23.145Z,2025-05-15T18:39:51Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728777257,141,37.7,5728777255,140,95.6,5728777253,56,Center,5728777259,212,7.6,5728777261,213,1.26,5728777251,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033229,105,44,1,12,56,f1h34qp5zbfl489q8vnkhiq9s,1,3.3,63.7,2025-05-15T17:14:24.040Z,2025-05-15T19:03:38Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728777381,233,136,5728777281,285,,5728777279,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033209,136,44,1,12,56,8gxd9ry2580pu1b1dd5ny9ymy,0,96.7,36.3,2025-05-15T17:14:24.041Z,2025-05-15T18:40:23Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728777371,233,105,5728777199,286,,5728777197,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033287,106,12,1,12,56,f1h34qp5zbfl489q8vnkhiq9s,1,3.4,61.4,2025-05-15T17:14:24.761Z,2025-05-15T17:14:59Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728777663,213,1.76,5728777665,15,,5728777655,56,Back,5728777661,212,2.8,5728777659,141,65.4,5728777657,140,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033233,139,61,1,12,58,8gxd9ry2580pu1b1dd5ny9ymy,1,95.7,38.0,2025-05-15T17:14:26.034Z,2025-05-15T17:14:45Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728777289,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033305,107,5,1,12,59,f1h34qp5zbfl489q8vnkhiq9s,1,-1.4,75.3,2025-05-15T17:14:27.306Z,2025-05-15T18:52:20Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728777741,346,,5728855623,233,140,5728777739,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033239,140,5,1,12,59,8gxd9ry2580pu1b1dd5ny9ymy,0,101.4,24.7,2025-05-15T17:14:27.306Z,2025-05-15T18:52:21Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728777391,346,,5728777389,56,Center,5728855653,233,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033361,108,1,1,13,16,f1h34qp5zbfl489q8vnkhiq9s,1,4.3,61.4,2025-05-15T17:14:44.641Z,2025-05-15T17:14:46Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728777997,140,4.2,5728778007,237,,5728778001,212,7.8,5728777993,124,,5728777995,56,Back,5728777999,141,49.9,5728778003,213,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033379,109,1,1,13,18,f1h34qp5zbfl489q8vnkhiq9s,1,8.7,50.4,2025-05-15T17:14:46.328Z,2025-05-15T17:14:48Z,45bcgucg627rhrdgt8tn9hd9m,K. Kristensen,,,5728778127,212,9.0,5728778125,141,62.1,5728778123,140,12.7,5728778121,56,Back,5728778129,213,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033395,110,1,1,13,20,f1h34qp5zbfl489q8vnkhiq9s,0,12.0,63.6,2025-05-15T17:14:48.642Z,2025-05-15T17:14:51Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728778257,212,32.7,5728778249,155,,5728778255,141,100.0,5728778253,140,31.5,5728778259,213,0.89,5728778251,56,Back,5728778261,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033399,111,5,1,13,23,f1h34qp5zbfl489q8vnkhiq9s,0,30.9,101.2,2025-05-15T17:14:51.294Z,2025-05-15T18:52:21Z,37mo55lynu3blqnb8k9ln8k16,P. Tjørnelund,,,5728778283,347,,5728778473,233,141,5728778281,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033421,141,5,1,13,23,8gxd9ry2580pu1b1dd5ny9ymy,1,69.1,-1.2,2025-05-15T17:14:51.294Z,2025-05-15T18:52:21Z,a30gduuv9d1s4pkthgu2jhyol,D. Stenderup,,,5728778447,233,111,5728778427,347,,5728778425,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033433,142,1,1,13,29,8gxd9ry2580pu1b1dd5ny9ymy,1,70.1,0.0,2025-05-15T17:14:57.633Z,2025-05-15T17:14:59Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728778499,56,Back,5728778507,213,2.51,5728778503,141,22.7,5728778505,212,27.9,5728778497,107,,5728778509,1,,5728778501,140,48.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033441,143,1,1,13,31,8gxd9ry2580pu1b1dd5ny9ymy,1,48.6,22.7,2025-05-15T17:14:59.032Z,2025-05-15T17:15:00Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728778561,212,22.1,5728778559,141,15.3,5728778555,56,Back,5728778563,213,3.37,5728778557,140,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033455,144,1,1,13,32,8gxd9ry2580pu1b1dd5ny9ymy,1,28.1,15.2,2025-05-15T17:15:00.536Z,2025-05-15T17:15:02Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728778651,213,0.40,5728778647,212,14.7,5728778643,140,41.0,5728778645,141,23.6,5728778641,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033463,145,1,1,13,34,8gxd9ry2580pu1b1dd5ny9ymy,0,41.0,23.6,2025-05-15T17:15:02.561Z,2025-05-15T19:26:51Z,4oxf446ya7jwulq6hxlp8r36d,J. Gemmer,,,5728778699,212,31.7,5728778691,155,,5728778697,141,30.9,5728778693,56,Back,5728778695,140,11.2,5728778701,213,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033495,112,44,1,13,38,f1h34qp5zbfl489q8vnkhiq9s,1,86.8,76.6,2025-05-15T17:15:06.407Z,2025-05-15T17:15:16Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728778879,233,146,5728778871,56,Center,5728778873,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033493,146,44,1,13,38,8gxd9ry2580pu1b1dd5ny9ymy,0,13.2,23.4,2025-05-15T17:15:06.408Z,2025-05-15T19:27:05Z,3pk6hii2s8tbv2zux8mvbapec,N. Jungvig,,,5728778859,285,,5728778917,233,112,5728778857,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033547,113,1,1,13,39,f1h34qp5zbfl489q8vnkhiq9s,1,85.6,71.5,2025-05-15T17:15:06.946Z,2025-05-15T19:23:20Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728779219,56,Left,5728779223,141,84.7,5728779225,212,10.7,5728779227,213,0.99,5728779221,140,91.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033559,115,1,1,13,41,f1h34qp5zbfl489q8vnkhiq9s,1,91.2,84.7,2025-05-15T17:15:09.841Z,2025-05-15T17:15:18Z,4jve632xnmqujh4ioaxpaovai,T. Freriks,,,5728779287,141,92.4,5728779283,56,Left,5728779285,140,85.7,5728779289,212,7.8,5728779291,213,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033563,116,1,1,13,49,f1h34qp5zbfl489q8vnkhiq9s,0,77.4,88.6,2025-05-15T17:15:17.809Z,2025-05-15T17:15:18Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728779303,213,5.41,5728779295,56,Center,5728779297,140,82.9,5728779299,141,78.5,5728779301,212,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033593,148,1,1,13,53,8gxd9ry2580pu1b1dd5ny9ymy,1,22.2,27.7,2025-05-15T17:15:21.408Z,2025-05-15T17:15:32Z,dncrhma6gwcn6pxiu7hfc6qz8,A. Smed,,,5728779457,141,14.9,5728779459,212,10.8,5728779453,56,Back,5728779455,140,28.3,5728779463,213,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033601,149,50,1,13,55,8gxd9ry2580pu1b1dd5ny9ymy,1,31.2,12.8,2025-05-15T17:15:22.937Z,2025-05-15T17:15:25Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728779493,285,,5728779565,233,117,5728779491,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033605,117,7,1,13,55,f1h34qp5zbfl489q8vnkhiq9s,1,70.9,86.0,2025-05-15T17:15:22.938Z,2025-05-15T17:15:25Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,1.0,,5728779535,233,149,5728779539,286,,5728779507,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033625,118,43,1,13,56,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:15:24.424Z,2025-05-15T17:15:43Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728779605,141,81.4,5728779603,140,69.9,5728779609,213,5.04,5728779601,56,Left,5728779607,212,7.8,5728780083,210,13,5728780437,144,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033639,120,13,1,13,58,f1h34qp5zbfl489q8vnkhiq9s,1,73.3,67.8,2025-05-15T17:15:26.424Z,2025-05-15T17:15:50Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728780089,55,117,5728779661,18,,5728779663,56,Center,5728780085,81,,5728779925,20,,5728780097,215,,5728780099,230,97.8,5728779659,22,,5728780101,231,5728780095,103,70.8,5728780093,102,5728780087,29,,51.4,41.2,,,,,,,,,,,,,,,,,,,
2815033683,121,5,1,14,0,f1h34qp5zbfl489q8vnkhiq9s,0,101.3,39.7,2025-05-15T17:15:28.201Z,2025-05-15T18:52:22Z,6hmsrr08cllpl4iumu92zskbt,L. From,,,5728779911,56,Center,5728779913,346,,5728856909,233,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033815,150,5,1,14,0,8gxd9ry2580pu1b1dd5ny9ymy,1,-1.3,60.3,2025-05-15T17:15:28.201Z,2025-05-15T18:52:22Z,9r07ooissj5mz15g87x5rmbx1,C. Jakobsen,,,5728780701,56,Back,5728856893,233,121,5728780703,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033849,151,1,1,14,24,8gxd9ry2580pu1b1dd5ny9ymy,0,4.9,54.6,2025-05-15T17:15:52.496Z,2025-05-15T17:15:56Z,bl9em2c9quspd4afzwqn81xxw,T. Sander,,,5728780867,213,6.07,5728780857,124,,5728780861,140,57.6,5728780859,56,Center,5728780869,1,,5728780865,212,56.7,5728780863,141,36.7,5728780871,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815047115,413,44,1,14,27,f1h34qp5zbfl489q8vnkhiq9s,1,41.0,54.8,2025-05-15T17:15:55.917Z,2025-05-15T19:03:38Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728857977,56,Back,5728858141,233,442,5728857979,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815047117,442,44,1,14,28,8gxd9ry2580pu1b1dd5ny9ymy,0,59.0,45.2,2025-05-15T17:15:55.918Z,2025-05-15T19:03:38Z,5e5fuj7mbkpvf0bug32ixxc5x,S. Makienok,,,5728858135,286,,5728858133,56,Center,5728858149,233,413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033875,123,1,1,14,28,f1h34qp5zbfl489q8vnkhiq9s,1,43.6,57.3,2025-05-15T17:15:55.984Z,2025-05-15T18:40:45Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728780997,140,55.0,5728781003,213,0.41,5728780999,141,64.9,5728780995,56,Center,5728781001,212,13.0,5728780993,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033853,122,43,1,14,28,f1h34qp5zbfl489q8vnkhiq9s,1,0.0,0.0,2025-05-15T17:15:56.545Z,2025-05-15T17:16:20Z,bmkwmf5f2ssnw2cq7uga7yd5g,A. Troelsen,,,5728782073,144,44,5728780889,56,Back,5728780891,285,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033885,124,1,1,14,31,f1h34qp5zbfl489q8vnkhiq9s,1,54.6,64.2,2025-05-15T17:15:59.208Z,2025-05-15T17:16:00Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728781061,56,Center,5728781069,213,0.95,5728781065,141,74.7,5728781063,140,59.5,5728781067,212,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033897,126,50,1,14,34,f1h34qp5zbfl489q8vnkhiq9s,1,61.9,83.5,2025-05-15T17:16:01.984Z,2025-05-15T17:16:14Z,ate1ymumg2iwzn8uyyf3ts222,A. Lausen,,,5728781127,286,,5728781395,233,152,5728781125,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033931,152,7,1,14,34,8gxd9ry2580pu1b1dd5ny9ymy,1,38.1,16.5,2025-05-15T17:16:01.985Z,2025-05-15T17:16:40Z,bfvdr7ckiersz26ya2kq9f1g4,A. Iljazovski,,,5728781319,285,,5728781355,233,126,5728781317,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033959,154,1,1,14,37,8gxd9ry2580pu1b1dd5ny9ymy,0,26.3,22.5,2025-05-15T17:16:05.671Z,2025-05-15T17:16:08Z,dm6xpphbyyooqriwaambi7njd,F. Krogstad,,,5728781435,141,20.9,5728781433,140,38.3,5728781439,213,6.20,5728781431,56,Back,5728781457,236,,5728781461,233,127,5728781437,212,12.6,5728781469,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815033935,127,74,1,14,37,f1h34qp5zbfl489q8vnkhiq9s,1,63.8,80.6,2025-05-15T17:16:05.672Z,2025-05-15T17:16:09Z,5sha6xhovfmuzd7rolx1om39w,J. Lucena,,,5728781483,233,154,5728781335,56,Left,5728781337,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
