id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/11/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/16/value,qualifier/17/value
2754677211,103,61,1,15,13,8cfkisxf1fkxdqtt6tx1tup48,1,30.0,24.9,2024-12-02T17:46:03.728Z,2024-12-02T17:46:04Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398623851,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677215,104,1,1,15,13,8cfkisxf1fkxdqtt6tx1tup48,1,28.4,22.1,2024-12-02T17:46:04.656Z,2024-12-02T17:46:05Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398623865,56,Back,5398623869,141,12.8,5398623871,212,9.7,5398623873,213,3.85,5398623867,140,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677237,105,1,1,15,14,8cfkisxf1fkxdqtt6tx1tup48,1,21.4,12.8,2024-12-02T17:46:05.344Z,2024-12-02T17:46:07Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398623975,141,39.5,5398623979,213,2.22,5398623971,56,Back,5398623977,212,22.8,5398623973,140,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677249,106,1,1,15,16,8cfkisxf1fkxdqtt6tx1tup48,0,8.2,39.5,2024-12-02T17:46:07.633Z,2024-12-02T17:46:09Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398624073,1,,5398624063,56,Back,5398624065,140,46.6,5398624069,212,41.0,5398624071,213,6.10,5398624061,157,,5398624067,141,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677307,191,1,1,15,21,aqtkb4mgrz8c6iqfufj6qjbv9,1,61.1,59.7,2024-12-02T17:46:12.476Z,2024-12-02T17:46:17Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398624375,212,14.0,5398624369,56,Center,5398624373,141,48.4,5398624371,140,72.2,5398624377,213,5.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677297,107,83,1,15,25,8cfkisxf1fkxdqtt6tx1tup48,0,26.7,37.0,2024-12-02T17:46:16.232Z,2024-12-02T17:46:19Z,11ngumxajbizagbzpm5kompxx,M. Chacón,,,5398624443,399,1n4eldqa7h9jvcx1693zqu06i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677313,108,45,1,15,26,8cfkisxf1fkxdqtt6tx1tup48,0,21.6,38.8,2024-12-02T17:46:17.548Z,2024-12-02T18:27:47Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5398624473,233,192,5398624417,56,Back,5398624419,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677311,192,3,1,15,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,78.4,61.2,2024-12-02T17:46:17.548Z,2024-12-02T18:27:47Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398624445,233,108,5398624401,286,,5398624399,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677315,193,1,1,15,27,aqtkb4mgrz8c6iqfufj6qjbv9,1,81.0,54.6,2024-12-02T17:46:17.788Z,2024-12-02T17:46:19Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398624423,140,80.5,5398624425,141,67.0,5398624429,213,1.63,5398624421,56,Center,5398624427,212,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677325,194,1,1,15,29,aqtkb4mgrz8c6iqfufj6qjbv9,0,73.6,67.2,2024-12-02T17:46:20.085Z,2024-12-02T20:15:20Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5398624487,168,,5398624567,236,,5398624493,141,70.8,5398624489,56,Center,5398624569,233,109,5398624497,213,0.43,5398624491,140,78.7,5398624573,286,,5398624495,212,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677331,109,74,1,15,29,8cfkisxf1fkxdqtt6tx1tup48,1,20.1,25.9,2024-12-02T17:46:20.086Z,2024-12-02T18:27:42Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398624575,233,194,5398624561,56,Back,5398624563,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677335,195,1,1,15,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,65.9,89.6,2024-12-02T17:46:23.373Z,2024-12-02T17:46:25Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398624609,56,Center,5398624615,212,9.7,5398624617,213,4.44,5398624613,141,75.9,5398624611,140,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677343,196,1,1,15,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.4,75.7,2024-12-02T17:46:25.420Z,2024-12-02T17:46:28Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398624647,56,Center,5398624655,213,4.52,5398624649,140,61.6,5398624651,141,61.1,5398624653,212,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677353,197,1,1,15,38,aqtkb4mgrz8c6iqfufj6qjbv9,1,62.3,58.8,2024-12-02T17:46:29.174Z,2024-12-02T17:46:32Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398624727,213,4.99,5398624721,140,68.7,5398624723,141,24.7,5398624719,56,Center,5398624725,212,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677373,198,1,1,15,41,aqtkb4mgrz8c6iqfufj6qjbv9,1,70.3,18.2,2024-12-02T17:46:31.956Z,2024-12-02T17:46:36Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398624853,213,5.37,5398624851,212,10.7,5398624845,56,Right,5398624849,141,5.8,5398624847,140,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677377,199,3,1,15,45,aqtkb4mgrz8c6iqfufj6qjbv9,0,77.0,23.4,2024-12-02T17:46:36.645Z,2024-12-02T17:46:43Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5398624873,56,Center,5398624875,286,,5398624891,233,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677379,110,7,1,15,45,8cfkisxf1fkxdqtt6tx1tup48,0,23.0,76.6,2024-12-02T17:46:36.646Z,2024-12-02T17:46:42Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5398624885,233,199,5398624881,56,Back,5398624883,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677397,200,1,1,15,47,aqtkb4mgrz8c6iqfufj6qjbv9,1,75.9,17.0,2024-12-02T17:46:38.164Z,2024-12-02T17:46:43Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398624997,213,4.51,5398624993,141,5.9,5398624991,140,74.4,5398624989,56,Right,5398624995,212,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677403,201,1,1,15,53,aqtkb4mgrz8c6iqfufj6qjbv9,1,73.1,6.1,2024-12-02T17:46:43.772Z,2024-12-02T17:46:45Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398625023,212,23.9,5398625021,141,24.4,5398625017,56,Center,5398625025,213,2.59,5398625019,140,53.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677415,202,1,1,15,54,aqtkb4mgrz8c6iqfufj6qjbv9,0,55.7,24.9,2024-12-02T17:46:45.332Z,2024-12-02T17:46:47Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398625089,213,0.35,5398625085,141,44.0,5398625087,212,37.5,5398625079,155,,5398625091,1,,5398625083,140,89.2,5398625081,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677429,112,43,1,15,58,8cfkisxf1fkxdqtt6tx1tup48,1,0.0,0.0,2024-12-02T17:46:49.072Z,2024-12-02T17:46:53Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398625323,144,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677443,113,11,1,16,0,8cfkisxf1fkxdqtt6tx1tup48,1,8.7,56.0,2024-12-02T17:46:51.015Z,2024-12-02T17:46:51Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398625227,88,,5398625225,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677497,114,1,1,16,7,8cfkisxf1fkxdqtt6tx1tup48,1,2.8,50.7,2024-12-02T17:46:58.192Z,2024-12-02T17:48:59Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398625523,212,7.4,5398625521,141,40.3,5398625517,56,Back,5398625515,123,,5398625519,140,0.8,5398625525,213,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677519,115,1,1,16,9,8cfkisxf1fkxdqtt6tx1tup48,1,3.2,37.9,2024-12-02T17:47:00.543Z,2024-12-02T17:47:03Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5398625635,212,19.0,5398625633,141,11.3,5398625631,140,8.6,5398625629,56,Back,5398625637,213,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677531,116,1,1,16,12,8cfkisxf1fkxdqtt6tx1tup48,0,8.6,11.3,2024-12-02T17:47:03.392Z,2024-12-02T17:47:05Z,67p0s4o54xcmiustgy8k5gljo,S. Hald,,,5398625717,140,36.6,5398625721,212,30.6,5398625719,141,23.9,5398625715,56,Back,5398625723,213,0.28,5398625713,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677549,203,1,1,16,15,aqtkb4mgrz8c6iqfufj6qjbv9,1,58.5,66.0,2024-12-02T17:47:06.676Z,2024-12-02T17:47:07Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398625809,141,61.5,5398625805,56,Center,5398625811,212,11.8,5398625807,140,69.4,5398625813,213,6.02,5398625803,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677573,117,83,1,16,19,8cfkisxf1fkxdqtt6tx1tup48,0,25.9,34.2,2024-12-02T17:47:10.216Z,2024-12-02T17:47:13Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5398626061,399,1n4eldqa7h9jvcx1693zqu06i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677583,205,1,1,16,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.1,64.4,2024-12-02T17:47:10.924Z,2024-12-02T17:49:41Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398629745,213,2.35,5398625947,56,Center,5398629735,140,66.1,5398629737,141,67.5,5398629741,212,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677621,206,1,1,16,20,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.0,63.4,2024-12-02T17:47:11.563Z,2024-12-02T17:49:58Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398626147,56,Center,5398626155,212,10.6,5398626149,140,77.5,5398626157,213,0.57,5398626153,141,71.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677591,118,83,1,16,21,8cfkisxf1fkxdqtt6tx1tup48,1,21.7,31.2,2024-12-02T17:47:12.287Z,2024-12-02T18:26:03Z,am3509ake84cde1xhb9264i22,M. Gudmann,,,5398640697,399,uiyol728wan4mxco2foplknp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677625,207,61,1,16,22,aqtkb4mgrz8c6iqfufj6qjbv9,0,78.3,68.8,2024-12-02T17:47:13.286Z,2024-12-02T17:57:38Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5398628763,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677641,120,1,1,16,25,8cfkisxf1fkxdqtt6tx1tup48,1,30.8,46.6,2024-12-02T17:47:16.296Z,2024-12-02T17:47:20Z,619s1phj5bkgkug3aszc1y9cl,M. Jensen,,,5398626261,213,5.94,5398626253,56,Center,5398626263,1,,5398626251,155,,5398626257,141,23.3,5398626255,140,72.4,5398626259,212,46.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677655,121,1,1,16,29,8cfkisxf1fkxdqtt6tx1tup48,1,73.4,30.6,2024-12-02T17:47:20.208Z,2024-12-02T17:47:23Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398626361,213,1.24,5398626355,140,82.9,5398626359,212,30.4,5398626351,56,Center,5398626357,141,72.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677671,122,1,1,16,32,8cfkisxf1fkxdqtt6tx1tup48,1,83.0,73.0,2024-12-02T17:47:23.375Z,2024-12-02T17:47:36Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,1.0,,5398626471,141,71.8,5398626467,56,Center,5398626789,154,,5398626475,213,6.21,5398626469,140,94.1,5398626787,210,15,5398626473,212,11.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677675,123,15,1,16,35,8cfkisxf1fkxdqtt6tx1tup48,1,94.1,71.8,2024-12-02T17:47:26.464Z,2024-12-02T19:44:02Z,e2aqcawslcbpp88nia8eko2y1,J. Rothmann,,,5398626487,56,Center,5398626815,80,,5398626831,146,100,5398626829,328,,5398626847,233,210,5398626825,102,46.5,5398626819,154,,5398626821,55,122,5398626833,147,53.6,5398921007,23,,5398626813,72,5398626485,64,5398626827,103,,7.6,5398626817,29,,,,,,,,,,,,,,,,,
2754677679,210,10,1,16,35,aqtkb4mgrz8c6iqfufj6qjbv9,1,1.2,44.0,2024-12-02T17:47:26.564Z,2024-12-02T17:57:47Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5398626881,233,123,5398626513,56,Back,5398626509,178,,5398626511,182,,5398626507,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677673,209,43,1,16,36,aqtkb4mgrz8c6iqfufj6qjbv9,1,0.0,0.0,2024-12-02T17:47:27.308Z,2024-12-02T17:47:31Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5398626637,144,11,5398626479,56,Back,5398626481,88,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677795,212,1,1,16,59,aqtkb4mgrz8c6iqfufj6qjbv9,1,6.3,47.8,2024-12-02T17:47:50.139Z,2024-12-02T17:47:51Z,8mswl5vzza12hylodrrsq3zvu,A. Kappenberger,,,5398627181,212,23.2,5398627175,56,Back,5398627179,141,54.8,5398627187,189,,5398627177,140,27.9,5398627183,213,0.21,5398627173,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677823,213,1,1,17,1,aqtkb4mgrz8c6iqfufj6qjbv9,1,28.6,54.8,2024-12-02T17:47:51.890Z,2024-12-02T17:47:57Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398627353,212,16.4,5398627349,140,26.2,5398627351,141,30.9,5398627347,56,Back,5398627355,213,4.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677825,214,1,1,17,6,aqtkb4mgrz8c6iqfufj6qjbv9,1,33.6,30.1,2024-12-02T17:47:56.922Z,2024-12-02T17:47:59Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398627407,213,1.27,5398627403,141,48.2,5398627399,56,Back,5398627401,140,37.3,5398627405,212,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677847,215,1,1,17,8,aqtkb4mgrz8c6iqfufj6qjbv9,1,36.7,48.7,2024-12-02T17:47:58.875Z,2024-12-02T17:48:03Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398627519,141,71.8,5398627515,56,Back,5398627521,212,16.0,5398627517,140,39.6,5398627523,213,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677855,216,1,1,17,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,32.7,66.1,2024-12-02T17:48:05.107Z,2024-12-02T17:48:07Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398627573,141,37.1,5398627571,140,31.6,5398627577,213,4.65,5398627575,212,19.8,5398627569,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677857,217,1,1,17,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,31.6,37.1,2024-12-02T17:48:07.723Z,2024-12-02T17:48:08Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398627593,141,44.8,5398627591,140,38.5,5398627597,213,0.63,5398627595,212,8.9,5398627589,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677887,218,1,1,17,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,38.5,44.8,2024-12-02T17:48:08.314Z,2024-12-02T17:48:17Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398627789,213,4.55,5398627785,141,3.1,5398627787,212,28.7,5398627781,56,Back,5398627783,140,34.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677891,219,1,1,17,26,aqtkb4mgrz8c6iqfufj6qjbv9,1,69.6,11.1,2024-12-02T17:48:17.314Z,2024-12-02T17:48:19Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398627813,212,9.8,5398627811,141,5.9,5398627807,56,Right,5398627815,213,5.91,5398627809,140,78.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677899,220,1,1,17,28,aqtkb4mgrz8c6iqfufj6qjbv9,1,80.2,5.9,2024-12-02T17:48:19.658Z,2024-12-02T17:48:22Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,,,5398627857,141,7.4,5398627859,212,11.0,5398627855,140,69.8,5398627861,213,3.05,5398627853,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677901,221,1,1,17,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,68.9,8.2,2024-12-02T17:48:22.722Z,2024-12-02T17:48:23Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398627871,212,8.9,5398627873,213,0.85,5398627867,140,74.5,5398627865,56,Right,5398627869,141,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677903,222,1,1,17,32,aqtkb4mgrz8c6iqfufj6qjbv9,1,74.5,18.0,2024-12-02T17:48:23.387Z,2024-12-02T17:48:24Z,1fjkjzsei9slx2t4zhsqdkve1,M. Etim,,,5398627883,141,9.2,5398627897,156,,5398627885,212,6.1,5398627881,140,73.5,5398627879,56,Right,5398627887,213,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677931,223,1,1,17,34,aqtkb4mgrz8c6iqfufj6qjbv9,1,76.8,7.6,2024-12-02T17:48:25.586Z,2024-12-02T17:48:40Z,81gka3mi69fh8gyehyy8xo9as,C. Allen,1.0,,5398628339,210,15,5398628033,140,86.7,5398628341,154,,5398628035,141,35.7,5398628027,2,,5398628039,213,1.07,5398628031,56,Center,5398628029,155,,5398628037,212,21.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677933,224,15,1,17,39,aqtkb4mgrz8c6iqfufj6qjbv9,1,90.2,32.9,2024-12-02T17:48:30.041Z,2024-12-02T19:47:38Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398628369,230,98.0,5398628365,146,92.9,5398628045,63,,5398628353,154,,5398628361,103,19,5398628371,231,47.3,5398628349,78,,5398628213,82,,5398628047,56,Center,5398628377,233,124,5398628367,147,5398628043,22,5398628347,15,,,5398628359,102,37.9,51.0,5398628355,55,223,5398628363,328,5398628351,29,,,,,,,,
2754677937,124,10,1,17,39,8cfkisxf1fkxdqtt6tx1tup48,1,6.4,61.9,2024-12-02T17:48:30.141Z,2024-12-02T17:48:41Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5398628385,233,224,5398628063,56,Back,5398628061,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677951,125,6,1,17,40,8cfkisxf1fkxdqtt6tx1tup48,0,2.5,69.0,2024-12-02T17:48:31.291Z,2024-12-02T18:27:49Z,5nved2kta2hk8103hkyhq33hm,M. Jakobsen,,,5398628105,73,,5398628143,233,225,5398628103,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754677939,225,6,1,17,40,aqtkb4mgrz8c6iqfufj6qjbv9,1,97.5,31.0,2024-12-02T17:48:31.291Z,2024-12-02T18:27:49Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398628123,233,125,5398628095,56,Center,5398628097,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678063,226,1,1,18,18,aqtkb4mgrz8c6iqfufj6qjbv9,1,99.5,0.5,2024-12-02T17:49:09.041Z,2024-12-02T17:49:12Z,85a9bmnu6fqvhlff28qm0e0a1,D. Johansen,,,5398628807,141,23.1,5398628811,213,2.21,5398628801,6,,5398628809,212,19.2,5398628805,140,88.6,5398628803,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678067,227,2,1,18,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,88.6,23.1,2024-12-02T17:49:10.441Z,2024-12-02T17:49:13Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5398628875,56,Right,5398628833,140,95.5,5398628835,141,15.6,5398628873,7,85a9bmnu6fqvhlff28qm0e0a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678243,127,1,1,18,51,8cfkisxf1fkxdqtt6tx1tup48,1,8.2,78.2,2024-12-02T17:49:41.710Z,2024-12-02T17:49:48Z,dqqswfn9s1tdxjoslts8ks6xg,B. Bayrak,,,5398629967,1,,5398629953,157,,5398629961,141,68.5,5398629965,213,6.15,5398629957,56,Center,5398629963,212,51.2,5398629951,5,,5398629959,140,56.6,5398629955,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678249,228,4,1,18,57,aqtkb4mgrz8c6iqfufj6qjbv9,1,44.2,27.4,2024-12-02T17:49:48.197Z,2024-12-02T20:28:25Z,1n4eldqa7h9jvcx1693zqu06i,T. Arndal,,,5398630015,56,Back,5398630019,265,,5398630017,152,,5398630021,286,,5398630013,13,,5398630023,233,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678247,128,4,1,18,57,8cfkisxf1fkxdqtt6tx1tup48,0,55.8,72.6,2024-12-02T17:49:48.198Z,2024-12-02T17:49:54Z,3mcj3wypzq3lno1ehc0vif1sl,J. Arias,,,5398629987,13,,5398629991,152,,5398629993,265,,5398629989,56,Center,5398630029,233,228,5398629995,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678305,229,1,1,19,9,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.6,18.3,2024-12-02T17:50:00.384Z,2024-12-02T17:50:01Z,khqldwfq14b7giakss24l9t5,K. Enghardt,,,5398630307,213,1.62,5398630301,140,57.4,5398630305,212,4.4,5398630325,189,,5398630295,5,,5398630299,56,Center,5398630303,141,24.7,5398630297,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678319,230,1,1,19,12,aqtkb4mgrz8c6iqfufj6qjbv9,1,57.2,25.3,2024-12-02T17:50:03.096Z,2024-12-02T17:50:04Z,2tcdx5rp7vujnlid4oqqxdogk,M. Due Grandt,,,5398630389,56,Back,5398630395,212,14.2,5398630397,213,2.52,5398630391,140,46.2,5398630393,141,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678327,231,1,1,19,13,aqtkb4mgrz8c6iqfufj6qjbv9,1,46.2,37.4,2024-12-02T17:50:04.545Z,2024-12-02T17:50:05Z,5z7y55t2o577r8ki3i5855as,J. Witt,,,5398630415,141,50.6,5398630419,213,1.37,5398630413,140,47.9,5398630411,56,Back,5398630417,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678337,232,1,1,19,14,aqtkb4mgrz8c6iqfufj6qjbv9,1,47.9,50.6,2024-12-02T17:50:05.097Z,2024-12-02T17:50:08Z,5dlh0fa9yo6z283w9p58xmnoq,N. Schmidt,,,5398630481,56,Center,5398630483,140,59.4,5398630487,212,14.0,5398630485,141,61.1,5398630489,213,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678349,233,1,1,19,17,aqtkb4mgrz8c6iqfufj6qjbv9,1,63.3,62.0,2024-12-02T17:50:07.857Z,2024-12-02T17:50:10Z,uiyol728wan4mxco2foplknp,A. Justinussen,,,5398630551,141,81.5,5398630549,140,59.6,5398630555,213,1.86,5398630547,56,Left,5398630553,212,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2754678367,234,1,1,19,19,aqtkb4mgrz8c6iqfufj6qjbv9,1,64.2,92.0,2024-12-02T17:50:10.209Z,2024-12-02T17:50:13Z,9350utk4onh2hv5jznxqpkd7t,R. Møller,,,5398630629,140,76.5,5398630633,212,13.4,5398630631,141,86.8,5398630627,56,Left,5398630635,213,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
