id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,playerId,playerName,keyPass,assist,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/value,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2815314431,194,1,1,23,24,b2vft81kyjurzbmekvgrqwr64,0,26.2,89.1,2025-05-16T17:23:20.666Z,2025-05-16T17:25:33Z,8gqvlydur0v4cpmz1ozqkejh0,M. Bruhn,,,5730351811,141,83.0,5730351813,212,34.8,5730351809,140,59.1,5730352287,157,,5730351815,213,6.16,5730351817,1,,5730351807,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314599,223,1,1,23,34,7gkglopz9cjsysn2u6sbhuvc5,1,32.2,53.6,2025-05-16T17:23:30.563Z,2025-05-16T17:23:36Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730352739,213,1.38,5730352735,212,17.4,5730352723,56,Back,5730352727,140,35.3,5730352731,141,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314649,224,1,1,23,39,7gkglopz9cjsysn2u6sbhuvc5,1,55.7,91.2,2025-05-16T17:23:35.883Z,2025-05-16T17:23:39Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730353009,213,3.82,5730353001,56,Back,5730353003,140,39.2,5730353007,212,22.2,5730353005,141,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314685,225,1,1,23,43,7gkglopz9cjsysn2u6sbhuvc5,1,39.2,71.2,2025-05-16T17:23:39.619Z,2025-05-16T17:23:43Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730353247,56,Back,5730353255,213,4.05,5730353249,140,32.2,5730353251,141,57.2,5730353253,212,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314705,226,1,1,23,46,7gkglopz9cjsysn2u6sbhuvc5,1,32.5,55.1,2025-05-16T17:23:43.044Z,2025-05-16T17:23:45Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730353337,140,32.7,5730353335,56,Back,5730353343,213,1.55,5730353341,212,12.5,5730353339,141,73.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314729,227,1,1,23,48,7gkglopz9cjsysn2u6sbhuvc5,1,32.7,73.2,2025-05-16T17:23:44.827Z,2025-05-16T17:23:47Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730353503,141,92.9,5730353511,213,1.22,5730353499,140,37.4,5730353509,212,14.3,5730353495,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314747,228,1,1,23,50,7gkglopz9cjsysn2u6sbhuvc5,1,38.2,92.9,2025-05-16T17:23:47.403Z,2025-05-16T17:23:50Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730353609,140,47.1,5730353613,212,16.4,5730353611,141,73.0,5730353615,213,5.32,5730353607,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314753,229,1,1,23,53,7gkglopz9cjsysn2u6sbhuvc5,0,43.2,75.9,2025-05-16T17:23:50.339Z,2025-05-16T17:23:51Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730353645,140,48.7,5730353643,56,Back,5730353647,141,82.6,5730353651,213,0.67,5730353649,212,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314787,195,1,1,23,55,b2vft81kyjurzbmekvgrqwr64,1,54.2,14.6,2025-05-16T17:23:51.522Z,2025-05-16T17:25:31Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730353849,141,13.7,5730353851,212,10.4,5730353853,213,6.22,5730353845,56,Right,5730353847,140,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314839,197,1,1,23,59,b2vft81kyjurzbmekvgrqwr64,1,70.8,12.2,2025-05-16T17:23:55.962Z,2025-05-16T17:23:58Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730354145,141,8.5,5730354147,212,12.0,5730354143,140,59.6,5730354141,56,Right,5730354149,213,3.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314875,198,1,1,24,1,b2vft81kyjurzbmekvgrqwr64,1,59.6,8.5,2025-05-16T17:23:57.866Z,2025-05-16T17:24:00Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730354319,141,19.5,5730354315,56,Right,5730354321,212,8.0,5730354317,140,62.2,5730354323,213,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314901,199,1,1,24,3,b2vft81kyjurzbmekvgrqwr64,1,63.1,24.3,2025-05-16T17:24:00.306Z,2025-05-16T17:24:01Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730354469,213,4.99,5730354459,141,7.1,5730354453,56,Right,5730354465,212,12.2,5730354455,140,66.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815314949,200,1,1,24,5,b2vft81kyjurzbmekvgrqwr64,1,66.3,7.1,2025-05-16T17:24:01.610Z,2025-05-16T17:24:05Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730354735,141,30.1,5730354733,140,41.4,5730354737,212,30.5,5730354731,56,Back,5730354739,213,2.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315025,201,1,1,24,12,b2vft81kyjurzbmekvgrqwr64,1,55.1,34.3,2025-05-16T17:24:08.747Z,2025-05-16T17:24:11Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730355137,56,Back,5730355145,213,2.30,5730355139,140,46.7,5730355143,212,13.2,5730355141,141,48.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315047,202,1,1,24,15,b2vft81kyjurzbmekvgrqwr64,1,50.5,49.7,2025-05-16T17:24:11.586Z,2025-05-16T17:24:13Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730355287,140,56.4,5730355285,56,Right,5730355293,213,4.96,5730355289,141,14.1,5730355291,212,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315067,203,1,1,24,17,b2vft81kyjurzbmekvgrqwr64,1,57.0,14.4,2025-05-16T17:24:13.691Z,2025-05-16T17:24:16Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730355433,141,5.0,5730355437,213,5.69,5730355431,140,66.0,5730355435,212,11.4,5730355429,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315077,204,1,1,24,19,b2vft81kyjurzbmekvgrqwr64,1,66.0,5.0,2025-05-16T17:24:15.859Z,2025-05-16T17:24:16Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730355493,141,18.6,5730355497,213,1.58,5730355491,140,65.9,5730355489,56,Right,5730355495,212,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315101,205,1,1,24,19,b2vft81kyjurzbmekvgrqwr64,1,65.9,18.6,2025-05-16T17:24:16.386Z,2025-05-16T17:24:19Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730355651,140,57.6,5730355653,141,20.0,5730355649,56,Right,5730355655,212,8.8,5730355657,213,3.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315161,206,1,1,24,23,b2vft81kyjurzbmekvgrqwr64,1,57.1,23.7,2025-05-16T17:24:19.666Z,2025-05-16T17:24:23Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730356025,213,5.39,5730356019,140,64.9,5730356017,56,Right,5730356023,212,13.1,5730356021,141,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315185,207,1,1,24,27,b2vft81kyjurzbmekvgrqwr64,1,66.4,7.0,2025-05-16T17:24:23.651Z,2025-05-16T17:24:26Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730356143,56,Back,5730356151,213,2.54,5730356149,212,23.6,5730356147,141,26.7,5730356145,140,47.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315251,208,1,1,24,29,b2vft81kyjurzbmekvgrqwr64,1,47.9,26.7,2025-05-16T17:24:25.906Z,2025-05-16T17:24:33Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730356619,213,1.92,5730356609,56,Back,5730356615,141,55.7,5730356617,212,21.0,5730356611,140,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315287,209,1,1,24,36,b2vft81kyjurzbmekvgrqwr64,1,53.0,57.0,2025-05-16T17:24:32.779Z,2025-05-16T17:24:36Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730356829,141,34.3,5730356827,140,46.0,5730356833,213,4.27,5730356825,56,Back,5730356831,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315307,210,1,1,24,39,b2vft81kyjurzbmekvgrqwr64,1,46.0,34.3,2025-05-16T17:24:36.051Z,2025-05-16T17:24:38Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730356985,140,46.9,5730356987,141,53.3,5730356983,56,Back,5730356989,212,13.0,5730356991,213,1.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315365,211,1,1,24,41,b2vft81kyjurzbmekvgrqwr64,1,47.0,54.3,2025-05-16T17:24:37.843Z,2025-05-16T17:24:43Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730357315,140,56.4,5730357317,141,74.8,5730357321,213,0.95,5730357313,56,Center,5730357319,212,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315379,212,1,1,24,46,b2vft81kyjurzbmekvgrqwr64,1,57.8,74.5,2025-05-16T17:24:42.851Z,2025-05-16T17:24:44Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730357409,56,Back,5730357415,212,11.3,5730357411,140,47.1,5730357417,213,3.27,5730357413,141,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315397,213,1,1,24,47,b2vft81kyjurzbmekvgrqwr64,1,47.1,72.3,2025-05-16T17:24:44.251Z,2025-05-16T17:24:45Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730357537,213,0.99,5730357531,140,55.6,5730357533,141,92.4,5730357535,212,16.3,5730357529,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315403,214,1,1,24,48,b2vft81kyjurzbmekvgrqwr64,1,55.6,92.4,2025-05-16T17:24:45.387Z,2025-05-16T17:24:46Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5730357579,141,84.2,5730357581,212,8.7,5730357583,213,5.59,5730357577,140,62.0,5730357575,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315425,215,1,1,24,50,b2vft81kyjurzbmekvgrqwr64,1,63.3,85.0,2025-05-16T17:24:46.738Z,2025-05-16T17:24:49Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730357717,56,Left,5730357723,212,5.1,5730357721,141,84.7,5730357719,140,58.4,5730357725,213,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315477,216,1,1,24,52,b2vft81kyjurzbmekvgrqwr64,1,58.6,84.8,2025-05-16T17:24:48.891Z,2025-05-16T17:24:53Z,ea2x4o6ufsqoz2zz7tqcnvo16,L. Klitten,,,5730357979,212,6.3,5730357973,56,Center,5730357975,140,57.6,5730357981,213,4.55,5730357977,141,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315537,217,1,1,24,56,b2vft81kyjurzbmekvgrqwr64,1,56.6,66.4,2025-05-16T17:24:52.859Z,2025-05-16T17:24:57Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730358347,56,Left,5730358355,213,1.26,5730358353,212,17.7,5730358351,141,91.1,5730358349,140,61.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315547,218,1,1,25,0,b2vft81kyjurzbmekvgrqwr64,1,64.0,92.4,2025-05-16T17:24:56.867Z,2025-05-16T17:24:58Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730358399,56,Center,5730358401,140,61.6,5730358407,213,4.47,5730358403,141,77.6,5730358405,212,10.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315573,219,1,1,25,1,b2vft81kyjurzbmekvgrqwr64,1,61.7,77.6,2025-05-16T17:24:57.891Z,2025-05-16T17:24:59Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730358539,141,90.6,5730358543,213,2.11,5730358541,212,10.3,5730358533,56,Left,5730358535,140,56.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315625,220,1,1,25,3,b2vft81kyjurzbmekvgrqwr64,1,56.5,90.6,2025-05-16T17:24:59.747Z,2025-05-16T17:25:02Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730358771,141,85.6,5730358769,140,63.4,5730358773,212,8.0,5730358775,213,5.84,5730358767,56,Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315643,221,1,1,25,6,b2vft81kyjurzbmekvgrqwr64,1,66.0,78.5,2025-05-16T17:25:02.515Z,2025-05-16T17:25:04Z,e19g5bz7s9wqcvj8mttztxi0a,O. Klitten,,,5730358857,141,72.0,5730358853,56,Center,5730358861,213,4.06,5730358855,140,62.8,5730358859,212,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315685,222,1,1,25,7,b2vft81kyjurzbmekvgrqwr64,1,62.9,67.5,2025-05-16T17:25:04.347Z,2025-05-16T17:25:08Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730359127,1,,5730359125,213,4.83,5730359119,140,67.3,5730359117,56,Right,5730359123,212,37.9,5730359121,141,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315695,223,1,1,25,11,b2vft81kyjurzbmekvgrqwr64,1,67.5,12.2,2025-05-16T17:25:08.123Z,2025-05-16T17:25:09Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730359175,212,13.9,5730359173,141,19.8,5730359169,56,Right,5730359177,213,2.76,5730359171,140,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315691,235,83,1,25,12,7gkglopz9cjsysn2u6sbhuvc5,0,37.3,87.7,2025-05-16T17:25:08.876Z,2025-05-16T17:25:11Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730359291,399,cflwegqpzch8y30pb3dhigqnd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315709,224,1,1,25,12,b2vft81kyjurzbmekvgrqwr64,1,55.2,19.8,2025-05-16T17:25:09.483Z,2025-05-16T17:25:11Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730359259,141,31.2,5730359255,56,Center,5730359261,212,9.4,5730359263,213,0.98,5730359257,140,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315735,225,1,1,25,16,b2vft81kyjurzbmekvgrqwr64,1,53.2,32.1,2025-05-16T17:25:12.795Z,2025-05-16T17:25:14Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730359395,213,2.04,5730359389,140,45.5,5730359393,212,17.8,5730359391,141,55.4,5730359387,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315775,226,1,1,25,17,b2vft81kyjurzbmekvgrqwr64,1,45.5,55.4,2025-05-16T17:25:14.155Z,2025-05-16T17:25:16Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730359561,213,5.15,5730359555,140,53.0,5730359553,56,Center,5730359557,141,30.6,5730359559,212,18.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315821,227,1,1,25,19,b2vft81kyjurzbmekvgrqwr64,1,46.0,33.3,2025-05-16T17:25:16.443Z,2025-05-16T17:25:20Z,b0yv1pcxifawqx6r1cfqq3otm,Z. Hyltoft,,,5730359827,140,57.4,5730359833,213,5.43,5730359825,56,Right,5730359831,212,18.2,5730359829,141,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315835,228,1,1,25,23,b2vft81kyjurzbmekvgrqwr64,1,60.3,11.7,2025-05-16T17:25:19.867Z,2025-05-16T17:25:21Z,9xub4z9b3bog8wqhn5yfihecp,M. Pedersen,,,5730359903,141,6.1,5730359901,140,66.6,5730359907,213,5.76,5730359905,212,7.6,5730359899,56,Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315873,229,1,1,25,24,b2vft81kyjurzbmekvgrqwr64,1,66.6,6.1,2025-05-16T17:25:20.843Z,2025-05-16T17:25:24Z,8q8yol44e42o9hwttlopznvh0,M. Nielsen,,,5730360137,56,Right,5730360145,213,1.35,5730360143,212,7.6,5730360141,141,17.0,5730360139,140,68.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315877,230,4,1,25,27,b2vft81kyjurzbmekvgrqwr64,1,66.4,13.2,2025-05-16T17:25:24.427Z,2025-05-16T19:28:49Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730360197,152,,5730360195,56,Right,5730360193,13,,5730360479,233,236,5730360201,286,,5730360199,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815315913,236,4,1,25,27,7gkglopz9cjsysn2u6sbhuvc5,0,33.6,86.8,2025-05-16T17:25:24.428Z,2025-05-16T19:28:50Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730360467,56,Back,5730360465,13,,5730360505,233,230,5730360469,152,,5730360473,285,,5730360471,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316041,231,1,1,25,40,b2vft81kyjurzbmekvgrqwr64,1,57.4,25.0,2025-05-16T17:25:36.787Z,2025-05-16T17:25:38Z,cflwegqpzch8y30pb3dhigqnd,E. Søgaard,,,5730361173,5,,5730361185,213,1.73,5730361179,140,53.9,5730361181,141,58.1,5730361183,212,22.8,5730361177,56,Center,5730361175,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316089,232,1,1,25,42,b2vft81kyjurzbmekvgrqwr64,1,53.9,58.1,2025-05-16T17:25:38.652Z,2025-05-16T17:25:42Z,ebd3uvtt54wkdsahc2127j02c,F. Dietz,,,5730361431,212,16.1,5730361425,140,51.4,5730361427,141,34.8,5730361423,56,Center,5730361435,213,4.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316159,233,1,1,25,45,b2vft81kyjurzbmekvgrqwr64,0,57.8,33.9,2025-05-16T17:25:42.356Z,2025-05-16T17:25:48Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730361801,212,51.6,5730361793,155,,5730361803,213,0.51,5730361799,141,70.9,5730361797,140,100.0,5730361795,56,Center,5730361805,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316947,234,5,1,25,51,b2vft81kyjurzbmekvgrqwr64,0,100.8,73.4,2025-05-16T17:25:47.701Z,2025-05-16T19:27:36Z,6bv0j0ezhh9u5u5hqz64p790q,M. Jacobsen,,,5730366327,346,,5730366383,233,238,5730366325,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316299,238,5,1,25,51,7gkglopz9cjsysn2u6sbhuvc5,1,-0.8,26.6,2025-05-16T17:25:47.701Z,2025-05-16T19:27:35Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730362525,346,,5730362523,56,Back,5730366367,233,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316363,239,1,1,26,8,7gkglopz9cjsysn2u6sbhuvc5,1,3.0,58.7,2025-05-16T17:26:04.637Z,2025-05-16T17:26:06Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730362929,124,,5730362935,141,44.6,5730362937,212,9.6,5730362939,213,4.76,5730362943,237,,5730362933,140,3.4,5730362931,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316383,240,1,1,26,9,7gkglopz9cjsysn2u6sbhuvc5,1,3.8,45.1,2025-05-16T17:26:06.253Z,2025-05-16T17:26:07Z,64vlnkuqfh7rnymg8qku8amwa,L. Schulz,,,5730363079,140,12.3,5730363085,213,6.02,5730363081,141,41.5,5730363083,212,9.3,5730363077,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316411,241,1,1,26,10,7gkglopz9cjsysn2u6sbhuvc5,1,12.3,41.5,2025-05-16T17:26:07.341Z,2025-05-16T17:26:09Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730363249,140,5.0,5730363253,212,12.1,5730363251,141,27.7,5730363255,213,4.03,5730363247,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316477,242,1,1,26,12,7gkglopz9cjsysn2u6sbhuvc5,1,4.8,27.0,2025-05-16T17:26:09.149Z,2025-05-16T17:26:14Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730363623,141,4.1,5730363627,213,5.54,5730363625,212,23.0,5730363615,56,Back,5730363619,140,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316483,243,1,1,26,18,7gkglopz9cjsysn2u6sbhuvc5,1,15.4,9.6,2025-05-16T17:26:14.709Z,2025-05-16T17:57:11Z,egwhlgopjtjkop7ozy7ltk1cl,F. Børsting,,,5730363667,141,17.0,5730363665,140,36.0,5730363661,56,Back,5730363671,213,0.23,5730363669,212,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815336015,404,1,1,26,19,7gkglopz9cjsysn2u6sbhuvc5,1,38.9,15.8,2025-05-16T17:26:15.505Z,2025-05-16T17:57:09Z,11cna826ls27ahux2w0ckapqt,K. Kusk,,,5730472795,141,18.3,5730472789,156,,5730472797,212,10.3,5730472799,213,2.98,5730472791,56,Back,5730472793,140,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316535,244,1,1,26,20,7gkglopz9cjsysn2u6sbhuvc5,1,35.6,26.1,2025-05-16T17:26:17.325Z,2025-05-16T17:26:19Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730363939,212,11.8,5730363941,213,2.80,5730363935,140,25.0,5730363933,56,Back,5730363937,141,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316569,245,1,1,26,22,7gkglopz9cjsysn2u6sbhuvc5,1,24.9,31.9,2025-05-16T17:26:19.165Z,2025-05-16T17:26:21Z,8rn42gm9xm3yunk883yan9vdg,B. Clemmensen,,,5730364177,213,1.71,5730364173,141,61.1,5730364169,140,22.2,5730364175,212,20.1,5730364167,56,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316653,246,1,1,26,24,7gkglopz9cjsysn2u6sbhuvc5,1,25.3,63.1,2025-05-16T17:26:21.493Z,2025-05-16T17:26:26Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730364659,212,23.8,5730364655,140,41.4,5730364661,213,0.78,5730364653,56,Back,5730364657,141,87.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316715,247,1,1,26,30,7gkglopz9cjsysn2u6sbhuvc5,1,60.5,92.3,2025-05-16T17:26:26.541Z,2025-05-16T17:26:31Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5730364979,212,12.1,5730364975,141,75.9,5730364981,213,4.31,5730364969,56,Center,5730364973,140,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316743,248,1,1,26,34,7gkglopz9cjsysn2u6sbhuvc5,1,71.2,72.0,2025-05-16T17:26:30.861Z,2025-05-16T17:26:33Z,a7eramyy1bd8msxmg84ctc8ut,A. Simon Okosun,,,5730365123,213,0.93,5730365117,140,82.0,5730365121,212,19.0,5730365115,56,Left,5730365119,141,94.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316771,249,1,1,26,36,7gkglopz9cjsysn2u6sbhuvc5,1,82.0,94.5,2025-05-16T17:26:32.885Z,2025-05-16T17:26:34Z,bvw5oc4c040ey5dt5wn0choiy,G. Mortensen,,,5730365255,213,3.09,5730365247,56,Left,5730365253,212,11.7,5730365251,141,95.3,5730365249,140,70.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316801,250,1,1,26,37,7gkglopz9cjsysn2u6sbhuvc5,1,70.7,95.0,2025-05-16T17:26:34.421Z,2025-05-16T17:26:36Z,6t6k24gn6zwxz1g6c3n4ph0q,M. Haarup,,,5730365405,140,61.3,5730365407,141,73.5,5730365411,213,4.12,5730365403,56,Center,5730365409,212,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2815316847,251,1,1,26,40,7gkglopz9cjsysn2u6sbhuvc5,1,61.3,73.3,2025-05-16T17:26:36.589Z,2025-05-16T17:26:40Z,oywgthoxa153nf48la1j8v10,M. Lauritsen,,,5730365633,56,Center,5730365641,212,7.0,5730365635,140,63.0,5730365637,141,63.4,5730365645,213,4.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
